"vol" "age" "owner" "nuts" "species" "step0" "step1" "step2" "step3" "step4" "step5"
"3181" "10" "4" "national" "DEB" "beech" 0 0 0 0 0 0
"3182" "10" "4" "national" "DEB" "beech" 0 0 0 0 0 31.6134332419918
"1413" "1" "5" "national" "DEB" "beech" 0 20.6995956932261 0 0.18292308964698 0.00176910930465093 0.000441342278961543
"1414" "1" "5" "national" "DEB" "beech" 0 9.28774615611554 0 14.0651894246222 8.42231738157015 3.73386519806343
"5157" "2" "5" "national" "DEB" "beech" 0 4.91459213641988 0 7.59745341978371 5.52432359595177 3.50605076805922
"5158" "2" "5" "national" "DEB" "beech" 0 2.1657524668969 0 3.31831154575759 2.22958916618205 1.25141748715109
"7029" "3" "5" "national" "DEB" "beech" 0 0 0 4.03468757507832 27.63835340148 39.7185159027917
"7030" "3" "5" "national" "DEB" "beech" 0 0 0 1.39872267369181 0.609371436346142 6.31874046169928
"8901" "4" "5" "national" "DEB" "beech" 129.250750796524 0 54.7859771693143 12.7118989153287 0 0
"8902" "4" "5" "national" "DEB" "beech" 129.250750796524 0 54.7859771693143 15.8859234440909 1.38280441324702 14.7341038214499
"10773" "5" "5" "national" "DEB" "beech" 95.879721593131 0 0 0 0 0
"10774" "5" "5" "national" "DEB" "beech" 95.879721593131 0 0 0 0 0
"12645" "6" "5" "national" "DEB" "beech" 60.255352020479 0 20.6995956932261 0 0.18292308964698 0.00176910930465093
"12646" "6" "5" "national" "DEB" "beech" 60.255352020479 0 4.68810044070594 2.00389453106135 20.9128891648152 24.0497657956025
"14517" "7" "5" "national" "DEB" "beech" 0 0 4.91459213641988 0 7.59745341978371 5.52432359595177
"14518" "7" "5" "national" "DEB" "beech" 0 0 2.1657524668969 0 3.31831154575759 2.22958916618205
"16389" "8" "5" "national" "DEB" "beech" 88.5488238499435 0 0 0 4.03468757507832 27.63835340148
"16390" "8" "5" "national" "DEB" "beech" 88.5488238499435 0 0 0 1.39872267369181 0.609371436346142
"18261" "9" "5" "national" "DEB" "beech" 0 129.250750796524 0 54.7859771693143 12.7118989153287 0
"18262" "9" "5" "national" "DEB" "beech" 0 129.250750796524 0 54.7859771693143 15.8859234440909 1.38280441324702
"3285" "10" "5" "national" "DEB" "beech" 0 95.879721593131 0 0 0 0
"3286" "10" "5" "national" "DEB" "beech" 0 95.879721593131 0 0 0 0
"1517" "1" "6" "national" "DEB" "beech" 0 60.255352020479 0 20.6995956932261 0 0.18292308964698
"1518" "1" "6" "national" "DEB" "beech" 0 60.255352020479 0 4.68810044070594 2.00389453106135 20.9128891648152
"5261" "2" "6" "national" "DEB" "beech" 0 0 0 4.91459213641988 0 7.59745341978371
"5262" "2" "6" "national" "DEB" "beech" 0 0 0 2.1657524668969 0 3.31831154575759
"7133" "3" "6" "national" "DEB" "beech" 0 88.5488238499435 0 0 0 4.03468757507832
"7134" "3" "6" "national" "DEB" "beech" 0 88.5488238499435 0 0 0 1.39872267369181
"9005" "4" "6" "national" "DEB" "beech" 30.1986740926787 0 129.250750796524 0 54.7859771693143 12.7118989153287
"9006" "4" "6" "national" "DEB" "beech" 30.1986740926787 0 129.250750796524 0 54.7859771693143 15.8859234440909
"10877" "5" "6" "national" "DEB" "beech" 16.9503485185327 0 95.879721593131 0 0 0
"10878" "5" "6" "national" "DEB" "beech" 16.9503485185327 0 95.879721593131 0 0 0
"12749" "6" "6" "national" "DEB" "beech" 0 0 60.255352020479 0 20.6995956932261 0
"12750" "6" "6" "national" "DEB" "beech" 0 0 60.255352020479 0 4.68810044070594 2.00389453106135
"14621" "7" "6" "national" "DEB" "beech" 25.2516503316551 0 0 0 4.91459213641988 0
"14622" "7" "6" "national" "DEB" "beech" 25.2516503316551 0 0 0 2.1657524668969 0
"16493" "8" "6" "national" "DEB" "beech" 0 0 88.5488238499435 0 0 0
"16494" "8" "6" "national" "DEB" "beech" 0 0 88.5488238499435 0 0 0
"18365" "9" "6" "national" "DEB" "beech" 0 30.1986740926787 0 129.250750796524 0 54.7859771693143
"18366" "9" "6" "national" "DEB" "beech" 0 30.1986740926787 0 129.250750796524 0 54.7859771693143
"3389" "10" "6" "national" "DEB" "beech" 0 16.9503485185327 0 95.879721593131 0 0
"3390" "10" "6" "national" "DEB" "beech" 0 16.9503485185327 0 95.879721593131 0 0
"1621" "1" "7" "national" "DEB" "beech" 99.577843560283 0 0 60.255352020479 0 20.6995956932261
"1622" "1" "7" "national" "DEB" "beech" 99.577843560283 0 0 60.255352020479 0 4.68810044070594
"5365" "2" "7" "national" "DEB" "beech" 0 25.2516503316551 0 0 0 4.91459213641988
"5366" "2" "7" "national" "DEB" "beech" 0 25.2516503316551 0 0 0 2.1657524668969
"7237" "3" "7" "national" "DEB" "beech" 0 0 0 88.5488238499435 0 0
"7238" "3" "7" "national" "DEB" "beech" 0 0 0 88.5488238499435 0 0
"9109" "4" "7" "national" "DEB" "beech" 107.888459346058 0 30.1986740926787 0 129.250750796524 0
"9110" "4" "7" "national" "DEB" "beech" 107.888459346058 0 30.1986740926787 0 129.250750796524 0
"10981" "5" "7" "national" "DEB" "beech" 126.110382512075 0 16.9503485185327 0 95.879721593131 0
"10982" "5" "7" "national" "DEB" "beech" 126.110382512075 0 16.9503485185327 0 95.879721593131 0
"12853" "6" "7" "national" "DEB" "beech" 62.7120862860823 99.577843560283 0 0 60.255352020479 0
"12854" "6" "7" "national" "DEB" "beech" 62.7120862860823 99.577843560283 0 0 60.255352020479 0
"14725" "7" "7" "national" "DEB" "beech" 0 0 25.2516503316551 0 0 0
"14726" "7" "7" "national" "DEB" "beech" 0 0 25.2516503316551 0 0 0
"16597" "8" "7" "national" "DEB" "beech" 0 0 0 0 88.5488238499435 0
"16598" "8" "7" "national" "DEB" "beech" 0 0 0 0 88.5488238499435 0
"18469" "9" "7" "national" "DEB" "beech" 0 107.888459346058 0 30.1986740926787 0 129.250750796524
"18470" "9" "7" "national" "DEB" "beech" 0 107.888459346058 0 30.1986740926787 0 129.250750796524
"3493" "10" "7" "national" "DEB" "beech" 20.8256155089651 126.110382512075 0 16.9503485185327 0 95.879721593131
"3494" "10" "7" "national" "DEB" "beech" 20.8256155089651 126.110382512075 0 16.9503485185327 0 95.879721593131
"1725" "1" "8" "national" "DEB" "beech" 0 62.7120862860823 99.577843560283 0 0 60.255352020479
"1726" "1" "8" "national" "DEB" "beech" 0 62.7120862860823 99.577843560283 0 0 60.255352020479
"5469" "2" "8" "national" "DEB" "beech" 0 0 0 25.2516503316551 0 0
"5470" "2" "8" "national" "DEB" "beech" 0 0 0 25.2516503316551 0 0
"7341" "3" "8" "national" "DEB" "beech" 37.0863902551831 0 0 0 0 88.5488238499435
"7342" "3" "8" "national" "DEB" "beech" 37.0863902551831 0 0 0 0 88.5488238499435
"9213" "4" "8" "national" "DEB" "beech" 0 0 107.888459346058 0 30.1986740926787 0
"9214" "4" "8" "national" "DEB" "beech" 0 0 107.888459346058 0 30.1986740926787 0
"11085" "5" "8" "national" "DEB" "beech" 41.8868076055053 20.8256155089651 126.110382512075 0 16.9503485185327 0
"11086" "5" "8" "national" "DEB" "beech" 41.8868076055053 20.8256155089651 126.110382512075 0 16.9503485185327 0
"12957" "6" "8" "national" "DEB" "beech" 41.1716437786481 0 62.7120862860823 99.577843560283 0 0
"12958" "6" "8" "national" "DEB" "beech" 41.1716437786481 0 62.7120862860823 99.577843560283 0 0
"14829" "7" "8" "national" "DEB" "beech" 0 0 0 0 25.2516503316551 0
"14830" "7" "8" "national" "DEB" "beech" 0 0 0 0 25.2516503316551 0
"16701" "8" "8" "national" "DEB" "beech" 0 37.0863902551831 0 0 0 0
"16702" "8" "8" "national" "DEB" "beech" 0 37.0863902551831 0 0 0 0
"18573" "9" "8" "national" "DEB" "beech" 0 0 0 107.888459346058 0 30.1986740926787
"18574" "9" "8" "national" "DEB" "beech" 0 0 0 107.888459346058 0 30.1986740926787
"3597" "10" "8" "national" "DEB" "beech" 64.0971246179399 41.8868076055053 20.8256155089651 126.110382512075 0 16.9503485185327
"3598" "10" "8" "national" "DEB" "beech" 64.0971246179399 41.8868076055053 20.8256155089651 126.110382512075 0 16.9503485185327
"1829" "1" "9" "national" "DEB" "beech" 0 41.1716437786481 0 62.7120862860823 99.577843560283 0
"1830" "1" "9" "national" "DEB" "beech" 0 41.1716437786481 0 62.7120862860823 99.577843560283 0
"5573" "2" "9" "national" "DEB" "beech" 0 0 0 0 0 25.2516503316551
"5574" "2" "9" "national" "DEB" "beech" 0 0 0 0 0 25.2516503316551
"7445" "3" "9" "national" "DEB" "beech" 46.3594093238062 0 37.0863902551831 0 0 0
"7446" "3" "9" "national" "DEB" "beech" 46.3594093238062 0 37.0863902551831 0 0 0
"9317" "4" "9" "national" "DEB" "beech" 49.4311684848678 0 0 0 107.888459346058 0
"9318" "4" "9" "national" "DEB" "beech" 49.4311684848678 0 0 0 107.888459346058 0
"11189" "5" "9" "national" "DEB" "beech" 0 64.0971246179399 41.8868076055053 20.8256155089651 126.110382512075 0
"11190" "5" "9" "national" "DEB" "beech" 0 64.0971246179399 41.8868076055053 20.8256155089651 126.110382512075 0
"13061" "6" "9" "national" "DEB" "beech" 16.1396812311331 16.1396812311331 57.3113250097812 57.3113250097812 120.023411295863 219.601254856147
"13062" "6" "9" "national" "DEB" "beech" 16.1396812311331 16.1396812311331 57.3113250097812 57.3113250097812 120.023411295863 219.601254856147
"14933" "7" "9" "national" "DEB" "beech" 57.6715251333015 57.6715251333015 57.6715251333015 57.6715251333015 57.6715251333015 57.6715251333015
"14934" "7" "9" "national" "DEB" "beech" 57.6715251333015 57.6715251333015 57.6715251333015 57.6715251333015 57.6715251333015 57.6715251333015
"16805" "8" "9" "national" "DEB" "beech" 10.601399749569 56.9608090733752 56.9608090733752 94.0471993285583 94.0471993285583 94.0471993285583
"16806" "8" "9" "national" "DEB" "beech" 10.601399749569 56.9608090733752 56.9608090733752 94.0471993285583 94.0471993285583 94.0471993285583
"18677" "9" "9" "national" "DEB" "beech" 0 49.4311684848678 49.4311684848678 49.4311684848678 49.4311684848678 157.319627830926
"18678" "9" "9" "national" "DEB" "beech" 0 49.4311684848678 49.4311684848678 49.4311684848678 49.4311684848678 157.319627830926
"3701" "10" "9" "national" "DEB" "beech" 0 0 64.0971246179399 105.983932223445 126.80954773241 252.919930244485
"3702" "10" "9" "national" "DEB" "beech" 0 0 64.0971246179399 105.983932223445 126.80954773241 252.919930244485
"165" "1" "10" "national" "DEB" "beech" 0 391.693826199748 367.257272472859 391.689846922355 228.191112499821 255.929229810837
"166" "1" "10" "national" "DEB" "beech" 0 0 0 0 0 0
"3909" "2" "10" "national" "DEB" "beech" 0 0 0 0 0 0
"3910" "2" "10" "national" "DEB" "beech" 0 0 0 0 0 0
"5781" "3" "10" "national" "DEB" "beech" 0 0 0 0 0 0
"5782" "3" "10" "national" "DEB" "beech" 0 0 0 0 0 0
"7653" "4" "10" "national" "DEB" "beech" 0 0 0 0 0 0
"7654" "4" "10" "national" "DEB" "beech" 0 0 0 0 0 0
"9525" "5" "10" "national" "DEB" "beech" 0 0 0 0 0 0
"9526" "5" "10" "national" "DEB" "beech" 0 219.735148661512 0 10.7565710463424 2.19033616690862 13.4747241925112
"11397" "6" "10" "national" "DEB" "beech" 99.577837624981 0 391.693826199748 367.257272472859 391.689846922355 228.191112499821
"11398" "6" "10" "national" "DEB" "beech" 99.577837624981 0 0 0 0 0
"13269" "7" "10" "national" "DEB" "beech" 0 15.7298324494615 1.89944777507561 0.841530933167535 8.26713689850335 11.9173967310446
"13270" "7" "10" "national" "DEB" "beech" 0 4.64398883990943 0 18.2673353922752 17.1276934247432 18.2671498116255
"15141" "8" "10" "national" "DEB" "beech" 0 0 0 0 0 0
"15142" "8" "10" "national" "DEB" "beech" 0 0 0 0 0 0
"17013" "9" "10" "national" "DEB" "beech" 0 0 0 0 0 0
"17014" "9" "10" "national" "DEB" "beech" 0 0 0 0 0 0
"2037" "10" "10" "national" "DEB" "beech" 0 0 0 0 0 0
"2038" "10" "10" "national" "DEB" "beech" 0 0 219.735148661512 0 10.7565710463424 2.19033616690862
"269" "1" "11" "national" "DEB" "beech" 0 10.6275898451773 8.53376230048528 48.0111580366428 77.33779506334 100.837608530285
"270" "1" "11" "national" "DEB" "beech" 0 21.2098683997995 1.59447628954981 84.1859346906341 84.9365776579081 94.5078843866133
"4013" "2" "11" "national" "DEB" "beech" 0 59.4680202048458 33.4446820774681 95.2359678050532 112.618836785444 135.194615060496
"4014" "2" "11" "national" "DEB" "beech" 0 38.3914554698722 8.04834442430642 0.603001942229747 31.9444163694016 32.2216313186612
"5885" "3" "11" "national" "DEB" "beech" 0 0 4.61683101043627 0 18.1605088695134 17.0275314748909
"5886" "3" "11" "national" "DEB" "beech" 0 0 0 0 0 0
"7757" "4" "11" "national" "DEB" "beech" 49.2591604654623 0 0 0 0 0
"7758" "4" "11" "national" "DEB" "beech" 49.2591604654623 0 0 0 0 0
"9629" "5" "11" "national" "DEB" "beech" 66.3324127661877 0 0 0 0 0
"9630" "5" "11" "national" "DEB" "beech" 66.3324127661877 0 0 219.735148661512 0 10.7565710463424
"11501" "6" "11" "national" "DEB" "beech" 0 21.0765647349736 9.33775670072438 91.7334228930083 132.237267573322 155.780697542067
"11502" "6" "11" "national" "DEB" "beech" 0 6.93179057094915 9.88073907582579 1.25418906549347 39.6038413611136 41.8676162535106
"13373" "7" "11" "national" "DEB" "beech" 0 0 7.89271501246333 5.61292924924365 11.8036004541866 19.016056271397
"13374" "7" "11" "national" "DEB" "beech" 0 0 16.4934151386559 9.02033304987499 25.2649598692854 30.4656972881302
"15245" "8" "11" "national" "DEB" "beech" 0 0 10.9596653213537 4.2967536149625 27.0474922848093 29.5633397565951
"15246" "8" "11" "national" "DEB" "beech" 0 0 37.667088385535 12.4262098605023 0.591624547093336 49.1595492910109
"17117" "9" "11" "national" "DEB" "beech" 0 0.929418121989855 0 0 0 0
"17118" "9" "11" "national" "DEB" "beech" 0 49.2591604654623 0 0 0 0
"2141" "10" "11" "national" "DEB" "beech" 0 66.3324127661877 0 0 0 0
"2142" "10" "11" "national" "DEB" "beech" 0 114.66215510966 0 0 219.735148661512 0
"373" "1" "12" "national" "DEB" "beech" 0 10.5382823674868 7.77305199753875 45.9579331402471 72.8525062771007 92.7010672671641
"374" "1" "12" "national" "DEB" "beech" 0 0 9.67410384454141 6.40150750150861 19.8595423442865 30.7693743610387
"4117" "2" "12" "national" "DEB" "beech" 0 0 0.810006988065968 1.84460362151586 0.846569172216449 5.85757414274821
"4118" "2" "12" "national" "DEB" "beech" 0 0 4.47342370599737 30.3487431623348 19.1913497127162 63.929677659878
"5989" "3" "12" "national" "DEB" "beech" 60.5405670224463 0 0 10.9596653213537 4.2967536149625 27.0474922848093
"5990" "3" "12" "national" "DEB" "beech" 60.5405670224463 0 0 37.667088385535 12.4262098605023 0.591624547093336
"7861" "4" "12" "national" "DEB" "beech" 144.023067541309 0 0.929418121989855 0 0 0
"7862" "4" "12" "national" "DEB" "beech" 144.023067541309 0 49.2591604654623 0 0 0
"9733" "5" "12" "national" "DEB" "beech" 0 0 66.3324127661877 0 0 0
"9734" "5" "12" "national" "DEB" "beech" 0 0 114.66215510966 0 0 219.735148661512
"11605" "6" "12" "national" "DEB" "beech" 84.9435730369001 0 0.0222796667388727 0.0164335137368684 0.0971626493451312 0.154022212002327
"11606" "6" "12" "national" "DEB" "beech" 84.9435730369001 12.9532721346593 9.73435804720031 10.6122974221202 15.5835148600946 28.5093238060189
"13477" "7" "12" "national" "DEB" "beech" 210.659225322286 39.9322460576751 12.2188881201966 51.0131176576974 77.7348205645458 101.209125554406
"13478" "7" "12" "national" "DEB" "beech" 210.659225322286 0 0 1.84199799658715 12.4965413021379 7.90232046994196
"15349" "8" "12" "national" "DEB" "beech" 99.577843560283 60.5405670224463 0 0.804906687584303 16.4203388315316 7.74986844216402
"15350" "8" "12" "national" "DEB" "beech" 99.577843560283 60.5405670224463 0 0 37.667088385535 12.4262098605023
"17221" "9" "12" "national" "DEB" "beech" 35.2700216568968 2.71741636870394 0 0.0175361909809407 0 0
"17222" "9" "12" "national" "DEB" "beech" 35.2700216568968 144.023067541309 0 49.3246664738284 0.149174787432075 0.0684628257468979
"2245" "10" "12" "national" "DEB" "beech" 151.312493845646 141.305651172605 0 67.2442946971966 0 0
"2246" "10" "12" "national" "DEB" "beech" 151.312493845646 0 0 114.66215510966 0 0
"477" "1" "13" "national" "DEB" "beech" 0 84.9435730369001 0 0.0222796667388727 0.0164335137368684 0.0971626493451312
"478" "1" "13" "national" "DEB" "beech" 0 42.693690781191 4.52035009977845 14.3022533360284 4.42501657749534 6.80756003031966
"4221" "2" "13" "national" "DEB" "beech" 0 223.612497456945 41.9075250928724 14.1783331738067 52.945747969196 81.0863539958097
"4222" "2" "13" "national" "DEB" "beech" 0 3.97470236457143 0 0 0.0347546791808897 0.235783798153545
"6093" "3" "13" "national" "DEB" "beech" 0 1.87882723698647 1.14227484948012 0 0.0151869186336661 0.309817713802482
"6094" "3" "13" "national" "DEB" "beech" 0 128.562324561279 78.1623275658881 0 0.789719768950637 27.7851157635382
"7965" "4" "13" "national" "DEB" "beech" 0 35.2700216568968 2.71741636870394 0 0.0175361909809407 0
"7966" "4" "13" "national" "DEB" "beech" 0 35.2700216568968 144.023067541309 0 49.3246664738284 0.149174787432076
"9837" "5" "13" "national" "DEB" "beech" 136.747055019475 151.312493845646 141.305651172605 0 67.2442946971966 0
"9838" "5" "13" "national" "DEB" "beech" 136.747055019475 220.027029167947 41.7765316295243 0 114.66215510966 25.9924937397259
"11709" "6" "13" "national" "DEB" "beech" 138.593183221954 0 0.64243038431269 0 0.000168501681218365 0.000124287078682198
"11710" "6" "13" "national" "DEB" "beech" 138.593183221954 0 114.231107051969 4.06831508980061 12.8919112008093 3.9971807950303
"13581" "7" "13" "national" "DEB" "beech" 48.6697285921974 0 3.79719335304247 0.71163721855821 0.240764148234453 0.899078739099554
"13582" "7" "13" "national" "DEB" "beech" 48.6697285921974 0 201.031286486323 37.005135365027 12.5197357081916 46.7833736444396
"15453" "8" "13" "national" "DEB" "beech" 0 10.8982932924155 26.6362833585468 46.043665582522 28.846734621323 3.54938519478733
"15454" "8" "13" "national" "DEB" "beech" 0 0 115.706092105151 70.3460948092993 0 0.710747792055573
"17325" "9" "13" "national" "DEB" "beech" 0 0 31.7430194912071 2.44567473183355 0 0.0157825718828466
"17326" "9" "13" "national" "DEB" "beech" 0 0 31.7430194912071 129.620760787178 0 44.3921998264456
