"vol" "age" "owner" "nuts" "species" "step0.nomgmt" "step0.finalfell" "step1.nomgmt" "step1.finalfell" "step2.nomgmt" "step2.finalfell" "step3.nomgmt" "step3.finalfell" "step4.nomgmt" "step4.finalfell" "step5.nomgmt" "step5.finalfell"
"821" "1" "16" "private" "DEB" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"4565" "2" "16" "private" "DEB" "beech" 0 0 0 0 87.8276527852332 37.6404226222428 0 0 39.5224437533549 16.9381901800093 0 0
"6437" "3" "16" "private" "DEB" "beech" 0 0 21.1941851502081 9.08322220723203 0 0 58.9794489513353 25.2769066934294 67.2289849211928 28.8124221090826 0 0
"8309" "4" "16" "private" "DEB" "beech" 0 0 57.4716593733594 24.6307111600112 164.73257945041 70.5996769073184 34.4268417704401 14.7543607587601 159.242901797483 68.246957913207 134.936547593337 57.829948968573
"10181" "5" "16" "private" "DEB" "beech" 139.408976829685 59.7467043555792 146.379430033616 62.7340414429783 15.2326250118088 6.52826786220378 50.0317878889856 21.4421948095652 161.777527828299 69.3332262121282 129.167072080411 55.3573166058905
"12053" "6" "16" "private" "DEB" "beech" 0 0 74.170379280077 31.7873054057473 72.2253087572411 30.9537037531033 44.586969649006 19.1087012781454 201.296821393264 86.2700663113989 179.773529361454 77.0457982977661
"13925" "7" "16" "private" "DEB" "beech" 69.7044988016209 29.8733566292661 62.6071137634465 26.8316201843342 92.3411730333915 39.5747884428821 143.118129246955 61.3363411058377 112.58265530044 48.2497094144742 206.167109228747 88.3573325266057
"15797" "8" "16" "private" "DEB" "beech" 26.0308415255259 11.1560749395111 63.2496207690167 27.1069803295786 32.3056193835994 13.845265450114 111.788973021125 47.9095598661966 142.618704539819 61.1223019456368 74.2709357184241 31.8304010221818
"17669" "9" "16" "private" "DEB" "beech" 7.44774084013267 3.19188893148543 0 0 0 0 54.1004461246777 23.1859054820047 87.6523718037869 37.5653022016229 0 0
"2693" "10" "16" "private" "DEB" "beech" 0 0 7.16515845620258 3.07078219551539 111.779177506368 47.9053617884435 140.067048263122 60.0287349699094 98.7305628716666 42.3130983735714 184.809517754073 79.2040790374599
"925" "1" "17" "private" "DEB" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"4669" "2" "17" "private" "DEB" "beech" 0 0 0 0 0 0 4.39138263926166 83.4362701459716 0 0 1.97612218766775 37.5463215656872
"6541" "3" "17" "private" "DEB" "beech" 0 0 0 0 1.0597092575104 20.1344758926977 0 0 2.94897244756677 56.0304765037686 3.36144924605964 63.8675356751331
"8413" "4" "17" "private" "DEB" "beech" 0 0 0 0 2.87358296866797 54.5980764046914 8.23662897252049 156.495950477889 1.72134208852201 32.7054996819181 7.96214508987415 151.280756707609
"10285" "5" "17" "private" "DEB" "beech" 1.01037580635372 19.1971403207208 6.97044884148424 132.438527988201 7.3189715016808 139.060458531935 0.761631250590441 14.4709937612184 2.50158939444928 47.5301984945363 8.08887639141495 153.688651436884
"12157" "6" "17" "private" "DEB" "beech" 0 0 0 0 3.70851896400385 70.4618603160731 3.61126543786205 68.614043319379 2.2293484824503 42.3576211665557 10.0648410696632 191.231980323601
"14029" "7" "17" "private" "DEB" "beech" 0 0 3.48522494008105 66.2192738615398 3.13035568817232 59.4767580752741 4.61705865166957 87.7241143817219 7.15590646234773 135.962222784607 5.62913276502199 106.953522535418
"15901" "8" "17" "private" "DEB" "beech" 0.671436082954645 12.7572855761383 1.3015420762763 24.7292994492496 3.16248103845084 60.0871397305659 1.61528096917997 30.6903384144194 5.58944865105627 106.199524370069 7.13093522699096 135.487769312828
"17773" "9" "17" "private" "DEB" "beech" 0 0 0.372387042006634 7.07535379812604 0 0 0 0 2.70502230623388 51.3954238184438 4.38261859018934 83.2697532135975
"2797" "10" "17" "private" "DEB" "beech" 0 0 0 0 0.358257922810129 6.80690053339245 5.5889588753184 106.19021863105 7.00335241315609 133.063695849966 4.93652814358333 93.7940347280832
"1029" "1" "18" "private" "DEB" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"4773" "2" "18" "private" "DEB" "beech" 0 0 0 0 0 0 0 0 0.219569131963083 4.17181350729858 0.0109784565981542 0.208590675364929
"6645" "3" "18" "private" "DEB" "beech" 0 0 0 0 0 0 0.0529854628755202 1.00672379463488 0.00264927314377601 0.0503361897317442 0.147581086035527 2.80404063467502
"8517" "4" "18" "private" "DEB" "beech" 0 0 0 0 0 0 0.143679148433399 2.72990382023457 0.419015406047694 7.96129271490619 0.107017874728485 2.03333961984122
"10389" "5" "18" "private" "DEB" "beech" 2.89723368331586 55.0474399830013 0.195380474483479 3.71222901518611 0.358291465798386 6.80753785016933 0.383863148373959 7.29339981910523 0.05727471994822 1.08821967901618 0.127943205719875 2.43092090867762
"12261" "6" "18" "private" "DEB" "beech" 6.24132557013435 118.585185832553 0.312066278506718 5.92925929162763 0.0156033139253359 0.296462964581382 0.186206113896459 3.53791616403273 0.189873577587926 3.60759797417059 0.120961103001911 2.29826095703631
"14133" "7" "18" "private" "DEB" "beech" 1.42322918091345 27.0413544373556 0.0711614590456728 1.35206772186778 0.177819319956336 3.37856707917038 0.165408750406433 3.14276625772223 0.2391233701038 4.54334403197221 0.369751491622577 7.02527834082896
"16005" "8" "18" "private" "DEB" "beech" 0 0 0.0335718041477323 0.637864278806913 0.0667556940212014 1.26835818640283 0.161461836623602 3.06777489584843 0.0888371402901785 1.68790566551339 0.283914289567322 5.39437150177913
"17877" "9" "18" "private" "DEB" "beech" 0 0 0 0 0.0186193521003317 0.353767689906302 0.000930967605016584 0.0176883844953151 4.65483802508292e-05 0.000884419224765755 0.135253442730707 2.56981541188343
"2901" "10" "18" "private" "DEB" "beech" 0.31009332106169 5.8917731001721 0.0155046660530845 0.294588655008605 0.000775233302654224 0.0147294327504303 0.0179516578056392 0.341081498307144 0.280345526656202 5.32656500646784 0.364184896990615 6.91951304282168
"17" "1" "1" "communal" "DEC" "beech" 1342.16874625356 0 85.1775225282999 0 152.27994477632 0 227.290469729052 0 288.127485170049 0 287.674453563118 0
"3761" "2" "1" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"5633" "3" "1" "communal" "DEC" "beech" 100.792501106033 0 0 0 0 0 0 0 0 0 0 0
"7505" "4" "1" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"9377" "5" "1" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"11249" "6" "1" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"13121" "7" "1" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"14993" "8" "1" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"16865" "9" "1" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"1889" "10" "1" "communal" "DEC" "beech" 0 0 0 0 111.276371354723 0 303.549376321261 0 32.6669717000564 0 75.4300638735739 0
"1057" "1" "2" "communal" "DEC" "beech" 395.41389329085 0 1342.16874625356 0 85.1775225282999 0 152.27994477632 0 227.290469729052 0 288.127485170049 0
"4801" "2" "2" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"6673" "3" "2" "communal" "DEC" "beech" 124.1575301768 0 100.792501106033 0 25.7201325527397 0 62.1824771798629 0 28.1850447072923 0 27.0560152810394 0
"8545" "4" "2" "communal" "DEC" "beech" 0 0 18.4408273104253 0 62.5944168656369 0 3.97240463809112 0 7.10184495817818 0 10.6000936555253 0
"10417" "5" "2" "communal" "DEC" "beech" 252.40786032475 0 0 0 0 0 0 0 0 0 0 0
"12289" "6" "2" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"14161" "7" "2" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"16033" "8" "2" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"17905" "9" "2" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"2929" "10" "2" "communal" "DEC" "beech" 0 0 0 0 0 0 111.276371354723 0 303.549376321261 0 32.6669717000564 0
"1161" "1" "3" "communal" "DEC" "beech" 395.413822585344 0 101.525766205241 0 234.681331866312 0 250.167552950161 0 188.439473079275 0 161.301110956348 0
"4905" "2" "3" "communal" "DEC" "beech" 248.943361259882 0 143.017627653698 0 299.314445536058 0 53.2382651187427 0 69.7645350620929 0 76.3800281331875 0
"6777" "3" "3" "communal" "DEC" "beech" 0 0 280.246689155634 0 477.7757755326 0 213.407562752298 0 196.805985688489 0 162.981232664816 0
"8649" "4" "3" "communal" "DEC" "beech" 119.1815182756 0 94.1458529855554 0 54.1945075535085 0 113.561330442346 0 20.1569743359318 0 26.4252099714569 0
"10521" "5" "3" "communal" "DEC" "beech" 42.0015862151522 0 252.40786032475 0 18.3329862150427 0 62.2283676442004 0 3.94917420161105 0 7.06031370111281 0
"12393" "6" "3" "communal" "DEC" "beech" 136.233058318542 0 0 0 0 0 0 0 0 0 0 0
"14265" "7" "3" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"16137" "8" "3" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"18009" "9" "3" "communal" "DEC" "beech" 18.704344574769 0 0 0 0 0 0 0 0 0 0 0
"3033" "10" "3" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 111.276371354723 0 303.549376321261 0
"1265" "1" "4" "communal" "DEC" "beech" 0 0 285.394547748669 0 689.986333322709 0 312.74559223284 0 300.217708022302 0 324.395494937778 0
"5009" "2" "4" "communal" "DEC" "beech" 0 0 133.86764443182 0 68.6000753189221 0 145.037644819822 0 39.5776527704021 0 42.6478251279783 0
"6881" "3" "4" "communal" "DEC" "beech" 0 0 0 0 49.0206562600072 0 68.5736597888233 0 48.7406588207668 0 31.8343514347967 0
"8753" "4" "4" "communal" "DEC" "beech" 721.705777996962 0 2.24870789199245 0 76.0889420630869 0 127.713642401619 0 58.7316383082346 0 52.5670760260887 0
"10625" "5" "4" "communal" "DEC" "beech" 330.600536801357 0 47.8654092515541 0 64.5536734095777 0 112.773524275222 0 36.1785050447864 0 36.2639054618043 0
"12497" "6" "4" "communal" "DEC" "beech" 313.132647389173 0 294.374972158525 0 340.014964002564 0 71.1590504898993 0 172.472911330196 0 23.6513155462685 0
"14369" "7" "4" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"16241" "8" "4" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"18113" "9" "4" "communal" "DEC" "beech" 0 0 18.704344574769 0 0 0 0 0 0 0 0 0
"3137" "10" "4" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 111.276371354723 0
"1369" "1" "5" "communal" "DEC" "beech" 0 0 71.5088138268491 0 226.356164979673 0 225.390742631668 0 155.611215661933 0 138.927221394024 0
"5113" "2" "5" "communal" "DEC" "beech" 0 0 0 0 74.4118471392102 0 129.83664101315 0 76.7720632630423 0 58.537044619391 0
"6985" "3" "5" "communal" "DEC" "beech" 0 0 0 0 15.6429606976508 0 14.9526807889325 0 26.6438653981827 0 13.6936657274292 0
"8857" "4" "5" "communal" "DEC" "beech" 275.439589534631 0 751.368099080923 0 80.8597294004144 0 181.554367706754 0 294.140474073497 0 147.077706847864 0
"10729" "5" "5" "communal" "DEC" "beech" 0 0 330.600536801357 0 47.8654092515541 0 64.5536734095777 0 112.773524275222 0 36.1785050447864 0
"12601" "6" "5" "communal" "DEC" "beech" 95.9859938700612 0 313.132647389173 0 294.374972158525 0 340.014964002564 0 71.1590504898993 0 172.472911330196 0
"14473" "7" "5" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"16345" "8" "5" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"18217" "9" "5" "communal" "DEC" "beech" 0 0 0 0 18.704344574769 0 0 0 0 0 0 0
"3241" "10" "5" "communal" "DEC" "beech" 12.519940231517 0 0 0 0 0 0 0 0 0 0 0
"1473" "1" "6" "communal" "DEC" "beech" 0 0 0 0 0.151181424581076 0 0.478554259999309 0 0.476513197952787 0 0.32898777095546 0
"5217" "2" "6" "communal" "DEC" "beech" 0 0 0 0 48.390888419208 0 102.493856903379 0 112.073655776135 0 76.9729840450253 0
"7089" "3" "6" "communal" "DEC" "beech" 0 0 71.5088138268491 0 225.861547045967 0 255.78044695485 0 214.146090695928 0 194.444106572863 0
"8961" "4" "6" "communal" "DEC" "beech" 0 0 113.416301573083 0 309.386864327439 0 33.2951826942883 0 74.7576808204282 0 121.116665794969 0
"10833" "5" "6" "communal" "DEC" "beech" 0 0 49.560064552944 0 465.794796843599 0 62.4145647146045 0 97.2208952806891 0 165.698453866301 0
"12705" "6" "6" "communal" "DEC" "beech" 0 0 95.9859938700612 0 313.132647389173 0 294.374972158525 0 340.014964002564 0 71.1590504898993 0
"14577" "7" "6" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"16449" "8" "6" "communal" "DEC" "beech" 0 0 0 0 0 0 1.26506058519105 0 1.20923701559018 0 2.15471384246579 0
"18321" "9" "6" "communal" "DEC" "beech" 0 0 0 0 0 0 18.704344574769 0 0 0 0 0
"3345" "10" "6" "communal" "DEC" "beech" 0 0 12.519940231517 0 0 0 0 0 0 0 0 0
"1577" "1" "7" "communal" "DEC" "beech" 0 0 0 0 0 0 0.151181424581076 0 0.478554259999309 0 0.476513197952787 0
"5321" "2" "7" "communal" "DEC" "beech" 0 0 0 0 0 0 19.757857284287 0 38.5116887858913 0 46.0831961931342 0
"7193" "3" "7" "communal" "DEC" "beech" 0 0 0 0 71.5088138268491 0 236.89464227757 0 277.78536785461 0 235.006234587721 0
"9065" "4" "7" "communal" "DEC" "beech" 0 0 0 0 2.13993021836006 0 5.83748800617809 0 0.628210994231855 0 1.41052227963072 0
"10937" "5" "7" "communal" "DEC" "beech" 0 0 0 0 0.935095557602717 0 8.78858107252074 0 1.17763329650197 0 1.83435651472998 0
"12809" "6" "7" "communal" "DEC" "beech" 0 0 0 0 78.3750138790444 0 554.059024610998 0 152.475957876593 0 200.77129369073 0
"14681" "7" "7" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"16553" "8" "7" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 1.26506058519105 0 1.20923701559018 0
"18425" "9" "7" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 18.704344574769 0 0 0
"3449" "10" "7" "communal" "DEC" "beech" 0 0 0 0 78.755889217875 0 216.079838549254 0 203.135945700035 0 234.630209077793 0
"1681" "1" "8" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0.00127043213933678 0 0.00402146436974209 0
"5425" "2" "8" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 19.9077682767287 0 38.9862215815209 0
"7297" "3" "8" "communal" "DEC" "beech" 0 0 0 0 0 0 1.34922290239338 0 4.46971023165227 0 5.24123335574735 0
"9169" "4" "8" "communal" "DEC" "beech" 0 0 0 0 0 0 72.2995211428158 0 238.262420052096 0 273.172345493094 0
"11041" "5" "8" "communal" "DEC" "beech" 0 0 0 0 0 0 0.935095557602717 0 26.7769786774318 0 60.4582354147268 0
"12913" "6" "8" "communal" "DEC" "beech" 0 0 0 0 0 0 78.3750138790444 0 554.059024610998 0 152.475957876593 0
"14785" "7" "8" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"16657" "8" "8" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 1.26506058519105 0
"18529" "9" "8" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 18.704344574769 0
"3553" "10" "8" "communal" "DEC" "beech" 0 0 0 0 0 0 78.755889217875 0 216.079838549254 0 203.135945700035 0
"1785" "1" "9" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0.00127043213933678 0
"5529" "2" "9" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 8.93245940786821 0
"7401" "3" "9" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 1.34922290239338 0 9.19630310218343 0
"9273" "4" "9" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0.345930723171367 0 3.22291691197308 0
"11145" "5" "9" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 35.9822636048959 0 118.717794755031 0
"13017" "6" "9" "communal" "DEC" "beech" 83.8550915332482 0 0 0 0 0 0 0 1.03078524744235 0 13.4194595815794 0
"14889" "7" "9" "communal" "DEC" "beech" 32.4970369347357 0 0 0 0 0 0 0 0 0 0 0
"16761" "8" "9" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 39.4595632064139 0 292.868817190441 0
"18633" "9" "9" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 38.8142925877172 0 274.391135997827 0
"3657" "10" "9" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 78.755889217875 0 216.079838549254 0
"121" "1" "10" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"3865" "2" "10" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 17.9883976049111 0 59.2806021182248 0
"5737" "3" "10" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 1.34922290239338 0
"7609" "4" "10" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0.345930723171367 0
"9481" "5" "10" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 35.9822636048959 0
"11353" "6" "10" "communal" "DEC" "beech" 0 0 83.8550915332482 0 0 0 0 0 0 0 1.03078524744235 0
"13225" "7" "10" "communal" "DEC" "beech" 0 0 32.4970369347357 0 0 0 0 0 0 0 0 0
"15097" "8" "10" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 39.4595632064139 0
"16969" "9" "10" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 38.8142925877172 0
"1993" "10" "10" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 78.755889217875 0
"225" "1" "11" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"3969" "2" "11" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 17.9883976049111 0
"5841" "3" "11" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"7713" "4" "11" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"9585" "5" "11" "communal" "DEC" "beech" 131.853288268997 0 0 0 0 0 0 0 0 0 0 0
"11457" "6" "11" "communal" "DEC" "beech" 0 0 0 0 83.8550915332482 0 0 0 0 0 0 0
"13329" "7" "11" "communal" "DEC" "beech" 0 0 0 0 32.4970369347357 0 0 0 0 0 0 0
"15201" "8" "11" "communal" "DEC" "beech" 231.720277876304 0 0 0 0 0 0 0 0 0 0 0
"17073" "9" "11" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"2097" "10" "11" "communal" "DEC" "beech" 66.3778572100859 0 0 0 0 0 0 0 0 0 0 0
"329" "1" "12" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"4073" "2" "12" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"5945" "3" "12" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"7817" "4" "12" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"9689" "5" "12" "communal" "DEC" "beech" 0 0 131.853288268997 0 0 0 0 0 0 0 0 0
"11561" "6" "12" "communal" "DEC" "beech" 0 0 0 0 0 0 83.8550915332482 0 0 0 0 0
"13433" "7" "12" "communal" "DEC" "beech" 0 0 0 0 0 0 32.4970369347357 0 0 0 0 0
"15305" "8" "12" "communal" "DEC" "beech" 0 0 231.720277876304 0 0 0 0 0 0 0 0 0
"17177" "9" "12" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"2201" "10" "12" "communal" "DEC" "beech" 0 0 66.3778572100859 0 0 0 0 0 0 0 0 0
"433" "1" "13" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"4177" "2" "13" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"6049" "3" "13" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"7921" "4" "13" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"9793" "5" "13" "communal" "DEC" "beech" 284.345860055621 31.5939844506245 0 0 118.667959442097 13.1853288268997 0 0 0 0 0 0
"11665" "6" "13" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 75.4695823799234 8.38550915332482 0 0
"13537" "7" "13" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 29.2473332412621 3.24970369347357 0 0
"15409" "8" "13" "communal" "DEC" "beech" 0 0 0 0 208.548250088674 23.1720277876304 0 0 0 0 0 0
"17281" "9" "13" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"2305" "10" "13" "communal" "DEC" "beech" 104.150970194826 11.5723300216473 0 0 59.7400714890773 6.63778572100859 0 0 0 0 0 0
"537" "1" "14" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"4281" "2" "14" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"6153" "3" "14" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"8025" "4" "14" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"9897" "5" "14" "communal" "DEC" "beech" 187.620325485871 20.8467028317635 255.911274050058 28.4345860055621 0 0 106.801163497888 11.8667959442097 0 0 0 0
"11769" "6" "14" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 67.922624141931 7.54695823799234
"13641" "7" "14" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 26.3225999171359 2.92473332412621
"15513" "8" "14" "communal" "DEC" "beech" 0 0 0 0 0 0 187.693425079806 20.8548250088674 0 0 0 0
"17385" "9" "14" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"2409" "10" "14" "communal" "DEC" "beech" 190.480547018381 21.1645052242646 93.7358731753431 10.4150970194826 0 0 53.7660643401696 5.97400714890773 0 0 0 0
"641" "1" "15" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"4385" "2" "15" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"6257" "3" "15" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"8129" "4" "15" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"10001" "5" "15" "communal" "DEC" "beech" 0 0 131.33422784011 56.2860976457614 179.137891835041 76.7733822150175 0 0 74.7608144485213 32.0403490493663 0 0
"11873" "6" "15" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"13745" "7" "15" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"15617" "8" "15" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 131.385397555864 56.3080275239419 0 0
"17489" "9" "15" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"2513" "10" "15" "communal" "DEC" "beech" 0 0 133.336382912867 57.1441641055144 65.6151112227402 28.1207619526029 0 0 37.6362450381187 16.1298193020509 0 0
"745" "1" "16" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"4489" "2" "16" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"6361" "3" "16" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"8233" "4" "16" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"10105" "5" "16" "communal" "DEC" "beech" 0 0 0 0 91.933959488077 39.400268352033 125.396524284529 53.7413675505123 0 0 52.3325701139649 22.4282443345564
"11977" "6" "16" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"13849" "7" "16" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"15721" "8" "16" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 91.9697782891051 39.4156192667593
"17593" "9" "16" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"2617" "10" "16" "communal" "DEC" "beech" 0 0 0 0 93.3354680390069 40.0009148738601 45.9305778559181 19.6845333668221 0 0 26.3453715266831 11.2908735114356
"849" "1" "17" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"4593" "2" "17" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"6465" "3" "17" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"8337" "4" "17" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"10209" "5" "17" "communal" "DEC" "beech" 0 0 0 0 0 0 4.59669797440385 87.3372615136732 6.26982621422643 119.126698070302 0 0
"12081" "6" "17" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"13953" "7" "17" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"15825" "8" "17" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"17697" "9" "17" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"2721" "10" "17" "communal" "DEC" "beech" 0 0 0 0 0 0 4.66677340195034 88.6686946370565 2.29652889279591 43.6340489631222 0 0
"953" "1" "18" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"4697" "2" "18" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"6569" "3" "18" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"8441" "4" "18" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"10313" "5" "18" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0.229834898720193 4.36686307568366 0.324983055647331 6.17467805729929
"12185" "6" "18" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"14057" "7" "18" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"15929" "8" "18" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"17801" "9" "18" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"2825" "10" "18" "communal" "DEC" "beech" 0 0 0 0 0 0 0 0 0.233338670097517 4.43343473185283 0.126493378144671 2.40337418474875
"64" "1" "1" "national" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"65" "1" "1" "national" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"3808" "2" "1" "national" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"3809" "2" "1" "national" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"5680" "3" "1" "national" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"5681" "3" "1" "national" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"7552" "4" "1" "national" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"7553" "4" "1" "national" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"9424" "5" "1" "national" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"9425" "5" "1" "national" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"11296" "6" "1" "national" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
"11297" "6" "1" "national" "DEC" "beech" 0 0 0 0 0 0 0 0 0 0 0 0
