"vol" "age" "siteclass" "species" "step0.nomgmt" "step0.finalfell" "step0.thin" "step1.nomgmt" "step1.finalfell" "step1.thin" "step2.nomgmt" "step2.finalfell" "step2.thin" "step3.nomgmt" "step3.finalfell" "step3.thin" "step4.nomgmt" "step4.finalfell" "step4.thin" "step5.nomgmt" "step5.finalfell" "step5.thin" "step6.nomgmt" "step6.finalfell" "step6.thin"
"1815" "5" "10" "I" "manty" 644.890619086962 3.77166828220768 56.952191061336 373.354509479542 2.1835786096825 32.9720370062057 165.295676510228 0.966738299220972 14.5977483182367 49.6761801172378 0.290533103419444 4.38704986163361 56.5077961025139 0.330488079604971 4.99037000203506 10.9135427576752 0.0638282862974789 0.963807123091932 7.93750449817186 0.0464228088757461 0.700984414023766
"2115" "6" "10" "I" "manty" 2173.88430498764 22.8720264732836 258.64805092562 904.939985604628 9.52111906783356 107.669466560055 647.069852274163 6.80799744371056 76.9881615684201 277.799964291865 2.92280878194983 33.0525498281779 200.973355573939 2.11449519119551 23.9117447915318 85.9428727291635 0.904228277347375 10.2254551777875 60.1109374381962 0.632443478829998 7.15197987861167
"2415" "7" "10" "I" "manty" 7677.53713411118 0 1821.8936425802 4409.4446834352 0 1046.36931033088 3916.68142298287 0 929.435684894352 2406.57336826148 0 571.084273960465 1624.38546259604 0 385.469649408087 1030.63512662498 0 244.571605739978 735.29191963023 0 174.486121058663
"2715" "8" "10" "I" "manty" 13423.2043421056 0 6838.54694631143 14001.6692603677 0 7133.25001418632 16251.8963068989 0 8279.64419141667 16791.6209316258 0 8554.61074114708 14405.4988399254 0 7338.98386638224 12640.5791563638 0 6439.83297774936 9709.12869287655 0 4946.38468444865
"3015" "9" "10" "I" "manty" 7022.62935829947 74.0602824832532 9606.16635077798 14814.2359147726 156.230158341617 20264.2069367925 22593.7198572907 238.272189746267 30905.665151687 27759.508556843 292.75032760862 37971.8825254151 27903.229600085 294.266002225379 38168.4767323781 27624.2584969185 291.323987539562 37786.8756699627 22353.4237391313 235.738039432684 30576.9671147108
"315" "10" "10" "I" "manty" 2281.61414260986 143.844496272823 10867.928411483 5747.49100187118 362.350904369421 27376.8116998649 8587.23189395457 541.382534012032 40903.2446518544 11609.0302808905 731.891989002362 55296.8653477665 13170.0347514891 830.305606607323 62732.3403124618 14589.5960967348 919.801934150971 69494.0844600463 12727.8963123975 802.430963009067 60626.3186086708
"615" "11" "10" "I" "manty" 0 0 7945.27426170627 0 0 17340.38619207 0 0 28860.261942644 0 0 42241.7729376617 0 0 50110.3566608582 0 0 58561.8716704739 0 0 53164.6023997984
"27" "1" "11" "I" "manty" 347.515000712364 0 0 0 0 0 0 0 0 0 0 0 8.62977158266992e-06 0 0 0.00125280209385332 0 0 7.87108582395594e-06 0 0
"927" "2" "11" "I" "manty" 0 0 0 0 0 0 0 0 0 0 0 0 6.17526268292315e-05 3.77428086793522e-06 1.88714043396761e-06 0.00553357383850003 0.000338208476988564 0.000169104238494282 3.86421710923014e-05 2.3617846646827e-06 1.18089233234135e-06
"1227" "3" "11" "I" "manty" 0 0 0 0 0 0 0.174540567172794 0.00484468063077686 0 0.0734930261995285 0.00203992828884041 0 0.0207995879432678 0.000577329170341988 0 0.243811516114443 0.00676741773452937 0 0.00396374874715518 0.000110020822618262 0
"1527" "4" "11" "I" "manty" 337.672990544362 2.86149694180734 8.32286824788535 8.38878540391228 0.0710879592118856 0.206764407079141 10.6786499014183 0.0904926508521721 0.263204338764317 3.94947035269383 0.0334684669856869 0.0973454268326549 1.09518574333155 0.00928078568025861 0.026993828064295 3.50657222828116 0.0297152748026344 0.0864289992830909 0.220754388901323 0.00187070931469331 0.0054410916638794
"1827" "5" "11" "I" "manty" 288.56036696094 3.21130730134057 18.6307204394574 124.42068249402 1.38464284038323 8.03314390276733 84.005747956274 0.934876381700315 5.42377881607254 37.5771123990172 0.418185132910486 2.42614286709347 12.0403631556402 0.133993820841423 0.777378550993598 15.17963854945 0.168929935246991 0.980063912328943 2.90139060696232 0.032288761406518 0.187326478176054
"2127" "6" "11" "I" "manty" 4120.69389054746 45.0703002732048 843.65124942538 638.95535735949 6.98860691482693 130.816677938617 338.455833791742 3.70187800001448 69.2938360960795 197.089425556757 2.15567567658765 40.3511506887006 81.8530286775985 0.895271689370859 16.7581994070258 69.509335033279 0.760261908540958 14.2310103359224 26.2823995899568 0.287465090318158 5.38093336727283
"2427" "7" "11" "I" "manty" 5276.21295734942 0 945.656342656216 3186.63293532277 0 571.140640335152 1793.2197289914 0 321.39900800154 1570.42661784725 0 281.467769373253 1063.11033679767 0 190.541405561679 810.25338905886 0 145.221821544354 576.602641936925 0 103.344567390985
"2727" "8" "11" "I" "manty" 9878.00761138874 48.3448552488646 3478.3573978203 8862.94457342634 43.3769429360428 3120.92175226768 8016.55886244205 39.2345696668558 2822.88270279202 9183.07118598437 44.9437036993757 3233.64840877952 9067.94827129438 44.3802701745728 3193.11000693532 7973.70949534532 39.0248566830949 2807.79409192063 7104.94539265954 34.7729592922354 2501.87490634987
"3027" "9" "11" "I" "manty" 11549.5376098439 0 8240.14202629841 13020.6374681213 0 9289.71406775761 18491.8237856745 0 13193.1908849206 25131.7389901593 0 17930.5099167146 29004.0054315805 0 20693.2201237261 27895.6575217712 0 19902.4573676834 26839.0215200741 0 19148.589029555
"327" "10" "11" "I" "manty" 3189.24934851154 103.632823685306 7497.12358797916 5319.25055920943 172.845988225346 12504.2210501454 11405.8814355775 370.627558594746 26812.3603418689 16991.8295615097 552.139730893273 39943.5203358966 22083.1696516941 717.579899481616 51911.9811595572 24013.0473070409 780.290164166347 56448.638444936 25718.7505603672 835.716010563063 60458.3180582827
"627" "11" "11" "I" "manty" 511.240519127774 144.279311659472 6527.36307089637 968.562698963067 273.34210469829 12366.3132254178 2121.39039125544 598.686398984071 27085.2657032343 3344.76354526687 943.939621214158 42704.9211269556 4661.05898244274 1315.41682716851 59510.9799300995 5353.36794454132 1510.79621665368 68350.169673046 6061.49800192582 1710.64054319323 77391.3583367483
"39" "1" "12" "I" "manty" 0 0 0 69.5030001424728 0 0 0 0 0 0 0 0 0 0 0 2.10338240332751e-06 0 0 0.00028438126646952 0 0
"939" "2" "12" "I" "manty" 0 0 0 127.332297949571 7.78246822358329 3.89123411179164 0 0 0 0 0 0 0 0 0 2.27090316208656e-05 1.38796141924438e-06 6.93980709622192e-07 0.00221061966572272 0.000135111653366446 6.75558266832228e-05
"1239" "3" "12" "I" "manty" 339.028346847353 9.41032845177831 0 136.987152538226 3.80231951412305 0 0.0431100629884779 0.00119659567133803 0 0.0912691441163327 0.002533335727334 0 0.0356195564561196 0.000988683479348308 0 0.00999698697657329 0.00027748396808855 0 0.071920637836505 0.00199628388244371 0
"1539" "4" "12" "I" "manty" 0 0 0 33.3324006600254 0.282464293036872 0.821567572318673 1.42624569115862 0.0120862426009762 0.0351536999079821 1.54472714513719 0.0130902740980586 0.0380739972337818 0.610076073669012 0.00516988585986524 0.0150369823009795 0.177712895092212 0.00150596855557296 0.00438021711306648 0.561076297121358 0.00475465362433963 0.0138292496845078
"1839" "5" "12" "I" "manty" 335.594812163804 3.7347404355759 21.6674701110371 270.278330626997 3.00785165224753 17.4503521456792 23.3473806407685 0.25982644362601 1.50740909534065 17.6922745466087 0.196892355756316 1.14229069115584 7.92922496143557 0.0882421182118774 0.511945473018027 2.64586532582099 0.0294450922996051 0.170828647485388 4.21612103682627 0.0469200272077853 0.272211229848686
"2139" "6" "12" "I" "manty" 1343.98626397257 14.6999185305315 275.161349260128 1017.86215296836 11.1329193794882 208.392251378923 224.760467872299 2.45832911777018 46.0163881565844 132.008251924836 1.44384700995171 27.0267410365811 75.0379810867731 0.820731757637694 15.3629190082361 33.1233113613281 0.362287912849449 6.78150907525376 30.5483477564852 0.334124116667193 6.25432328563861
"2439" "7" "12" "I" "manty" 4950.70472244813 0 887.315458880389 2904.94605212671 0 520.653863192018 865.726398383034 0 155.164256305362 523.312308246985 0 93.7933338711243 439.173247919415 0 78.7130790165378 313.580755534907 0 56.2031200794223 258.966927205779 0 46.4146764412179
"2739" "8" "12" "I" "manty" 12434.5851481808 60.8572338388758 4378.60881875957 7423.27058514847 36.3309035618067 2613.96722615431 5356.20118989094 26.2142712777955 1886.08702949276 4641.43459076659 22.7160670719646 1634.39521211527 5271.9259906492 25.8018123621217 1856.41107921334 5193.69299321535 25.4189251357277 1828.86277837341 4661.06472123776 22.8121406784529 1641.30759892756
"3039" "9" "12" "I" "manty" 8680.45342062071 0 6193.16300399919 8614.62054663844 0 6146.19383086529 8263.19642889298 0 5895.46650830815 9739.10889825248 0 6948.47215898817 12505.3287198304 0 8922.06149007415 13862.2047378517 0 9890.13930221477 13176.9035208826 0 9401.20376649186
"339" "10" "12" "I" "manty" 4443.43250197346 144.386784071772 10445.3929378981 5041.76721608313 163.829326550009 11851.9274569854 6652.26885230111 216.161651141992 15637.8119978113 11603.5342980935 377.050174707083 27276.9925408193 16718.6424044185 543.262671312739 39301.3259962421 20962.0334783076 681.14922420751 49276.4718179139 22067.9258162593 717.084559814731 51876.146734048
"639" "11" "12" "I" "manty" 701.301181052078 197.917120968419 8953.99965281558 1126.59601567477 317.941343806584 14384.0344288059 1769.90425718292 499.492036283022 22597.5979115823 3525.30809699275 994.891849514295 45010.0589153251 5326.3260145799 1503.16460121085 68004.9065563879 7071.83450302366 1995.77180620723 90291.026730983 7821.538209763 2207.34880511462 99863.0150738347
"51" "1" "13" "I" "manty" 0 0 0 0 0 0 10.4848906077521 0 0 0 0 0 0 0 0 0 0 0 3.99623301849957e-07 0 0
"951" "2" "13" "I" "manty" 350.155163565171 0 0 0 0 0 53.5152258809692 0 0 0 0 0 0 0 0 0 0 0 3.66295062747852e-06 0 0
"1251" "3" "13" "I" "manty" 605.714102949219 9.56764762308093 0 83.4391117540834 1.31797495775473 0 79.499094008766 1.25573981871415 0 0.019261689824282 0.00030425089983296 0 0.0318329630135489 0.000502822323979699 0 0.0124672070572663 0.000196927632008449 0 0.00354653896590616 5.60198861840943e-05 0
"1551" "4" "13" "I" "manty" 644.000244492801 2.38934263514109 12.6526553179062 167.122358593765 0.620050349496232 3.2834484416505 125.219349644802 0.464583567179546 2.46018116256441 0.238240848540077 0.00088391118127186 0.00468071148264416 0.246383128387256 0.000914120325682103 0.00484068263372567 0.101244071384053 0.000375631497630419 0.0019891395215429 0.0307932055414953 0.000114247656739484 0.000604993273188633
"1851" "5" "13" "I" "manty" 0 0 0 179.095409975 1.39992139397856 15.1245526809259 145.23915198149 1.135279771439 12.265402032267 11.7262936697649 0.0916600229043883 0.990281919481495 7.88297054500592 0.0616182129714942 0.665714455254729 3.99570278354658 0.0312329043577798 0.337435879878265 1.57537459413121 0.0123141101056829 0.133039903392587
"2151" "6" "13" "I" "manty" 1829.62924330977 35.2577479854857 317.134748931358 360.018976612829 6.93772161426833 62.4030951495364 286.226238323454 5.5157035855998 49.6123936366857 49.9633331280611 0.962815069985083 8.6602841342205 31.0754144485111 0.598836696110146 5.38638841453953 18.6658235504099 0.359698504540395 3.23539935038853 9.44225351869736 0.181956315026461 1.63665218510685
"2451" "7" "13" "I" "manty" 5431.61321416132 33.2349284751051 1201.2663375841 2223.93080842066 13.6077769968486 491.848942834647 1465.90672403495 8.969582921968 324.202834809782 480.880504281048 2.94240928702079 106.352484872671 336.534441979088 2.05918530417881 74.4286238079549 305.995384390496 1.87232306737451 67.674545338768 253.75165397056 1.5526543841825 56.1202184327829
"2751" "8" "13" "I" "manty" 9013.30714376843 47.9389565291771 2101.79425096549 7414.24354973388 39.4340383122481 1728.91195423896 4691.25489785068 24.9513148756768 1093.94392278457 2703.11865947032 14.3770411728559 630.334589460898 2382.56491711489 12.6721162574028 555.585332383388 2703.48544133076 14.3789919706466 630.420118556194 2696.06869369406 14.3395446138804 628.69062267915
"3051" "9" "13" "I" "manty" 13210.7675849109 0 6903.37103121283 11116.0713645618 0 5808.7741341131 8411.44549270526 0 4395.45459957155 7238.86801121626 0 3782.71674270324 8212.81933092602 0 4291.66122931849 10452.5461037808 0 5462.04476851706 11615.2130230167 0 6069.6037977418
"351" "10" "13" "I" "manty" 5424.62340858462 164.168710509541 9618.21668707334 6657.78387970903 201.48860336615 11804.6918997928 7172.1886276824 217.056350248105 12716.7655974872 8613.62977817924 260.679569249441 15272.5362534193 13932.6887233343 421.653517554948 24703.5801531405 19823.1001410048 599.918656712684 35147.6698389807 24666.6249178338 746.501222365937 43735.560153915
"651" "11" "13" "I" "manty" 870.650803943005 0 12911.5661776228 1010.93244519199 0 14991.9130701875 1340.4346166538 0 19878.3601661212 1907.63567799324 0 28289.8312247081 3550.50577518052 0 52653.2452191662 5261.5027776721 0 78026.9667242008 6841.02186808208 0 101450.898767089
"63" "1" "14" "I" "manty" 0 0 0 0 0 0 0 0 0 2.09697812155041 0 0 0 0 0 0 0 0 0 0 0
"963" "2" "14" "I" "manty" 662.2261044897 0 0 38.906129285019 0 0 0 0 0 14.3340486951982 0 0 0 0 0 0 0 0 0 0 0
"1263" "3" "14" "I" "manty" 0 0 0 191.251497918295 3.0209416134761 0 5.33587637955691 0.0842836326764566 0 28.4574949208584 0.449504613336063 0 0.0014731310205229 2.32690611599881e-05 0 0.0022564605924902 3.5642260464463e-05 0 0.000889471875258947 1.40497859166275e-05 0
"1563" "4" "14" "I" "manty" 344.075178459793 1.27657326315961 6.7600356890043 539.508330984575 2.0016611301918 10.5997055303338 77.2491335425873 0.286606487931349 1.51771162927282 79.99625704315 0.296798750061718 1.57168429009955 0.17832467994347 0.000661612731253529 0.00350354014504709 0.143936038865236 0.000534025440727729 0.00282790744749002 0.0672836567925503 0.000249632995014241 0.00132192017814359
"1863" "5" "14" "I" "manty" 0 0 0 552.21903943704 4.31648833199084 46.634729245946 146.431881555947 1.14460288948399 12.3661276805987 126.319103973956 0.987388879179135 10.6676097557617 4.03942858900704 0.0315746925171838 0.341128510796584 2.68899611927515 0.0210188703117745 0.227084901117564 1.43526589646298 0.0112189331640985 0.121207766660357
"2163" "6" "14" "I" "manty" 1141.28106008213 21.9929803505939 197.821435010798 479.912572679019 9.24812313995038 83.1845871517888 192.098002646779 3.70181171436851 33.2968835420429 151.012421253587 2.910074765533 26.1754049214574 14.6235648972704 0.281802429471807 2.53474336351766 9.68187395936137 0.186573904704804 1.67818626561342 6.26777763410351 0.120782789770305 1.08641141018998
"2463" "7" "14" "I" "manty" 3255.58836266422 19.92027821411 720.012371076562 1812.16197842732 11.088247885787 400.781332746403 552.576651891934 3.38110332575976 122.208946896673 396.176765003893 2.42412445975978 87.6192381098382 102.129247562663 0.624907942471289 22.5871066923465 70.4442664614387 0.431034034460177 15.5795935092181 59.4099824843902 0.363517511414117 13.1392294077366
"2763" "8" "14" "I" "manty" 6737.9536451442 35.8370642138273 1571.20932513957 7538.17267629258 40.0931785053019 1757.81072819324 4513.7661546943 24.0073078639469 1052.55569379971 3004.88751021643 15.9820551357695 700.703436932954 1630.48256357264 8.67202587129525 380.208820553259 1505.31848563483 8.00631735880726 351.022070868491 1733.77877467953 9.22142605203862 404.296248085458
"3063" "9" "14" "I" "manty" 10278.8848488352 0 5371.29696988007 10064.6911538416 0 5259.36868565406 8565.25576113996 0 4475.82913834006 6606.01580780375 0 3452.01577926587 5635.50716851416 0 2944.87028730627 7099.7562751211 0 3710.02301594674 9394.18183008278 0 4908.98975331394
"363" "10" "14" "I" "manty" 5567.1677358365 168.482617048815 9870.9572229144 7656.22397729172 231.705009371731 13574.9923398963 7865.6047362078 238.041627899455 13946.2382970205 7822.28310745206 236.730558836348 13869.4261791599 8995.26328970903 272.229178642772 15949.1977527472 14287.679645161 432.396825889802 25333.0025758418 20303.826259493 614.46716654206 36000.029095374
"663" "11" "14" "I" "manty" 991.116283112078 0 14698.0436027471 1272.19459024255 0 18866.3750935969 1407.89072725391 0 20878.7199339568 1618.14809611174 0 23996.7919785081 2093.12337776221 0 31040.5743468139 3658.33178961037 0 54252.2820714556 5335.31745884361 0 79121.6227407229
"75" "1" "15" "I" "manty" 254.98354812597 0 0 0 0 0 0 0 0 0 0 0 2.09697812155041 0 0 0 0 0 0 0 0
"975" "2" "15" "I" "manty" 306.767674916747 17.5655321650442 0 104.393443690894 5.9775737240561 0 6.13316930457766 0.351185576258836 0 0 0 0 2.25962204627646 0.129386069589907 0 0 0 0 0 0 0
"1275" "3" "15" "I" "manty" 0 0 0 552.1930888592 0 0 42.5143345766139 0 0 0.342679400441487 0 0 13.4464995398798 0 0 0.000248833558278499 0 0 0.000254218401999011 0 0
"1575" "4" "15" "I" "manty" 0 0 0 26.1730171239898 0.401708296500457 0 185.18016451479 2.84217933608913 0 10.5787797690836 0.162365063987864 0 27.7622755549867 0.426100528163714 0 0.0356511474063663 0.000547180389064558 0 0.0265939164420086 0.000408168336901552 0
"1875" "5" "15" "I" "manty" 272.121813783385 0 28.9787244189156 200.357113838625 0 21.3363769209645 395.973219742048 0 42.1678756753757 68.7364118805973 0 7.31985984415971 67.9455014756941 0 7.23563442193028 1.08972302753427 0 0.116046497224216 0.737249812030001 0 0.0785110125266231
"2175" "6" "15" "I" "manty" 818.724469946988 0 126.137810286809 405.403178009849 0 62.4589480766182 508.975329726145 0 78.4159212754682 149.957794321943 0 23.103435289328 124.8828529411 0 19.2402330583572 9.54354624212689 0 1.47033839776492 6.42596717570567 0 0.990024676520179
"2475" "7" "15" "I" "manty" 1378.98985709072 37.2684814665255 263.933704461056 1583.53418890754 42.7964819809603 303.082754720802 1094.29858906606 29.5744355738003 209.444818548591 392.006385608374 10.5943366020307 75.0286138755848 290.394101991159 7.8481702765228 55.5803878455402 79.5387991828172 2.14960991045165 15.2234404109354 66.0798724091414 1.78586991595867 12.6474501792592
"2775" "8" "15" "I" "manty" 7838.31885584255 368.538936167443 2353.37326564861 3091.82287639298 145.370089510291 928.287485268663 2566.27911497175 120.660283452931 770.498466883012 1392.24851959724 65.4601832012245 418.008058286219 982.136837509422 46.1777164113175 294.876314565912 556.243551302179 26.1532364805629 167.006309248092 582.10863855708 27.369350792332 174.77203120695
"3075" "9" "15" "I" "manty" 11027.6463404778 1445.36174218984 3395.05425271062 9562.97734090418 1253.39180848017 2944.13022393002 10127.5561388518 1327.38952021397 3117.94570456676 7681.86038860219 1006.83924490528 2364.9953921104 6023.75615416607 789.516313880537 1854.51893514452 5065.44740587371 663.913555211764 1559.48678677415 6688.65113141914 876.662177378923 2059.21851023364
"375" "10" "15" "I" "manty" 7187.56087790464 2208.80254417296 6787.0008310339 10058.902223479 3091.19174087395 9498.32341036715 12047.8633298238 3702.41749973476 11376.4404671776 11796.8750838359 3625.28653893832 11139.4397011269 11529.0211852071 3542.97261035974 10886.5131988724 13042.9427978387 4008.21443111967 12316.0645331279 20822.0026881533 6398.78997807906 19661.6003605224
"675" "11" "15" "I" "manty" 4210.51911645554 4004.47110376568 8670.92624830088 4371.59300019416 4157.66259753702 9002.63350999376 5583.48301791433 5310.24697553832 11498.3374063697 5889.69357195445 5601.47266087708 12128.9316530878 6339.98745630543 6029.73074455107 13056.2436906959 7804.94009747205 7422.99375029542 16073.091722371 13195.1324801698 12549.4090552143 27173.3763480516
"87" "1" "16" "I" "manty" 295.81726453702 0 0 254.98354812597 0 0 0 0 0 0 0 0 0 0 0 2.09697812155041 0 0 0 0 0
"987" "2" "16" "I" "manty" 304.578368156242 17.4401723521786 0 41.450496111944 2.37345744759122 0 14.1056584041855 0.807690694513655 0 0.828714793637511 0.0474522498735835 0 0 0 0 0.30532048355181 0.0174826659162562 0 0 0 0
"1287" "3" "16" "I" "manty" 695.033431464141 0 0 175.295814238141 0 0 102.129787845504 0 0 6.77500160301468 0 0 0.0263599538801144 0 0 2.32555871632455 0 0 1.91410429445e-05 0 0
"1587" "4" "16" "I" "manty" 775.773919706935 11.9067212724709 0 92.4388650222511 1.4187687580156 0 457.745632704573 7.02556443810735 0 81.9158460394669 1.25725952086535 0 4.0370607595747 0.0619615534928584 0 18.2091423445503 0.279477276819531 0 0.0322037790216139 0.000494269542955834 0
"1887" "5" "16" "I" "manty" 0 0 0 45.271780782436 0 4.82107053825567 110.316928194324 0 11.7478412202169 84.7328216034498 0 9.02334528917297 11.9355377307055 0 1.27103613591599 15.4798138543715 0 1.64847225404365 0.286582417842809 0 0.0305186592523012
