"vol" "age" "siteclass" "species" "step0.nomgmt" "step0.finalfell" "step0.thin" "step1.nomgmt" "step1.finalfell" "step1.thin" "step2.nomgmt" "step2.finalfell" "step2.thin" "step3.nomgmt" "step3.finalfell" "step3.thin" "step4.nomgmt" "step4.finalfell" "step4.thin"
"8579" "9" "6" "SE11" "PA" 0 0 0 0 0 0 0 0 0 107.864846695435 0 0 138.378039573755 0 0
"899" "10" "6" "SE11" "PA" 0 0 0 0 0 0 0 0 0 179.774744492392 0 0 230.630065956258 0 0
"1411" "11" "6" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1923" "12" "6" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2435" "13" "6" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2947" "14" "6" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3459" "15" "6" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3971" "16" "6" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4483" "17" "6" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"419" "1" "7" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5027" "2" "7" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5539" "3" "7" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6051" "4" "7" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 59.4255405405405 0 0
"6563" "5" "7" "SE11" "PA" 0 0 0 0 0 0 0 0 0 61.9364788732394 0 0 59.0070508184241 0 0
"7075" "6" "7" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 50.9361776061776 0 0
"7587" "7" "7" "SE11" "PA" 0 0 0 0 0 0 58.7091608391608 0 0 61.0702344134738 0 0 58.1817773804041 0 0
"8099" "8" "7" "SE11" "PA" 0 0 0 58.7091608391608 0 0 58.298607266859 0 0 60.6431698371558 0 0 57.9006284088575 0 0
"8611" "9" "7" "SE11" "PA" 6035.3 0 0 8336.70083916084 0 0 8278.40223189398 0 0 8611.33011687613 0 0 8237.2984978714 0 0
"931" "10" "7" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 108.798741472019 0 0
"1443" "11" "7" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 163.431585902174 0 0
"1955" "12" "7" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2467" "13" "7" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2979" "14" "7" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3491" "15" "7" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4003" "16" "7" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4515" "17" "7" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"451" "1" "8" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5059" "2" "8" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5571" "3" "8" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6083" "4" "8" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6595" "5" "8" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 61.9364788732394 0 0
"7107" "6" "8" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7619" "7" "8" "SE11" "PA" 0 0 0 0 0 0 0 0 0 58.7091608391608 0 0 61.0702344134738 0 0
"8131" "8" "8" "SE11" "PA" 0 0 0 0 0 0 58.7091608391608 0 0 58.298607266859 0 0 60.6431698371558 0 0
"8643" "9" "8" "SE11" "PA" 0 0 0 42.5021126760563 0 0 58.7091608391608 0 0 58.298607266859 0 0 60.6431698371558 0 0
"963" "10" "8" "SE11" "PA" 6035.3 0 0 5992.79788732394 0 0 8277.99167832168 0 0 8220.10362462712 0 0 8550.68694703897 0 0
"1475" "11" "8" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1987" "12" "8" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2499" "13" "8" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3011" "14" "8" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3523" "15" "8" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4035" "16" "8" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4547" "17" "8" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"483" "1" "9" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5091" "2" "9" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5603" "3" "9" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6115" "4" "9" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6627" "5" "9" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7139" "6" "9" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7651" "7" "9" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 49.3156951048951 0 9.39346573426573
"8163" "8" "9" "SE11" "PA" 0 0 0 0 0 0 0 0 0 48.1415118881119 0 10.5676489510489 47.8048579588244 0 10.4937493080346
"8675" "9" "9" "SE11" "PA" 0 0 0 0 0 0 34.0016901408451 0 8.50042253521127 46.9673286713287 0 11.7418321678322 46.6388858134872 0 11.6597214533718
"995" "10" "9" "SE11" "PA" 3788.1714 0 1068.4586 4574.92740845071 0 1290.36414084507 4542.70960979964 0 1281.27706943067 6274.95087503201 0 1769.85793911159 6231.07009968214 0 1757.48131016676
"1507" "11" "9" "SE11" "PA" 0 0 0 129.206422535211 0 40.8020281690141 128.29651815116 0 40.5146899424717 177.218976775337 0 55.9638874027381 175.979683231454 0 55.5725315467749
"2019" "12" "9" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2531" "13" "9" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3043" "14" "9" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3555" "15" "9" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4067" "16" "9" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4579" "17" "9" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35" "1" "10" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4643" "2" "10" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5155" "3" "10" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5667" "4" "10" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6179" "5" "10" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6691" "6" "10" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7203" "7" "10" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 8.55979565034965 0 2.0078533006993
"7715" "8" "10" "SE11" "PA" 0 0 0 0 0 0 0 0 0 6.7153338028169 0 1.78508873239437 47.3078418041958 0 12.5755022517483
"8227" "9" "10" "SE11" "PA" 0 0 0 822.713122 0 245.745478 993.580388450704 0 296.783752394366 1012.76464487007 0 302.514114701448 1398.95545619285 0 417.869811590072
"547" "10" "10" "SE11" "PA" 0 0 0 20.5878880434783 0 6.86262934782609 25.0854860685854 0 8.36182868952848 24.9088277159898 0 8.30294257199659 34.4071454480149 0 11.4690484826716
"1059" "11" "10" "SE11" "PA" 3545.3399 0 1311.2901 0 0 0 8.57460804097311 0 3.17143037131882 8.51422347730429 0 3.14909635461939 11.7608957314542 0 4.34992033903101
"1571" "12" "10" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2083" "13" "10" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2595" "14" "10" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3107" "15" "10" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3619" "16" "10" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4131" "17" "10" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"67" "1" "11" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4675" "2" "11" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5187" "3" "11" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5699" "4" "11" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6211" "5" "11" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6723" "6" "11" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7235" "7" "11" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 1.39236921126761 0 0.392719521126761
"7747" "8" "11" "SE11" "PA" 0 0 0 0 0 0 186.76656328 0 58.97891472 225.555651819718 0 71.2281005746479 235.014380863241 0 74.2150676410236
"8259" "9" "11" "SE11" "PA" 0 0 0 0 0 0 613.886055997391 0 215.689695350435 741.437240683772 0 260.504976456461 755.590014707126 0 265.477572734936
"579" "10" "11" "SE11" "PA" 0 0 0 944.128872 0 367.161228 14.8232793913043 0 5.76460865217391 20.3449798367311 0 7.91193660317319 20.2017053308386 0 7.85621873977056
"1091" "11" "11" "SE11" "PA" 0 0 0 17.9836081884058 0 7.70726065217391 0 0 0 0.0434943886136317 0 0.018640452262985 0.0431880901022681 0 0.0185091814724006
"1603" "12" "11" "SE11" "PA" 2329.4828 0 1096.2272 2393.36134118841 0 1126.28768997101 0 0 0 5.78848177606562 0 2.72399142403088 5.74771781989614 0 2.70480838583348
"2115" "13" "11" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2627" "14" "11" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3139" "15" "11" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3651" "16" "11" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4163" "17" "11" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"99" "1" "12" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4707" "2" "12" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5219" "3" "12" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5731" "4" "12" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6243" "5" "12" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6755" "6" "12" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7267" "7" "12" "SE11" "PA" 0 0 0 0 0 0 0 0 0 44.23418604 0 14.74472868 53.4210754309859 0 17.807025143662
"7779" "8" "12" "SE11" "PA" 0 0 0 0 0 0 0 0 0 293.793068800217 0 108.663189830217 354.824258641611 0 131.236369634568
"8291" "9" "12" "SE11" "PA" 0 0 0 0 0 0 260.68447188 0 106.47675612 439.951971901191 0 179.698692748374 532.037915873731 0 217.311261413214
"611" "10" "12" "SE11" "PA" 0 0 0 0 0 0 656.76693153 0 295.069201122174 10.22806278 0 4.59521661130435 14.0508979994059 0 6.31272228958816
"1123" "11" "12" "SE11" "PA" 0 0 0 734.472224 0 361.754976 766.661769766812 0 377.609528392609 0 0 0 1.85421549447182 0 0.913270318172689
"1635" "12" "12" "SE11" "PA" 0 0 0 10.9722015942029 0 5.90810855072464 11.2730787809599 0 6.07011934359378 0 0 0 0.0272645880756714 0 0.0146809320407461
"2147" "13" "12" "SE11" "PA" 2158.1973 0 1267.5127 1456.9395686087 0 855.662921246377 1496.89143013023 0 879.126712933625 0 0 0 3.620317841248 0 2.1262184147012
"2659" "14" "12" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3171" "15" "12" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3683" "16" "12" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4195" "17" "12" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"131" "1" "13" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4739" "2" "13" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5251" "3" "13" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5763" "4" "13" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6275" "5" "13" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6787" "6" "13" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 10.9110992232 0 3.8336294568
"7299" "7" "13" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 110.086110626557 0 42.8112652436609
"7811" "8" "13" "SE11" "PA" 0 0 0 0 0 0 0 0 0 74.533729284 0 31.943026836 331.444233084014 0 142.047528464577
"8323" "9" "13" "SE11" "PA" 0 0 0 0 0 0 0 0 0 377.912497641478 0 177.841175360696 302.292088188497 0 142.255100323999
"643" "10" "13" "SE11" "PA" 0 0 0 0 0 0 238.75828416 0 122.99669184 682.688463548922 0 351.687996373687 6.7505214348 0 3.4775413452
"1155" "11" "13" "SE11" "PA" 0 0 0 0 0 0 473.843412832464 0 266.536919718261 494.548409030659 0 278.183480079746 0 0 0
"1667" "12" "13" "SE11" "PA" 0 0 0 785.857874 0 481.654826 537.313776161159 0 329.32134667942 552.047870863043 0 338.351920851542 0 0 0
"2179" "13" "13" "SE11" "PA" 0 0 0 8.99248875 0 5.9949925 6.07058153586957 0 4.04705435724638 6.23704762554261 0 4.15803175036174 0 0 0
"2691" "14" "13" "SE11" "PA" 1171.2346 0 848.1354 1243.061694875 0 900.148123875 839.156720975036 0 607.665211740543 862.167883437507 0 624.328467316815 0 0 0
"3203" "15" "13" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3715" "16" "13" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4227" "17" "13" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"163" "1" "14" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4771" "2" "14" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5283" "3" "14" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5795" "4" "14" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6307" "5" "14" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6819" "6" "14" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7331" "7" "14" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 22.04068851684 0 9.90233831916
"7843" "8" "14" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 169.091186111946 0 83.2837185327496
"8355" "9" "14" "SE11" "PA" 0 0 0 0 0 0 0 0 0 79.947849696 0 43.048842144 474.240321109858 0 255.360172905308
"675" "10" "14" "SE11" "PA" 0 0 0 0 0 0 0 0 0 318.335978443304 0 186.959225434957 605.349324486061 0 355.522619142607
"1187" "11" "14" "SE11" "PA" 0 0 0 0 0 0 293.80944386 0 187.84538214 489.930503302249 0 313.234256209635 508.069201228143 0 324.831128654059
"1699" "12" "14" "SE11" "PA" 0 0 0 0 0 0 467.193191235 0 324.659675265 319.402890005859 0 221.957940512546 328.161482541909 0 228.044420071496
"2211" "13" "14" "SE11" "PA" 0 0 0 483.437178 0 364.698222 518.21014919625 0 390.93046342875 349.829402167555 0 263.906391108858 359.422343517144 0 271.143171425214
"2723" "14" "14" "SE11" "PA" 1110.6535 0 908.7165 644.17903 0 527.05557 683.68393218125 0 559.37776269375 461.53619653627 0 377.620524438766 474.192335890629 0 387.975547546878
"3235" "15" "14" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3747" "16" "14" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4259" "17" "14" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"195" "1" "15" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4803" "2" "15" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5315" "3" "15" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5827" "4" "15" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6339" "5" "15" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6851" "6" "15" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7363" "7" "15" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7875" "8" "15" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 27.55125897216 0 15.49758317184
"8387" "9" "15" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 165.482386581193 0 101.424688549764
"707" "10" "15" "SE11" "PA" 0 0 0 0 0 0 0 0 0 112.707229284 0 75.138152856 378.942140791764 0 252.628093861176
"1219" "11" "15" "SE11" "PA" 0 0 0 0 0 0 0 0 0 358.7120890925 0 259.7570300325 412.895297412581 0 298.993146402214
"1731" "12" "15" "SE11" "PA" 0 0 0 0 0 0 204.23100432 0 160.46721768 480.5492466117 0 377.57440805205 326.653197424242 0 256.656083690475
"2243" "13" "15" "SE11" "PA" 0 0 0 490.70691 0 418.00959 545.66608392 0 464.82666408 581.8974724206 0 495.6904394694 392.822960367414 0 334.626966238908
"2755" "14" "15" "SE11" "PA" 477.6408 0 440.8992 577.53982 0 533.11368 334.9730956 0 309.2059344 355.51564473425 0 328.168287447 239.99882219886 0 221.53737433741
"3267" "15" "15" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3779" "16" "15" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4291" "17" "15" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"227" "1" "16" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4835" "2" "16" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5347" "3" "16" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5859" "4" "16" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6371" "5" "16" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6883" "6" "16" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7395" "7" "16" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7907" "8" "16" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"8419" "9" "16" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 49.59118088496 25.54697197104 0
"739" "10" "16" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 234.652483369395 137.811775947105 0
"1251" "11" "16" "SE11" "PA" 0 0 0 0 0 0 0 0 0 96.280330608 64.186887072 0 499.54009665153 333.02673110102 0
"1763" "12" "16" "SE11" "PA" 0 0 0 0 0 0 238.2654663 179.7441237 0 517.174186779 390.148947921 0 851.245907530257 642.167965329843 0
"2275" "13" "16" "SE11" "PA" 0 0 0 238.085568 202.813632 0 681.42932532 580.47683268 0 829.6027255656 706.6986180744 0 939.420982133928 800.247503299272 0
"2787" "14" "16" "SE11" "PA" 0 0 0 1.96449038709677 1.8874515483871 0 3.37725548612903 3.24481409451613 0 3.10011222337742 2.97853919500968 0 3.04325867597464 2.92391519848544 0
"3299" "15" "16" "SE11" "PA" 440.8992 477.6408 0 439.050267870968 475.637790193548 0 485.727604165161 526.204904512258 0 392.639665839794 425.35963799311 0 357.738359483021 387.54988943994 0
"3811" "16" "16" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4323" "17" "16" "SE11" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7" "1" "1" "SE12" "PA" 78373.86 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4615" "2" "1" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5127" "3" "1" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5639" "4" "1" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6151" "5" "1" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6663" "6" "1" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7175" "7" "1" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7687" "8" "1" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"8199" "9" "1" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"519" "10" "1" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1031" "11" "1" "SE12" "PA" 0 0 0 25949.0337042857 0 0 31626.5202771429 0 0 31406.8916641071 0 0 43387.3308320246 0 0
"1543" "12" "1" "SE12" "PA" 0 0 0 0 0 0 799.137696969697 0 0 793.58812962963 0 0 1096.30940536398 0 0
"2055" "13" "1" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2567" "14" "1" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3079" "15" "1" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3591" "16" "1" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4103" "17" "1" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"263" "1" "2" "SE12" "PA" 0 0 0 544.262916666667 0 0 0 0 0 0 0 0 0 0 0
"4871" "2" "2" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5383" "3" "2" "SE12" "PA" 78373.86 0 0 77829.5970833333 0 0 0 0 0 0 0 0 0 0 0
"5895" "4" "2" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6407" "5" "2" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6919" "6" "2" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7431" "7" "2" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7943" "8" "2" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"8455" "9" "2" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"775" "10" "2" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1287" "11" "2" "SE12" "PA" 0 0 0 0 0 0 25949.0337042857 0 0 31626.5202771429 0 0 31406.8916641071 0 0
"1799" "12" "2" "SE12" "PA" 0 0 0 0 0 0 0 0 0 799.137696969697 0 0 793.58812962963 0 0
"2311" "13" "2" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2823" "14" "2" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3335" "15" "2" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3847" "16" "2" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4359" "17" "2" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"295" "1" "3" "SE12" "PA" 0 0 0 0 0 0 544.262916666667 0 0 0 0 0 0 0 0
"4903" "2" "3" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5415" "3" "3" "SE12" "PA" 0 0 0 522.4924 0 0 518.863980555556 0 0 0 0 0 0 0 0
"5927" "4" "3" "SE12" "PA" 60679.13 0 0 77851.3676 0 0 77310.7331027778 0 0 0 0 0 0 0 0
"6439" "5" "3" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6951" "6" "3" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7463" "7" "3" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7975" "8" "3" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"8487" "9" "3" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"807" "10" "3" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1319" "11" "3" "SE12" "PA" 0 0 0 0 0 0 0 0 0 25949.0337042857 0 0 31626.5202771429 0 0
"1831" "12" "3" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 799.137696969697 0 0
"2343" "13" "3" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2855" "14" "3" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3367" "15" "3" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3879" "16" "3" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4391" "17" "3" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"327" "1" "4" "SE12" "PA" 0 0 0 0 0 0 0 0 0 544.262916666667 0 0 0 0 0
"4935" "2" "4" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5447" "3" "4" "SE12" "PA" 0 0 0 0 0 0 522.4924 0 0 518.863980555556 0 0 0 0 0
"5959" "4" "4" "SE12" "PA" 0 0 0 404.527533333333 0 0 519.009117333333 0 0 515.404887351852 0 0 0 0 0
"6471" "5" "4" "SE12" "PA" 60679.13 0 0 57847.4372666667 0 0 74218.3037786667 0 0 73702.8988913148 0 0 0 0 0
"6983" "6" "4" "SE12" "PA" 0 0 0 2427.1652 0 0 3114.054704 0 0 3092.42932411111 0 0 0 0 0
"7495" "7" "4" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"8007" "8" "4" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"8519" "9" "4" "SE12" "PA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
