"vol" "age" "siteclass" "species" "step0.nomgmt" "step0.finalfell" "step0.thin" "step1.nomgmt" "step1.finalfell" "step1.thin" "step2.nomgmt" "step2.finalfell" "step2.thin" "step3.nomgmt" "step3.finalfell" "step3.thin" "step4.nomgmt" "step4.finalfell" "step4.thin"
"8265" "9" "11" "SE21" "BT" 0 0 0 0 0 0 537.480149733333 0 188.844376933333 3197.22342079166 0 1123.34876946734 3212.32580483891 0 1128.65501251097
"585" "10" "11" "SE21" "BT" 0 0 0 797.243328 0 310.039072 10.2648728861538 0 3.99189501128205 36.0838626331418 0 14.0326132462218 35.8583384916847 0 13.9449094134329
"1097" "11" "11" "SE21" "BT" 0 0 0 12.7763353846154 0 5.47557230769231 0 0 0 0.0677940411272727 0 0.0290545890545455 0.0673703283702273 0 0.0288729978729545
"1609" "12" "11" "SE21" "BT" 180.3564 0 84.8736 1923.75107076923 0 905.294621538462 0 0 0 10.2078456211636 0 4.80369205701818 10.1440465860314 0 4.77366898166182
"2121" "13" "11" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2633" "14" "11" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3145" "15" "11" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3657" "16" "11" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4169" "17" "11" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"105" "1" "12" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4713" "2" "12" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5225" "3" "12" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5737" "4" "12" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6249" "5" "12" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6761" "6" "12" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 29.227876556736 0 8.243760054464
"7273" "7" "12" "SE21" "BT" 0 0 0 0 0 0 0 0 0 41.5477665792 0 13.1203473408 459.086674895846 0 144.974739440794
"7785" "8" "12" "SE21" "BT" 0 0 0 0 0 0 0 0 0 267.850452549867 0 94.1096184634667 1935.47416701067 0 680.03146408483
"8297" "9" "12" "SE21" "BT" 0 0 0 0 0 0 223.22813184 0 86.81094016 389.859872216123 0 151.612172528492 2312.10434450728 0 899.151689530607
"617" "10" "12" "SE21" "BT" 0 0 0 0 0 0 561.903230215385 0 240.815670092308 7.18541102030769 0 3.07946186584615 25.2790420555375 0 10.8338751666589
"1129" "11" "12" "SE21" "BT" 0 0 0 57.714048 0 27.159552 624.288250707692 0 293.782706215385 0 0 0 3.31261054673891 0 1.55887555140655
"1641" "12" "12" "SE21" "BT" 0 0 0 0.763046307692308 0 0.393084461538462 8.13894683786982 0 4.19279079526627 0 0 0 0.0431870391664615 0 0.0222478686615105
"2153" "13" "12" "SE21" "BT" 169.7472 0 95.4828 114.688172307692 0 64.5120969230769 1223.3083732071 0 688.110959928994 0 0 0 6.49114285653483 0 3.65126785680084
"2665" "14" "12" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3177" "15" "12" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3689" "16" "12" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4201" "17" "12" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"137" "1" "13" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4745" "2" "13" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5257" "3" "13" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5769" "4" "13" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6281" "5" "13" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6793" "6" "13" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 9.971463979008 0 3.148883361792
"7305" "7" "13" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 100.386464931573 0 35.2709201110933
"7817" "8" "13" "SE21" "BT" 0 0 0 0 0 0 0 0 0 62.5038769152 0 24.3070632448 302.013090056418 0 117.449535021941
"8329" "9" "13" "SE21" "BT" 0 0 0 0 0 0 0 0 0 324.830661352615 0 139.213140579692 275.057533857378 0 117.881800224591
"649" "10" "13" "SE21" "BT" 0 0 0 0 0 0 18.46849536 0 8.69105664 581.866436772923 0 273.819499657846 4.88607949380923 0 2.29933152649846
"1161" "11" "13" "SE21" "BT" 0 0 0 0 0 0 38.3507074246154 0 19.7564250369231 414.797487391953 0 213.683554111006 0 0 0
"1673" "12" "13" "SE21" "BT" 0 0 0 61.108992 0 34.373808 41.7760916676923 0 23.4990515630769 445.599940330793 0 250.649966436071 0 0 0
"2185" "13" "13" "SE21" "BT" 0 0 0 0.649649777777778 0 0.398172444444444 0.438930042165242 0 0.269021638746439 4.68179747770619 0 2.86948877665863 0 0 0
"2697" "14" "13" "SE21" "BT" 0 0 0 101.219626666667 0 67.4797511111111 68.3881323760684 0 45.5920882507123 729.454252171641 0 486.302834781094 0 0 0
"3209" "15" "13" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3721" "16" "13" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4233" "17" "13" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"169" "1" "14" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4777" "2" "14" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5289" "3" "14" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5801" "4" "14" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6313" "5" "14" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6825" "6" "14" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7337" "7" "14" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 16.771873638912 7.535189605888 0
"7849" "8" "14" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 133.133231546629 68.5837859482634 0
"8361" "9" "14" "SE21" "BT" 0 0 0 0 0 0 0 0 0 5.4753656832 3.2156909568 0 377.149601436591 221.500559573871 0
"681" "10" "14" "SE21" "BT" 0 0 0 0 0 0 0 0 0 22.9349522381539 15.2899681587692 0 477.329994530358 318.219996353572 0
"1193" "11" "14" "SE21" "BT" 0 0 0 0 0 0 19.59307056 14.78073744 0 35.2543626229846 26.5953963647077 0 379.305048681974 286.14240514605 0
"1705" "12" "14" "SE21" "BT" 0 0 0 0 0 0 33.2138688 28.2932956444444 0 22.7043611854769 19.3407521209618 0 242.173491718024 206.295937389428 0
"2217" "13" "14" "SE21" "BT" 0 0 0 0 0 0 34.7459944533333 33.3834064355556 0 23.4758193293675 22.55519896351 0 250.402162451988 240.582469806812 0
"2729" "14" "14" "SE21" "BT" 0 0 0 0 0 0 48.5854208 52.6342058666667 0 32.8263035405128 35.5618288355556 0 350.138041042388 379.316211129254 0
"3241" "15" "14" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3753" "16" "14" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4265" "17" "14" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"201" "1" "15" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4809" "2" "15" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5321" "3" "15" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5833" "4" "15" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6345" "5" "15" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6857" "6" "15" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7369" "7" "15" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7881" "8" "15" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"8393" "9" "15" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 2.901943812096 2.573421871104 0
"713" "10" "15" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 11.4674761190769 11.4674761190769 0
"1225" "11" "15" "SE21" "BT" 0 0 0 0 0 0 0 0 0 9.2087431632 10.3843273968 0 16.5695504328028 18.6848121901819 0
"1737" "12" "15" "SE21" "BT" 0 0 0 0 0 0 0 0 0 14.614102272 18.599766528 0 9.98991892160985 12.7144422638671 0
"2249" "13" "15" "SE21" "BT" 0 0 0 0 0 0 0 0 0 14.2458577258667 20.5001367274667 0 9.62508592504068 13.8507334043268 0
"2761" "14" "15" "SE21" "BT" 0 0 0 0 0 0 0 0 0 18.462459904 30.122960896 0 12.4739953453949 20.352308195118 0
"3273" "15" "15" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3785" "16" "15" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4297" "17" "15" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"233" "1" "16" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4841" "2" "16" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5353" "3" "16" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5865" "4" "16" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6377" "5" "16" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6889" "6" "16" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7401" "7" "16" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7913" "8" "16" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"8425" "9" "16" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"745" "10" "16" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1257" "11" "16" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 3.407234970384 5.801508192816 0
"1769" "12" "16" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 4.96879477248 9.64530749952 0
"2281" "13" "16" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 4.41621589501867 9.829641830848 0
"2793" "14" "16" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0.0416894255896774 0.107201380087742 0
"3305" "15" "16" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 4.57839227458065 13.7351768237419 0
"3817" "16" "16" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4329" "17" "16" "SE21" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"13" "1" "1" "SE22" "BT" 6372.54 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4621" "2" "1" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5133" "3" "1" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5645" "4" "1" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6157" "5" "1" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6669" "6" "1" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7181" "7" "1" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7693" "8" "1" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"8205" "9" "1" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"525" "10" "1" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1037" "11" "1" "SE22" "BT" 0 0 0 776.989030065359 0 0 2410.34175900087 0 0 2394.98926372061 0 0 4691.78709536133 0 0
"1549" "12" "1" "SE22" "BT" 0 0 0 0 0 0 55.6484970469021 0 0 55.2940480211257 0 0 108.321112284565 0 0
"2061" "13" "1" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2573" "14" "1" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3085" "15" "1" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3597" "16" "1" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4109" "17" "1" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"269" "1" "2" "SE22" "BT" 0 0 0 40.5894267515924 0 0 0 0 0 0 0 0 0 0 0
"4877" "2" "2" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5389" "3" "2" "SE22" "BT" 6372.54 0 0 6331.95057324841 0 0 0 0 0 0 0 0 0 0 0
"5901" "4" "2" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6413" "5" "2" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6925" "6" "2" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7437" "7" "2" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7949" "8" "2" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"8461" "9" "2" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"781" "10" "2" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1293" "11" "2" "SE22" "BT" 0 0 0 0 0 0 776.989030065359 0 0 2410.34175900087 0 0 2394.98926372061 0 0
"1805" "12" "2" "SE22" "BT" 0 0 0 0 0 0 0 0 0 55.6484970469021 0 0 55.2940480211257 0 0
"2317" "13" "2" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2829" "14" "2" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3341" "15" "2" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3853" "16" "2" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4365" "17" "2" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"301" "1" "3" "SE22" "BT" 0 0 0 0 0 0 40.5894267515924 0 0 0 0 0 0 0 0
"4909" "2" "3" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5421" "3" "3" "SE22" "BT" 0 0 0 39.0953374233129 0 0 38.8463225352663 0 0 0 0 0 0 0 0
"5933" "4" "3" "SE22" "BT" 8272.64 0 0 6333.44466257669 0 0 6293.10425071314 0 0 0 0 0 0 0 0
"6445" "5" "3" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6957" "6" "3" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7469" "7" "3" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7981" "8" "3" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"8493" "9" "3" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"813" "10" "3" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1325" "11" "3" "SE22" "BT" 0 0 0 0 0 0 0 0 0 776.989030065359 0 0 2410.34175900087 0 0
"1837" "12" "3" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 55.6484970469021 0 0
"2349" "13" "3" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2861" "14" "3" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3373" "15" "3" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3885" "16" "3" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4397" "17" "3" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"333" "1" "4" "SE22" "BT" 0 0 0 0 0 0 0 0 0 40.5894267515924 0 0 0 0 0
"4941" "2" "4" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5453" "3" "4" "SE22" "BT" 0 0 0 0 0 0 39.0953374233129 0 0 38.8463225352663 0 0 0 0 0
"5965" "4" "4" "SE22" "BT" 0 0 0 50.7523926380368 0 0 38.8554887274643 0 0 38.6080015381174 0 0 0 0 0
"6477" "5" "4" "SE22" "BT" 8272.64 0 0 7917.37325153374 0 0 6061.45624148444 0 0 6022.84823994632 0 0 0 0 0
"6989" "6" "4" "SE22" "BT" 0 0 0 304.514355828221 0 0 233.132932364786 0 0 231.648009228705 0 0 0 0 0
"7501" "7" "4" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"8013" "8" "4" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"8525" "9" "4" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"845" "10" "4" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1357" "11" "4" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 776.989030065359 0 0
"1869" "12" "4" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2381" "13" "4" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2893" "14" "4" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3405" "15" "4" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3917" "16" "4" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4429" "17" "4" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"365" "1" "5" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 40.5894267515924 0 0
"4973" "2" "5" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5485" "3" "5" "SE22" "BT" 0 0 0 0 0 0 0 0 0 39.0953374233129 0 0 38.8463225352663 0 0
"5997" "4" "5" "SE22" "BT" 0 0 0 0 0 0 50.7523926380368 0 0 38.8554887274643 0 0 38.6080015381174 0 0
"6509" "5" "5" "SE22" "BT" 0 0 0 52.691974522293 0 0 50.4291289906608 0 0 38.6080015381174 0 0 38.362090700295 0 0
"7021" "6" "5" "SE22" "BT" 0 0 0 0 0 0 43.502050832603 0 0 33.3047046235409 0 0 33.0925727469578 0 0
"7533" "7" "5" "SE22" "BT" 8206.38 0 0 8219.94802547771 0 0 7866.94412254308 0 0 6022.84823994632 0 0 5984.48614924602 0 0
"8045" "8" "5" "SE22" "BT" 0 0 0 0 0 0 261.012304995618 0 0 199.828227741245 0 0 198.555436481747 0 0
"8557" "9" "5" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"877" "10" "5" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1389" "11" "5" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1901" "12" "5" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2413" "13" "5" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2925" "14" "5" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3437" "15" "5" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3949" "16" "5" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4461" "17" "5" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"397" "1" "6" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5005" "2" "6" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5517" "3" "6" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 39.0953374233129 0 0
"6029" "4" "6" "SE22" "BT" 0 0 0 0 0 0 0 0 0 50.7523926380368 0 0 38.8554887274643 0 0
"6541" "5" "6" "SE22" "BT" 0 0 0 0 0 0 52.691974522293 0 0 50.4291289906608 0 0 38.6080015381174 0 0
"7053" "6" "6" "SE22" "BT" 0 0 0 0 0 0 0 0 0 43.502050832603 0 0 33.3047046235409 0 0
"7565" "7" "6" "SE22" "BT" 0 0 0 51.9391139240506 0 0 52.0249875030235 0 0 49.7907855857157 0 0 38.1192926578881 0 0
"8077" "8" "6" "SE22" "BT" 8206.38 0 0 8154.44088607595 0 0 8167.92303797468 0 0 7838.90436237367 0 0 6001.3812996002 0 0
"8589" "9" "6" "SE22" "BT" 0 0 0 0 0 0 0 0 0 130.506152497809 0 0 99.9141138706226 0 0
"909" "10" "6" "SE22" "BT" 0 0 0 0 0 0 0 0 0 108.755127081507 0 0 83.2617615588522 0 0
"1421" "11" "6" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1933" "12" "6" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2445" "13" "6" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2957" "14" "6" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3469" "15" "6" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3981" "16" "6" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4493" "17" "6" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"429" "1" "7" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5037" "2" "7" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5549" "3" "7" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6061" "4" "7" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 50.7523926380368 0 0
"6573" "5" "7" "SE22" "BT" 0 0 0 0 0 0 0 0 0 52.691974522293 0 0 50.4291289906608 0 0
"7085" "6" "7" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 43.502050832603 0 0
"7597" "7" "7" "SE22" "BT" 0 0 0 0 0 0 51.9391139240506 0 0 52.0249875030235 0 0 49.7907855857157 0 0
"8109" "8" "7" "SE22" "BT" 0 0 0 51.9391139240506 0 0 51.6103853549111 0 0 51.6957154302195 0 0 49.6133187492004 0 0
"8621" "9" "7" "SE22" "BT" 4162.55 0 0 8154.44088607595 0 0 8102.83050072104 0 0 8116.22732254446 0 0 7807.93477969558 0 0
"941" "10" "7" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 129.988270940278 0 0
"1453" "11" "7" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 90.6292725679229 0 0
"1965" "12" "7" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2477" "13" "7" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2989" "14" "7" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3501" "15" "7" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4013" "16" "7" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4525" "17" "7" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"461" "1" "8" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5069" "2" "8" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5581" "3" "8" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6093" "4" "8" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6605" "5" "8" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 46.3689375796178 0 6.32303694267516
"7117" "6" "8" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7629" "7" "8" "SE22" "BT" 0 0 0 0 0 0 0 0 0 43.6288556962025 0 8.3102582278481 43.7009895025397 0 8.32399800048375
"8141" "8" "8" "SE22" "BT" 0 0 0 0 0 0 42.5900734177215 0 9.34904050632911 42.3205159910271 0 9.28986936388399 42.39048665278 0 9.30522877743951
"8653" "9" "8" "SE22" "BT" 0 0 0 21.2104458598726 0 5.30261146496815 41.5512911392405 0 10.3878227848101 41.2883082839289 0 10.3220770709822 41.3565723441756 0 10.3391430860439
"973" "10" "8" "SE22" "BT" 3246.789 0 915.761 3226.10881528662 0 909.928127388535 6319.95138227848 0 1782.55038987342 6279.95168998558 0 1771.26842538055 6290.33465354911 0 1774.19695356513
"1485" "11" "8" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1997" "12" "8" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2509" "13" "8" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3021" "14" "8" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3533" "15" "8" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4045" "16" "8" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4557" "17" "8" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"493" "1" "9" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5101" "2" "9" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5613" "3" "9" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6125" "4" "9" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6637" "5" "9" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7149" "6" "9" "SE22" "BT" 0 0 0 0 0 0 0 0 0 0 0 0 6.9806169113924 0 1.3296413164557
"7661" "7" "9" "SE22" "BT" 0 0 0 0 0 0 0 0 0 7.66621321518987 0 1.68282729113924 43.3933545492709 0 9.52537051081557
"8173" "8" "9" "SE22" "BT" 0 0 0 0 0 0 4.24208917197452 0 1.06052229299363 42.3823169620253 0 10.5955792405063 42.1140744496074 0 10.5285186124019
"8685" "9" "9" "SE22" "BT" 0 0 0 714.29358 0 201.46742 726.288087133758 0 204.85048611465 1422.79931118987 0 401.302369822785 1413.79425225829 0 398.762481406185
"1005" "10" "9" "SE22" "BT" 782.1008 0 246.9792 2404.69187847134 0 759.376382675159 2389.37536969127 0 754.539590428821 4680.78946962638 0 1478.14404303991 4651.16421981862 0 1468.78870099535
