"vol" "age" "ownership" "step0.nomgmt" "step0.thin" "step0.finalfell" "step1.nomgmt" "step1.thin" "step1.finalfell" "step2.nomgmt" "step2.thin" "step2.finalfell" "step3.nomgmt" "step3.thin" "step3.finalfell" "step4.nomgmt" "step4.thin" "step4.finalfell" "step5.nomgmt" "step5.thin" "step5.finalfell"
"216" "6" "14" "pub" 0 0 0 170.11425 119.079975 51.034275 53.1740004896082 37.2218003427257 15.9522001468825 127.264676856794 89.0852737997558 38.1794030570382 156.154450855113 109.308115598579 46.8463352565338 86.7419609888166 60.7193726921716 26.022588296645
"250" "7" "14" "pub" 205.525 143.8675 61.6575 45.163 31.6141 13.5489 42.4227507487643 29.695925524135 12.7268252246293 86.5405162336909 60.5783613635836 25.9621548701073 114.005271943665 79.8036903605655 34.2015815830995 86.1001877422768 60.2701314195938 25.8300563226831
"284" "8" "14" "pub" 259.255 181.4785 77.7765 103.56225 72.493575 31.068675 121.203183685573 84.8422285799011 36.3609551056719 258.667769136171 181.06743839532 77.6003307408514 354.387829123993 248.071480386795 106.316348737198 281.281321044146 196.896924730902 84.3843963132437
"318" "9" "14" "pub" 317.455 222.2185 95.2365 90.11925 63.083475 27.035775 129.354528691211 90.5481700838478 38.8063586073633 424.46389399437 297.124725796059 127.339168198311 694.278202404563 485.994741683194 208.283460721369 617.96845340376 432.577917382632 185.390536021128
"46" "10" "14" "pub" 90.965 63.6755 27.2895 72.015 50.4105 21.6045 0 0 0 49.1320087980816 34.3924061586571 14.7396026394245 108.069166761149 75.6484167328043 32.4207500283447 91.2574356538866 63.8802049577206 27.377230696166
"14" "1" "15" "pub" 0 0 0 70.34825 49.243775 21.104475 94.555675 66.1889725 28.3667025 82.3993249449317 57.6795274614522 24.7197974834795 67.5252706247735 47.2676894373415 20.2575811874321 145.402457975323 101.781720582726 43.6207373925969
"82" "2" "15" "pub" 203.33 142.331 60.999 109.810555555556 76.8673888888889 32.9431666666667 109.672203703704 76.7705425925926 32.9016611111111 53.0220969603742 37.1154678722619 15.9066290881122 28.5087594947399 19.9561316463179 8.55262784842196 53.8470054679125 37.6929038275387 16.1541016403737
"116" "3" "15" "pub" 111.205 77.8435 33.3615 94.5637301587302 66.1946111111111 28.369119047619 125.583180650038 87.9082264550264 37.6749541950113 67.2320753165484 47.0624527215839 20.1696225949645 38.0798952715868 26.6559266901108 11.423968581476 66.2754462784567 46.3928123949197 19.882633883537
"150" "4" "15" "pub" 122.105 85.4735 36.6315 111.433839285714 78.0036875 33.4301517857143 132.994396003401 93.0960772023809 39.8983188010204 79.2688788412086 55.488215188846 23.7806636523626 56.8637599984738 39.8046319989317 17.0591279995421 86.780514080257 60.7463598561799 26.0341542240771
"184" "5" "15" "pub" 0 0 0 321.575625 225.1029375 96.4726875 309.266049107143 216.486234375 92.7798147321428 193.374392162272 135.36207451359 58.0123176486815 192.354449272483 134.648114490738 57.706334781745 261.402999520351 182.982099664246 78.4208998561053
"218" "6" "15" "pub" 0 0 0 153.427916666667 107.399541666667 46.028375 155.962849702381 109.173994791667 46.7888549107143 86.5659456762631 60.5961619733842 25.9697837028789 120.423046999672 84.2961328997704 36.1269140999016 154.891636188872 108.42414533221 46.4674908566616
"252" "7" "15" "pub" 359.91 251.937 107.973 241.457583333333 169.020308333333 72.437275 126.071070833333 88.2497495833333 37.82132125 91.2557983355804 63.8790588349063 27.3767395006741 196.418323387965 137.492826371575 58.9254970163894 259.691089903789 181.783762932653 77.9073269711368
"286" "8" "15" "pub" 0 0 0 48.14735 33.703145 14.444205 16.6645725 11.66520075 4.99937175 21.1751353769421 14.8225947638595 6.35254061308263 55.5792494932231 38.9054746452561 16.6737748479669 84.0382570807187 58.8267799565031 25.2114771242156
"320" "9" "15" "pub" 108.805 76.1635 32.6415 191.577325 134.1041275 57.4731975 68.4615825 47.92310775 20.53847475 74.688902926687 52.2822320486809 22.4066708780061 225.872574024703 158.110801817292 67.7617722074109 360.558168945779 252.390718262046 108.167450683734
"48" "10" "15" "pub" 90.965 63.6755 27.2895 237.059825 165.9418775 71.1179475 104.4690825 73.12835775 31.34072475 74.688902926687 52.2822320486809 22.4066708780061 250.438578423744 175.307004896621 75.1315735271231 414.592752326354 290.214926628448 124.377825697906
"16" "1" "16" "pub" 100.02 70.014 30.006 71.1655 49.81585 21.34965 98.2297069444444 68.7607948611111 29.4689120833333 118.757595046296 83.1303165324074 35.6272785138889 88.5971601393229 62.0180120975261 26.5791480417969 67.3745458542164 47.1621820979515 20.2123637562649
"84" "2" "16" "pub" 100.46 70.322 30.138 105.4400625 73.80804375 31.63201875 66.0019375 46.20135625 19.80058125 74.0926613095238 51.8648629166667 22.2277983928571 37.5317061307343 26.272194291514 11.2595118392203 20.686757319319 14.4807301235233 6.2060271957957
"118" "3" "16" "pub" 159.46 111.622 47.838 133.4859375 93.44015625 40.04578125 108.284354662698 75.7990482638889 32.4853063988095 134.037182696051 93.8260278872354 40.2111548088152 73.870713962942 51.7094997740594 22.1612141888826 45.8378494083656 32.0864945858559 13.7513548225097
"152" "4" "16" "pub" 112.1 78.47 33.63 36.6315 25.64205 10.98945 100.961033035714 70.672723125 30.2883099107143 104.84418911352 73.3909323794643 31.4532567340561 64.3892860064396 45.0725002045077 19.3167858019319 57.4535623467637 40.2174936427346 17.2360687040291
"186" "5" "16" "pub" 0 0 0 24.421 17.0947 7.3263 174.55114702381 122.185802916667 52.3653441071429 174.506137050383 122.154295935268 52.3518411151148 106.418829204874 74.4931804434116 31.9256487614621 107.465020440906 75.2255143086341 32.2395061322718
"220" "6" "16" "pub" 105.53 73.871 31.659 78.7303125 55.11121875 23.61909375 208.008861979167 145.606203385417 62.40265859375 180.926448251488 126.648513776042 54.2779344754464 110.506702443654 77.3546917105581 33.1520107330963 149.761355971578 104.832949180105 44.9284067914735
"254" "7" "16" "pub" 207.66 145.362 62.298 227.1931875 159.03523125 68.15795625 198.039406354167 138.627584447917 59.41182190625 114.657998157738 80.2605987104167 34.3973994473214 81.2476348955642 56.8733444268949 24.3742904686693 166.021125273719 116.214787691603 49.8063375821158
"288" "8" "16" "pub" 120.555 84.3885 36.1665 38.08175 26.657225 11.424525 91.12573875 63.788017125 27.337721625 32.293840125 22.6056880875 9.6881520375 36.7286837128115 25.710078598968 11.0186051138434 106.845025655258 74.7915179586803 32.0535076965773
"322" "9" "16" "pub" 0 0 0 43.120125 30.1840875 12.9360375 89.379800625 62.5658604375 26.8139401875 35.3974850625 24.77823954375 10.61924551875 31.742783743842 22.2199486206894 9.52283512315259 100.294894730331 70.2064263112316 30.0884684190993
"50" "10" "16" "pub" 0 0 0 88.602625 62.0218375 26.5807875 207.909713125 145.5367991875 62.3729139375 87.6320263125 61.34241841875 26.28960789375 69.0872352071854 48.3610646450298 20.7261705621556 225.514183942203 157.859928759542 67.6542551826608
"18" "1" "17" "pub" 209.8125 163.1875 93.25 356.95278 277.62994 158.64568 407.3468164875 316.8253017125 181.04302955 443.970024827773 345.31001931049 197.320011034566 476.349305366946 370.493904174291 211.710802385309 463.26406953735 360.31649852905 205.8951420166
"86" "2" "17" "pub" 408.9735 318.0905 181.766 325.8636075 253.4494725 144.82827 311.899021967045 242.588128196591 138.621787540909 278.641931979481 216.721502650707 123.840858657547 281.432854159792 218.89221990206 125.081268515463 250.1236888056 194.5406468488 111.1660839136
"120" "3" "17" "pub" 435.483 338.709 193.548 395.204082954545 307.380953409091 175.646259090909 329.40449295687 256.20349452201 146.40199686972 300.770686370626 233.932756066042 133.675860609167 289.866087500529 225.4514013893 128.829372222457 256.225664069998 199.286627609999 113.878072919999
"154" "4" "17" "pub" 592.533 460.859 263.348 538.599379545455 418.910628535354 239.377502020202 460.798273683767 358.398657309597 204.799232748341 434.600354934411 338.022498282319 193.155713304183 429.005808705977 333.671184549093 190.669248313767 395.172259758046 307.356202034036 175.632115448021
"188" "5" "17" "pub" 420.669 327.187 186.964 324.130042307692 252.101144017094 144.057796581197 267.933939224899 208.393063841588 119.081750766622 324.093901622792 252.073034595505 144.041734054574 332.911236363972 258.930961616423 147.960549495099 288.027575596456 224.021447686133 128.012255820647
"222" "6" "17" "pub" 676.7145 526.3335 300.762 571.393730192308 444.417345705128 253.952768974359 497.569219494342 386.998281828932 221.141875330818 533.448162217234 414.904126168959 237.088072096548 535.737093124648 416.684405763615 238.105374722066 482.693275538859 375.42810319689 214.530344683937
"256" "7" "17" "pub" 574.668 446.964 255.408 620.676373928571 482.748290833333 275.856166190476 605.168309785067 470.686463166163 268.963693237807 588.558772196024 457.767933930241 261.581676531566 565.050448735887 439.483682350134 251.133532771505 525.641554329866 408.83232003434 233.618468591052
"290" "8" "17" "pub" 187.524 145.852 83.344 198.843417857143 154.655991666667 88.3748523809524 183.369717207908 142.620891161706 81.4976520924036 208.530420946918 162.190327403159 92.6801870875193 159.988295913741 124.435341266243 71.105909294996 148.840142546917 115.764555314269 66.1511744652966
"324" "9" "17" "pub" 406.638 316.274 180.728 464.549635714286 361.316383333333 206.466504761905 575.600440755102 447.689231698413 255.822418113379 721.12711588443 560.87664568789 320.50094039308 808.563043368899 628.882367064699 359.3613526084 827.632901020768 643.714478571708 367.836844898119
"52" "10" "17" "pub" 0 0 0 27.124875 21.097125 12.0555 67.4371884375 52.4511465625 29.97208375 158.486715520312 123.267445404687 70.43854023125 123.594651750234 96.1291735835156 54.9309563334375 99.9702914058766 77.7546710934596 44.4312406248341
"1" "1" "1" "priv" 0 0 0 6140.59312997135 0 0 7111.64318006647 0 0 8230.01253720953 0 0 8937.00893141786 0 0 9070.93986411604 0 0
"69" "2" "1" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"103" "3" "1" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"137" "4" "1" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"171" "5" "1" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"205" "6" "1" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"239" "7" "1" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"273" "8" "1" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"307" "9" "1" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35" "10" "1" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19" "1" "2" "priv" 8869.04 0 0 0 0 0 6140.59312997135 0 0 7111.64318006647 0 0 8230.01253720953 0 0 8937.00893141786 0 0
"87" "2" "2" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"121" "3" "2" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"155" "4" "2" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"189" "5" "2" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"223" "6" "2" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"257" "7" "2" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"291" "8" "2" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"325" "9" "2" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"53" "10" "2" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21" "1" "3" "priv" 2967.111 329.679 0 6530.83854545455 725.648727272727 0 0 0 0 4521.70948661527 502.412165179474 0 5236.7554325944 581.861714732711 0 6060.28195921793 673.364662135325 0
"89" "2" "3" "priv" 389.358 43.262 0 1209.41454545455 134.379393939394 0 0 0 0 837.353608632457 93.0392898480508 0 969.769524554519 107.752169394947 0 1122.27443689221 124.69715965469 0
"123" "3" "3" "priv" 0 0 0 241.882909090909 26.8758787878788 0 0 0 0 167.470721726491 18.6078579696102 0 193.953904910904 21.5504338789893 0 224.454887378442 24.939431930938 0
"157" "4" "3" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"191" "5" "3" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"225" "6" "3" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"259" "7" "3" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"293" "8" "3" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"327" "9" "3" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"55" "10" "3" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"23" "1" "4" "priv" 1582.87 279.33 0 1320.4856744186 233.02688372093 0 2921.97054263566 515.641860465116 0 0 0 0 2023.06362809134 357.011228486706 0 2342.98321823895 413.467626748051 0
"91" "2" "4" "priv" 1802.4505 318.0795 0 1188.60368325581 209.753591162791 0 2693.84433336152 475.384294122622 0 0 0 0 1865.11753319999 329.138388211763 0 2160.06012843681 381.187081488848 0
"125" "3" "4" "priv" 913.308 161.172 0 396.145702325581 69.9080651162791 0 917.711257336153 161.949045412262 0 0 0 0 635.389111120905 112.127490197807 0 735.86712930654 129.858905171742 0
"159" "4" "4" "priv" 456.1355 80.4945 0 264.76344 46.72296 0 840.677488484849 148.354850909091 0 0 0 0 582.053797289406 102.715375992248 0 674.097571734786 118.958395012021 0
"193" "5" "4" "priv" 334.883 59.097 0 0 0 0 164.480378181818 29.0259490909091 0 0 0 0 113.880090774014 20.096486607179 0 131.888655339415 23.2744685893085 0
"227" "6" "4" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"261" "7" "4" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"295" "8" "4" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"329" "9" "4" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"57" "10" "4" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"25" "1" "5" "priv" 808.65506854892 209.13493145108 0 638.207265364851 165.053603056202 0 516.13991107867 133.484459716923 0 1145.40494533689 296.225416798048 0 0 0 0 793.035744383936 205.09545106494 0
"93" "2" "5" "priv" 854.65780827812 221.03219172188 0 826.888383393364 213.850443909267 0 652.368774338723 168.716062272354 0 1450.84588075954 375.218762139463 0 0 0 0 1004.51167748023 259.787502709418 0
"127" "3" "5" "priv" 1012.07616445336 261.74383554664 0 1249.79482673544 323.222799909301 0 827.637662808416 214.044223068267 0 1873.06917993816 484.414442924869 0 0 0 0 1296.84337180679 335.390527078844 0
"161" "4" "5" "priv" 732.92136991356 189.54863008644 0 1290.51340762325 333.753467376752 0 717.278129538158 185.50296447347 0 1859.49648262218 480.90426258571 0 0 0 0 1287.44614145338 332.960208884811 0
"195" "5" "5" "priv" 904.29150691168 233.86849308832 0 752.042144608462 194.493658023117 0 249.668399152713 64.5694135523058 0 717.818032377154 185.642594517991 0 0 0 0 496.990483545537 128.532021563465 0
"229" "6" "5" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"263" "7" "5" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"297" "8" "5" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"331" "9" "5" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"59" "10" "5" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"27" "1" "6" "priv" 853.51728 235.15272 0 485.618299154977 133.792796705963 0 398.707634433485 109.848021731675 0 320.789449762635 88.3807667713383 0 712.204856715564 196.219705421635 0 0 0 0
"95" "2" "6" "priv" 1243.228 342.522 0 678.594331889249 186.959662867446 0 605.323913165743 166.772914851786 0 474.868019812717 130.830985050442 0 1056.69462925549 291.130152958145 0 0 0 0
"129" "3" "6" "priv" 1382.3096 380.8404 0 533.192587735453 146.899998661808 0 578.098094829114 159.271924085572 0 418.021744166306 115.169256045819 0 943.018550506821 259.8112333029 0 0 0 0
"163" "4" "6" "priv" 2768.68032 762.79968 0 859.767250314021 236.87465059672 0 1087.45298147633 299.604392855723 0 706.195937754473 194.564186932355 0 1647.15295209705 453.807445985922 0 0 0 0
"197" "5" "6" "priv" 1297.54352 357.48648 0 793.730982008227 218.680984839001 0 901.751960059613 248.441866547036 0 458.604094641489 126.350107707349 0 1161.11718907465 319.899633724648 0 0 0 0
"231" "6" "6" "priv" 169.79872 46.78128 0 265.875178466142 73.2513246794472 0 391.72369804917 107.923875993139 0 217.64500372592 59.9634193938759 0 550.48362497937 151.663855861663 0 0 0 0
"265" "7" "6" "priv" 183.7696 50.6304 0 638.718490431931 175.973461649614 0 731.392597986548 201.506123935069 0 327.73319013646 90.2938380988205 0 882.655557371056 243.180612745087 0 0 0 0
"299" "8" "6" "priv" 145.98864 40.22136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"333" "9" "6" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"61" "10" "6" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"29" "1" "7" "priv" 949.3458817596 311.5041182404 0 646.562032537075 212.153167462925 0 364.289848421378 119.532606815654 0 305.089613068739 100.107529541428 0 243.95348385743 80.0472370932197 0 541.91648271614 177.816346341067 0
"97" "2" "7" "priv" 630.2494113708 206.8005886292 0 611.005244739229 200.486096437242 0 328.391670569853 107.753517178324 0 288.002615679007 94.500858508739 0 226.5092973096 74.323363367733 0 504.193881914684 165.438617921776 0
"131" "3" "7" "priv" 1187.28282278736 389.57717721264 0 850.148153046512 278.954863424076 0 423.876938282009 139.084620725635 0 394.502359611727 129.446087075066 0 302.988997192788 99.4182649553881 0 676.965946712911 222.129451827109 0
"165" "4" "7" "priv" 1435.26399910296 470.94600089704 0 1479.9292626875 485.601790547793 0 572.171878118051 187.743897982433 0 625.937671118858 205.385798855453 0 442.161362495031 145.08419743571 0 1006.33257942759 330.202878460013 0
"199" "5" "7" "priv" 1220.26917570792 400.40082429208 0 1900.28483579502 623.530963322626 0 692.567135309404 227.248591848283 0 836.183510904365 274.372715209592 0 527.311988114205 173.024246537684 0 1241.28102281564 407.295336641741 0
"233" "6" "7" "priv" 863.51811710736 283.34188289264 0 1108.83191218093 363.835472104785 0 482.586942811546 158.348841010623 0 593.048735738996 194.594116906635 0 346.284824610359 113.624708362717 0 838.461389826725 275.120144232883 0
"267" "7" "7" "priv" 1012.9694111316 332.3805888684 0 924.6103098759 303.387758695529 0 1032.92127838901 338.927295328798 0 1210.47334932429 397.186568751821 0 586.32506406412 192.387912132735 0 1527.23839874798 501.125100856909 0
"301" "8" "7" "priv" 203.84376457848 66.88623542152 0 157.340904237796 51.6274843336322 0 95.0531527722165 31.1893158322851 0 127.619188515167 41.875046337473 0 66.2456667713138 21.7368594643264 0 170.737852714684 56.0233580637316 0
"335" "9" "7" "priv" 146.1458822616 47.9541177384 0 47.4200459535557 15.5597026178728 0 95.0531527722165 31.1893158322851 0 127.619188515167 41.875046337473 0 66.2456667713138 21.7368594643264 0 170.737852714684 56.0233580637316 0
"63" "10" "7" "priv" 441.223529136 144.776470864 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"31" "1" "8" "priv" 0 0 0 228.301202675653 97.84337257528 0 164.76464611246 70.6134197624828 0 92.0229290423886 39.4383981610237 0 77.7308001740521 33.3132000745938 0 61.961524227304 26.5549389545588 0
"99" "2" "8" "priv" 1302.294 558.126 0 1155.99351536899 495.425792300996 0 888.162299250766 380.640985393186 0 485.696953601781 208.155837257906 0 418.164846573108 179.213505674189 0 330.93998158831 141.831420680704 0
"133" "3" "8" "priv" 594.692 254.868 0 502.034328076589 215.157569175681 0 428.364157921659 183.584639109282 0 217.133525126559 93.0572250542397 0 198.597259829804 85.1131113556302 0 153.28105132274 65.6918791383169 0
"167" "4" "8" "priv" 1148.245 492.105 0 939.63600642468 402.701145610577 0 829.794293357023 355.626125724439 0 360.849837361765 154.649930297899 0 367.48728106771 157.494549029019 0 267.803677037118 114.773004444479 0
"201" "5" "8" "priv" 1427.972 611.988 0 966.538541080821 414.230803320352 0 1046.65450977403 448.566218474584 0 415.306355344872 177.988438004945 0 457.231426314044 195.956325563162 0 314.669456179105 134.858338362474 0
"235" "6" "8" "priv" 984.424 421.896 0 824.137675991254 353.201861139109 0 1136.7011777608 487.157647611771 0 448.592309877906 192.253847090531 0 535.124852786526 229.339222622797 0 333.806589726089 143.059967025467 0
"269" "7" "8" "priv" 597.576 256.104 0 1042.23818477253 446.673507759655 0 1287.80280586821 551.915488229232 0 668.409237352496 286.461101722498 0 790.197115073608 338.655906460118 0 454.746021258392 194.891151967882 0
"303" "8" "8" "priv" 473.298 202.842 0 189.458133539333 81.1963429454286 0 212.839557022575 91.2169530096751 0 126.058209342542 54.0249468610894 0 153.46368817832 65.7701520764231 0 83.1126541896516 35.6197089384221 0
"337" "9" "8" "priv" 714.658 306.282 0 1108.0329151619 474.871249355101 0 1065.30691514964 456.560106492702 0 874.889527459156 374.952654625353 0 1044.99479517528 447.854912217975 0 533.190763782001 228.510327335143 0
"65" "10" "8" "priv" 648.809 278.061 0 564.905496908249 242.102355817821 0 122.498637782842 52.4994161926465 0 110.592115490533 47.3966209245141 0 148.48193482755 63.635114926093 0 77.0752806892894 33.0322631525526 0
"33" "1" "9" "priv" 117.894 78.596 0 111.6252 74.4168 0 164.314073510386 109.542715673591 0 123.203810253626 82.1358735024171 0 67.9234328922637 45.2822885948425 0 58.051501184567 38.7010007897114 0
"101" "2" "9" "priv" 557.838 371.892 0 419.944547368421 279.963031578947 0 501.82617875273 334.550785835153 0 381.786181142205 254.52412076147 0 208.952656772656 139.301771181771 0 179.674954949606 119.783303299738 0
"135" "3" "9" "priv" 700.782 467.188 0 691.388489878542 460.925659919028 0 601.56565285034 401.043768566893 0 480.843542558659 320.562361705772 0 252.518634429972 168.345756286648 0 224.127889284443 149.418592856296 0
"169" "4" "9" "priv" 1397.76 931.84 0 859.360861214575 572.907240809717 0 711.475245663724 474.316830442482 0 614.439324492356 409.626216328237 0 292.199511669986 194.799674446658 0 279.100244440611 186.066829627074 0
"203" "5" "9" "priv" 604.494 402.996 0 668.930461538461 445.953641025641 0 514.586613047493 343.057742031662 0 491.2738954452 327.5159302968 0 207.814290594615 138.54286039641 0 217.334080152699 144.889386768466 0
"237" "6" "9" "priv" 1158.318 772.212 0 652.452123636364 434.968082424243 0 494.364014971526 329.576009981018 0 562.490122318577 374.993414879051 0 229.015333064765 152.676888709843 0 257.513212961492 171.675475307662 0
"271" "7" "9" "priv" 925.446 616.964 0 1182.01933454545 788.01288969697 0 1045.77847769233 697.185651794888 0 1252.65625905724 835.104172704829 0 548.464055479462 365.642703652974 0 633.480330854356 422.320220569571 0
"305" "8" "9" "priv" 973.974 649.316 0 784.626681818182 523.084454545454 0 915.100356759108 610.066904506072 0 1154.45105991154 769.634039941024 0 567.112423188613 378.074948792409 0 673.450414006818 448.966942671212 0
"339" "9" "9" "priv" 652.026 434.684 0 414.7527 276.5018 0 504.689988728082 336.459992485388 0 435.751848929977 290.501232619985 0 351.837474110285 234.558316073524 0 422.786763089855 281.857842059903 0
"67" "10" "9" "priv" 1765.458 1176.972 0 979.4436 652.9624 0 993.107398024279 662.071598682853 0 659.86595589062 439.910637260413 0 530.920187797382 353.946791864921 0 647.172609075552 431.448406050368 0
"3" "1" "10" "priv" 125.484 83.656 0 204.61752 136.41168 0 167.761811368421 111.841207578947 0 219.026727006887 146.017818004591 0 165.550969626305 110.367313084203 0 90.9026973607957 60.6017982405305 0
"71" "2" "10" "priv" 281.442 187.628 0 259.4148 172.9432 0 217.545632453441 145.030421635628 0 254.362211682946 169.574807788631 0 194.64913822596 129.76609215064 0 105.877607807647 70.5850718717647 0
"105" "3" "10" "priv" 574.26 382.84 0 1051.76859428571 701.179062857143 0 856.290521448236 570.860347632157 0 802.251568985244 534.834379323496 0 642.431217899679 428.287478599786 0 334.469515597596 222.979677065064 0
"139" "4" "10" "priv" 598.314 398.876 0 742.9296 495.2864 0 552.388711551186 368.259141034124 0 455.602622543297 303.735081695531 0 394.869024183537 263.246016122358 0 187.44546291021 124.96364194014 0
"173" "5" "10" "priv" 863.682 575.788 0 832.43414025974 554.956093506493 0 616.11725410815 410.7448360721 0 499.817899761176 333.211933174117 0 446.533010888949 297.688673925966 0 205.687823561264 137.125215707509 0
"207" "6" "10" "priv" 536.112 357.408 0 738.685221818182 492.456814545455 0 594.344336567578 396.229557711719 0 465.302597895583 310.201731930389 0 498.467924799341 332.311949866228 0 209.001051049649 139.334034033099 0
"241" "7" "10" "priv" 1139.154 759.436 0 978.406059090909 652.270706060606 0 824.494085220174 549.662723480116 0 692.898738338193 461.932492225462 0 805.211378833242 536.807585888828 0 346.679950477063 231.119966984709 0
"275" "8" "10" "priv" 806.208 537.472 0 712.302864545455 474.868576363636 0 665.211049646451 443.474033097634 0 639.090453243777 426.060302162518 0 758.56903432914 505.71268955276 0 355.874148059592 237.249432039728 0
"309" "9" "10" "priv" 390.666 260.444 0 973.63996 649.093306666667 0 851.882645090909 567.921763393939 0 887.077074997733 591.384716665155 0 1000.75704654863 667.171364365754 0 522.989961051013 348.659974034009 0
"37" "10" "10" "priv" 984.6 656.4 0 2359.79124 1573.19416 0 1418.50795254545 945.671968363636 0 1531.37810554516 1020.91873703011 0 1249.72325466522 833.148836443477 0 897.829782125169 598.553188083446 0
"5" "1" "11" "priv" 0 0 0 71.489729790496 42.893837794944 17.87243241456 92.6076397183562 55.5645837282192 23.151909886758 76.510529899808 45.9063178549581 19.1276324395659 96.3278113972135 57.7966867314042 24.0819528047518 73.0962838208972 43.8577702114014 18.2740709214173
"73" "2" "11" "priv" 542.76216262351 325.65729697164 135.69054040485 348.163089099027 208.897853072955 87.0407721137314 481.923808756758 289.154284719119 120.4809519663 396.544142658533 237.926485154956 99.1360354812315 436.422909798986 261.853745394962 109.105727247901 338.605422423336 203.16325307815 84.6513554492291
"107" "3" "11" "priv" 308.44324350542 185.06594576088 77.1108107337 329.227542107385 197.536524898989 82.3068853745786 501.280044846018 300.76802635119 125.320010979663 403.281891157382 241.969134246786 100.820472602828 382.102339419341 229.261403227471 95.5255846781128 307.494728436042 184.496836720306 76.8736819667941
"141" "4" "11" "priv" 336.77297325923 202.06378358172 84.19324315905 444.338224315911 266.602934096331 111.084555873471 618.568638905165 371.141182656488 154.642159440203 479.70586248766 287.823516960122 119.926465400051 420.739953162072 252.443971430222 105.184988095926 351.736348970492 211.041808991868 87.9340870799449
"175" "5" "11" "priv" 915.61621699449 549.36972918036 228.90405382515 606.996010811957 364.197605813409 151.749002422254 712.104219078604 427.262530656727 178.026054440303 536.907473760342 322.144483660238 134.226868191766 447.984886859454 268.790931618409 111.996221507671 391.089066183276 234.653439275857 97.7722663649404
"209" "6" "11" "priv" 268.71351374192 161.22810794688 67.1783783112 496.071506213167 297.642903177261 124.017876323859 537.104088337666 322.262452406414 134.276021836006 416.669009596728 250.001405295534 104.167252206473 334.310235282281 200.586140798284 83.5775586659517 332.542420812384 199.525452118308 83.1356050492951
"243" "7" "11" "priv" 718.95135196246 431.37081037944 179.7378376581 861.732819265291 517.039690602651 215.433204417771 899.911779873384 539.947066925128 224.977944552137 737.397376314184 442.43842497 184.3493437375 603.582785501089 362.149670630677 150.895696096115 665.093442848902 399.056064971087 166.27336040462
