"vol" "age" "ownership" "step0" "step1" "step2" "step3" "step4" "step5"
"420" "6" "30" "pub" 196.71 500.435298295893 425.952814576368 530.91113783891 343.311849541915 643.837042891133
"482" "7" "30" "pub" 203.19 526.691115704928 224.295675953171 526.522970557431 323.785410411987 635.107996626798
"544" "8" "30" "pub" 185.58 161.107129785825 87.3418806225347 279.301086573145 158.230528217063 277.44386336409
"606" "9" "30" "pub" 580.76 238.386017576767 381.117062407628 984.304308339646 498.219438156805 618.865273102467
"110" "10" "30" "pub" 536.42 134.00610522224 290.62308622705 522.024464682709 255.99596923251 254.131537341539
"50" "1" "31" "pub" 0 78.7906666666667 207.496375555556 166.803238909432 580.717671226344 428.451520938374
"174" "2" "31" "pub" 1181.86 881.320133333333 782.648477435863 947.635016764907 1208.56138613733 1401.72719753094
"236" "3" "31" "pub" 1539.88 1989.56453333333 2023.38112304657 2152.45637925871 2361.37949779242 2395.76103374432
"298" "4" "31" "pub" 2197.27 1884.92655555556 1582.95338010969 1459.02342738997 1433.06705080602 1364.61215056255
"360" "5" "31" "pub" 1386.06 890.34063034188 754.30004697205 845.074404266667 940.44510094155 898.892848667223
"422" "6" "31" "pub" 1387.65 2143.32890934066 2687.70798909208 3069.22510813711 3546.48374630413 3614.1080570222
"484" "7" "31" "pub" 1911.86 1066.36311688312 1134.38587584049 1013.34944546237 1278.68708708497 1270.7683140214
"546" "8" "31" "pub" 938.36 1643.21195454545 1944.26442916987 2155.51676182425 2358.78662174123 2717.87439068479
"608" "9" "31" "pub" 462.48 837.4335 574.801262455591 648.847284879844 1342.87142748855 1002.1218301729
"112" "10" "31" "pub" 467.43 980.843 1301.97574032223 1556.65653310674 1965.42630247744 2443.72576335528
"1" "1" "1" "priv" 0 2415.9441091067 2520.18255012095 2642.44285422029 2772.941228743 2924.75537034711
"125" "2" "1" "priv" 0 0 0 0 0 0
"187" "3" "1" "priv" 0 0 0 0 0 0
"249" "4" "1" "priv" 0 0 0 0 0 0
"311" "5" "1" "priv" 0 0 0 0 0 0
"373" "6" "1" "priv" 0 0 0 0 0 0
"435" "7" "1" "priv" 0 0 0 0 0 0
"497" "8" "1" "priv" 0 0 0 0 0 0
"559" "9" "1" "priv" 0 0 0 0 0 0
"63" "10" "1" "priv" 0 0 0 0 0 0
"23" "1" "2" "priv" 2834.99 0 2357.01864303093 2458.71468304483 2577.9930285076 2705.30851584683
"147" "2" "2" "priv" 0 0 58.9254660757732 61.4678670761208 64.44982571269 67.6327128961708
"209" "3" "2" "priv" 0 0 0 0 0 0
"271" "4" "2" "priv" 0 0 0 0 0 0
"333" "5" "2" "priv" 0 0 0 0 0 0
"395" "6" "2" "priv" 0 0 0 0 0 0
"457" "7" "2" "priv" 0 0 0 0 0 0
"519" "8" "2" "priv" 0 0 0 0 0 0
"581" "9" "2" "priv" 0 0 0 0 0 0
"85" "10" "2" "priv" 0 0 0 0 0 0
"45" "1" "3" "priv" 253 2834.99 0 2357.01864303093 2458.71468304483 2577.9930285076
"169" "2" "3" "priv" 0 0 0 58.9254660757732 61.4678670761209 64.44982571269
"231" "3" "3" "priv" 0 0 0 0 0 0
"293" "4" "3" "priv" 0 0 0 0 0 0
"355" "5" "3" "priv" 0 0 0 0 0 0
"417" "6" "3" "priv" 0 0 0 0 0 0
"479" "7" "3" "priv" 0 0 0 0 0 0
"541" "8" "3" "priv" 0 0 0 0 0 0
"603" "9" "3" "priv" 0 0 0 0 0 0
"107" "10" "3" "priv" 0 0 0 0 0 0
"51" "1" "4" "priv" 1513.98 208.352941176471 2334.69764705882 0 1949.1619856991 2033.2606227113
"175" "2" "4" "priv" 194.28 44.6470588235294 500.292352941177 0 466.782123407596 486.921927409652
"237" "3" "4" "priv" 0 0 0 0 0 0
"299" "4" "4" "priv" 0 0 0 0 0 0
"361" "5" "4" "priv" 0 0 0 0 0 0
"423" "6" "4" "priv" 0 0 0 0 0 0
"485" "7" "4" "priv" 0 0 0 0 0 0
"547" "8" "4" "priv" 0 0 0 0 0 0
"609" "9" "4" "priv" 0 0 0 0 0 0
"113" "10" "4" "priv" 0 0 0 0 0 0
"53" "1" "5" "priv" 1214.82 1082.60109375 152.834788602941 1712.58931755515 0 1440.33408699398
"177" "2" "5" "priv" 0 330.4040625 58.4829963235294 655.330868566176 0 582.791634750719
"239" "3" "5" "priv" 194.28 295.25484375 41.6822150735294 467.069813878676 0 392.818387361996
"301" "4" "5" "priv" 186.74 0 0 0 0 0
"363" "5" "5" "priv" 0 0 0 0 0 0
"425" "6" "5" "priv" 0 0 0 0 0 0
"487" "7" "5" "priv" 0 0 0 0 0 0
"549" "8" "5" "priv" 0 0 0 0 0 0
"611" "9" "5" "priv" 0 0 0 0 0 0
"115" "10" "5" "priv" 0 0 0 0 0 0
"55" "1" "6" "priv" 67.09 404.94 388.400703125 55.8185125612745 625.474011565564 0
"179" "2" "6" "priv" 763.74 851.511428571428 1052.47291294643 158.16514027486 1772.31854161196 0
"241" "3" "6" "priv" 0 96.1975 110.72056640625 15.6308306525735 175.151180204504 0
"303" "4" "6" "priv" 0 236.2525 110.72056640625 15.6308306525735 175.151180204504 0
"365" "5" "6" "priv" 0 6.93857142857143 45.9452511160714 7.75468585871849 86.8950864134716 0
"427" "6" "6" "priv" 0 0 0 0 0 0
"489" "7" "6" "priv" 0 0 0 0 0 0
"551" "8" "6" "priv" 0 0 0 0 0 0
"613" "9" "6" "priv" 0 0 0 0 0 0
"117" "10" "6" "priv" 0 0 0 0 0 0
"57" "1" "7" "priv" 0 218.63984 507.878468571429 538.054711696429 78.8184803483894 883.200014240634
"181" "2" "7" "priv" 0 147.58166 234.899061785714 267.546974487537 39.6514328665711 444.313895898816
"243" "3" "7" "priv" 185.97 371.6868 489.151642857143 579.584857570684 86.4861785404266 969.120360870846
"305" "4" "7" "priv" 346.37 92.9217 208.94774375 203.79277569987 30.0218080915634 336.409192575105
"367" "5" "7" "priv" 0 0 24.2097785714286 49.3572570870536 7.893896484375 88.4550102539062
"429" "6" "7" "priv" 254.52 0 130.753304464286 69.9234234584263 10.1282036686745 113.491526160694
"491" "7" "7" "priv" 0 0 0 0 0 0
"553" "8" "7" "priv" 0 0 0 0 0 0
"615" "9" "7" "priv" 0 0 0 0 0 0
"119" "10" "7" "priv" 0 0 0 0 0 0
"59" "1" "8" "priv" 180.43 0 210.3314704 462.678549685714 494.655043234152 72.5711281666886
"183" "2" "8" "priv" 0 13.94775 106.2861681 193.463346448214 213.953345661658 31.5682461838541
"245" "3" "8" "priv" 0 74.7135 165.018055 236.605512678571 273.948616308129 40.7603017655174
"307" "4" "8" "priv" 235.8 215.0165 242.79896 359.229581450893 409.763454687791 60.9994432379942
"369" "5" "8" "priv" 252.56 244.4035 90.134049 213.9541080625 227.627613658366 34.1652794255218
"431" "6" "8" "priv" 0 238.77875 16.2612975 129.908901674107 88.3119264499047 12.9356012204239
"493" "7" "8" "priv" 0 0 0 0 0 0
"555" "8" "8" "priv" 0 0 0 0 0 0
"617" "9" "8" "priv" 0 0 0 0 0 0
"121" "10" "8" "priv" 0 0 0 0 0 0
"61" "1" "9" "priv" 0 90.215 1.52553515625 116.790784835938 252.499328360631 270.72866879882
"185" "2" "9" "priv" 0 90.215 3.62093960336538 125.954920863582 268.107074153792 288.196154269248
"247" "3" "9" "priv" 607.38 8.596875 38.5215080128205 121.980131604567 199.982379218705 225.284540071567
"309" "4" "9" "priv" 0 136.926875 150.048189102564 183.707570070913 282.750619984087 321.114961406719
"371" "5" "9" "priv" 248.44 211.294583333333 244.4825390625 220.376197546875 360.629789406529 402.50711152698
"433" "6" "9" "priv" 0 65.7708333333333 267.60359375 37.362266875 166.681069154576 134.711128232826
"495" "7" "9" "priv" 0 0 0 0 0 0
"557" "8" "9" "priv" 0 65.7708333333333 81.0576953125 24.658128203125 65.1897397216797 65.7174356938383
"619" "9" "9" "priv" 0 0 0 0 0 0
"123" "10" "9" "priv" 0 0 0 0 0 0
"3" "1" "10" "priv" 222.23 0 117.2795 2.61181703725962 154.577261095012 332.931450606768
"127" "2" "10" "priv" 462.63 109.3284 39.4377375 8.45466607572115 74.8574904515265 148.60179940396
"189" "3" "10" "priv" 512.33 355.3173 48.46781875 56.8028562800481 130.326269175529 218.143571720893
"251" "4" "10" "priv" 0 217.2663 184.15706875 199.191594200721 254.785245916995 411.851516807553
"313" "5" "10" "priv" 0 57.9693333333333 55.8791527777778 83.80628515625 55.1573394484375 100.815057776981
"375" "6" "10" "priv" 237.74 115.938666666667 123.268201388889 214.44319921875 116.8530756 230.799302656013
"437" "7" "10" "priv" 300.11 0 21.3755208333333 58.989283203125 10.2371159335937 38.9476480603027
"499" "8" "10" "priv" 180.43 0 69.059375 150.40164453125 30.3374831484375 103.971192009277
"561" "9" "10" "priv" 0 0 3.28854166666667 4.052884765625 1.23290641015625 3.25948698608398
"65" "10" "10" "priv" 270.09 0 6.57708333333333 8.10576953125 2.4658128203125 6.51897397216797
"5" "1" "11" "priv" 222.23 148.774328571429 12.6508577142857 54.8261524821429 2.09767580473043 74.9094786501104
"129" "2" "11" "priv" 485.54 436.390271428571 104.740511785714 94.0394663616071 13.5512397884186 144.796335220317
"191" "3" "11" "priv" 235.8 268.61261 171.15376275 44.510531359375 43.4762955651743 88.0305923350417
"253" "4" "11" "priv" 300.11 268.61261 345.40988175 194.032562796875 211.513856323888 288.916303505526
"315" "5" "11" "priv" 253.35 82.823905 72.8113376666667 26.2800577378472 33.9343445978666 41.7629371053149
"377" "6" "11" "priv" 654.75 175.4323 97.5334033333333 103.434235746528 175.544009912109 97.8947744020547
"439" "7" "11" "priv" 0 403.110075 51.520245 91.388024765625 184.790723203125 68.6744968528066
"501" "8" "11" "priv" 300.11 43.9046333333333 0 17.1004166666667 36.9624931315104 7.49308247636719
"563" "9" "11" "priv" 0 24.3081 0 1.39214930555556 1.71572121744792 0.521930380299479
"67" "10" "11" "priv" 390.87 333.591166666667 0 41.7864027777778 83.2736404557291 17.8300690721615
"7" "1" "12" "priv" 0 229.076666666667 171.914597619048 25.8906571071429 52.2240127150298 3.65699050122339
"131" "2" "12" "priv" 448.05 537.643333333333 480.403154880952 134.289153080357 107.769238968564 22.8609989832192
"193" "3" "12" "priv" 427.93 94.4540625 100.72972875 80.5191721875 30.7091397070313 32.0571321580698
"255" "4" "12" "priv" 678.21 215.1074375 212.315968 189.650669458333 81.6007868181424 86.8523492752595
"317" "5" "12" "priv" 0 233.268 124.191508083333 137.234716319444 76.027308692853 89.9598449990956
"379" "6" "12" "priv" 210.44 360.89925 205.042045375 153.919155166667 111.049116113498 155.775435474385
"441" "7" "12" "priv" 196.49 556.35875 500.135255625 134.316476680556 153.406532401548 282.986017086938
"503" "8" "12" "priv" 0 225.0825 39.0055 0 13.1733498263889 28.1508001529948
"565" "9" "12" "priv" 0 97.7175 101.628866666667 0 11.4907126736111 22.1052010270182
"69" "10" "12" "priv" 249.84 293.1525 250.193375 0 31.3398020833333 62.4552303417968
"9" "1" "13" "priv" 0 112.0125 363.4875 292.015386339286 59.4629453772321 79.1663224571708
"133" "2" "13" "priv" 0 73.8366666666667 71.1410026041667 64.247466391369 20.1411096428571 14.7507023588635
"195" "3" "13" "priv" 486.25 614.433333333333 418.013716145833 385.550476238095 154.60657146689 95.4695375367219
"257" "4" "13" "priv" 640.57 372.414375 117.22059765625 111.884357536458 98.037693546007 41.7678800641095
"319" "5" "13" "priv" 416.08 392.015125 217.77084609375 171.594468246875 160.691176086458 77.1121150747179
"381" "6" "13" "priv" 197.49 186.780375 466.42858125 295.753996396875 196.607359777604 142.098508967942
"443" "7" "13" "priv" 0 111.382625 313.32275625 226.868937705208 99.1149057626736 86.8155819085666
"505" "8" "13" "priv" 415.46 98.245 508.934375 311.229886145833 67.1582383402778 91.6515150433666
"567" "9" "13" "priv" 0 20.82 48.85875 46.2566645833333 0 5.48432834201389
"71" "10" "13" "priv" 203.23 229.02 317.581875 280.158360416667 0 34.4735082465278
"11" "1" "14" "priv" 244.86 0 128.299999978283 379.180368200584 306.18762155378 63.9058372042915
"135" "2" "14" "priv" 833.25 80.4457719515625 144.814448410163 110.742781690488 101.342347675235 37.3519564013103
"197" "3" "14" "priv" 1112.19 547.106433742387 609.318281281432 388.576553601566 358.963732692812 154.578794664162
"259" "4" "14" "priv" 197.1 295.525073562425 188.369034923588 69.7003997439448 62.5278527348619 55.9291573381042
"321" "5" "14" "priv" 231.32 122.620539237117 115.580917912278 90.8739390036549 66.3275331399721 56.2046212182747
"383" "6" "14" "priv" 691.13 586.943960877613 470.575426269503 381.244849014764 279.350547879469 220.868901200843
"445" "7" "14" "priv" 950.26 199.393808741995 227.588582372328 659.331044257077 441.869104442198 214.636810893928
"507" "8" "14" "priv" 0 323.8144118869 81.165955905125 407.447104914728 252.779910879098 52.3439210790866
"569" "9" "14" "priv" 0 44.83014699905 66.746470527 108.135909847434 97.8526268307152 0
"73" "10" "14" "priv" 0 158.39985300095 178.5008824203 247.527049725759 218.35872217186 0
"13" "1" "15" "priv" 0 226.58625 10.0557214939453 82.251806040412 203.433031811603 165.761604236294
"137" "2" "15" "priv" 210.44 386.993571428571 84.476116028258 111.831602840563 77.229096286396 71.034725969841
"199" "3" "15" "priv" 637.5 1184.28642857143 364.796089713655 483.401094673815 460.833917762045 402.901953547744
"261" "4" "15" "priv" 232.36 518.829375 336.71764934161 315.854986972521 182.551426778158 166.231546165215
"323" "5" "15" "priv" 1515.91 375.871875 328.187833664787 252.307178545357 163.633019996747 125.090241468906
"385" "6" "15" "priv" 203.37 193.4240625 129.457451326104 109.608459412354 103.050561587148 74.1641767560464
"447" "7" "15" "priv" 417.93 710.0103125 383.118250786725 319.803922311348 480.515685114669 331.519885571402
"509" "8" "15" "priv" 0 664.108125 339.697165145976 249.169400467636 593.419798940972 396.571606589403
"571" "9" "15" "priv" 204.13 0 200.256746331994 133.465615780622 309.293347890968 235.003195599502
"75" "10" "15" "priv" 191.33 0 182.316976166947 153.265932955373 268.800113831296 217.281064095646
"15" "1" "16" "priv" 185.97 48.209890932048 224.608459133127 25.3861431229655 74.970687196285 139.752302971906
"139" "2" "16" "priv" 358.31 156.639684889672 380.210466310232 80.7598883350117 134.54832169719 167.733665924159
"201" "3" "16" "priv" 244.34 731.8096969478 1391.14581328734 481.746816496808 588.564671562796 503.711530857921
"263" "4" "16" "priv" 222.72 206.412207858886 132.641600641924 95.2745173220258 83.3117937967934 50.0937243127265
"325" "5" "16" "priv" 222.33 563.307902637759 275.51489669323 205.989016076055 174.423243953256 110.265970435516
"387" "6" "16" "priv" 222.33 1024.53956223316 440.432304897194 329.76818892524 269.651435355211 204.90459797617
"449" "7" "16" "priv" 447.64 357.412690902306 658.774879616421 364.317450700114 298.309115934148 459.55115135474
"511" "8" "16" "priv" 0 25.9801818305533 136.846522687024 95.4854259790342 68.3305305826402 161.645051314316
"573" "9" "16" "priv" 260.33 380.381454529877 619.935056733511 567.6475132636 424.103986849861 878.93466180571
"77" "10" "16" "priv" 179.62 118.27672723794 0 112.705039779146 94.7462130718189 166.167343046837
"17" "1" "17" "priv" 254.52 92.7022856972233 29.496222341386 107.458954900481 15.3843238468105 36.5229423473518
"141" "2" "17" "priv" 209.14 514.407999982157 363.532989733795 855.083179475173 214.639460355811 324.341267721047
"203" "3" "17" "priv" 0 119.39028571583 298.353742771425 533.76522225058 191.184112667823 229.321251533287
"265" "4" "17" "priv" 663.15 230.700142858715 447.446436004088 618.455446339362 253.056092589303 282.691477731007
"327" "5" "17" "priv" 405.55 166.892357142885 319.570275563905 164.17078164074 121.326466476378 103.097849487044
"389" "6" "17" "priv" 203.37 192.226305191879 588.977533589881 283.585085234532 209.150031010627 174.366556523816
"451" "7" "17" "priv" 969.99 296.354623355356 809.471264538635 517.004717132359 344.764365435618 281.733337239435
"513" "8" "17" "priv" 619.48 266.134928610093 233.418375866911 458.69087020363 275.616545375298 219.332607479022
"575" "9" "17" "priv" 253 331.349071420203 434.840447910607 721.895742823143 650.234858390294 489.169808785389
"79" "10" "17" "priv" 0 133.43200002566 87.8627116793664 0 83.7237438520377 70.3829011526006
"19" "1" "18" "priv" 0 157.78313514644 121.426905035975 67.8042772596001 178.525400987432 39.0179210139635
"143" "2" "18" "priv" 0 231.83 320.979671031697 240.058125269007 559.171937491088 142.914438284787
"205" "3" "18" "priv" 652.18 151.47410812548 260.305058201928 309.0029244424 604.040781301159 187.594134050379
"267" "4" "18" "priv" 699.1 181.469603643524 114.692345816176 250.692550381879 389.075082313355 149.391456590528
"329" "5" "18" "priv" 916.56 730.55108825042 293.083538757367 603.476327755701 551.285830125953 278.937123103833
"391" "6" "18" "priv" 222.33 245.399159471436 125.369981716143 322.617694403719 167.540335264221 120.96827007325
"453" "7" "18" "priv" 695.51 464.968283839627 214.887677656962 596.891082246685 347.119350418105 240.647846319617
"515" "8" "18" "priv" 232.84 946.34694588738 428.937277880343 612.874894052396 785.509927467426 547.254932244361
"577" "9" "18" "priv" 655.76 438.519117081693 323.826815653292 491.742415657554 592.644649860637 512.25594024409
"81" "10" "18" "priv" 638.01 29.858558554 140.080728250118 117.809708531058 85.1967047706251 140.097938075192
"21" "1" "19" "priv" 0 0 206.87654693842 189.39907070398 118.640115580103 296.938281933683
"145" "2" "19" "priv" 0 138.10870595908 214.813458181825 308.130929484137 254.65820039619 568.673575009088
"207" "3" "19" "priv" 1005.11 595.904400004968 142.043485873665 206.522482476327 266.989360700451 502.66676992943
"269" "4" "19" "priv" 244.34 438.786776483932 164.655450942192 99.1815946685477 192.36533616178 267.564660142457
"331" "5" "19" "priv" 267.05 420.671838242981 188.111155943624 92.3326350873229 196.69987550428 241.089176706198
"393" "6" "19" "priv" 1246.11 828.960867589045 685.873434990903 289.578633835122 636.900063886221 509.168642542518
"455" "7" "19" "priv" 148.59 334.528447085049 307.978892629864 148.260945849435 373.854589720169 225.03688882406
"517" "8" "19" "priv" 194.28 558.626141145364 663.227569501705 309.842310591474 627.0265391581 538.130968828454
"579" "9" "19" "priv" 402.67 372.19988238984 699.50104807655 361.992119707122 522.928815957371 655.537918484731
"83" "10" "19" "priv" 410.75 1024.50294109974 305.118956921253 338.349277596532 422.907102935335 455.303117599382
"25" "1" "20" "priv" 0 0 14.0666274792557 90.8379975298167 94.516729394434 65.4841145307066
"149" "2" "20" "priv" 185.97 307.11694489116 306.123978746189 374.254183892734 466.117362753237 389.394284000497
"211" "3" "20" "priv" 426.11 193.16312491547 136.97405929815 37.2381743581078 43.4309694551719 61.0468938478951
"273" "4" "20" "priv" 441.11 656.806041416182 544.230379881469 164.582975974408 160.16640283188 242.737536540787
"335" "5" "20" "priv" 1416.27 497.509484382622 611.615922821375 313.356982381615 154.416645922739 323.353203067268
"397" "6" "20" "priv" 539.96 1153.41690446061 911.638645700457 716.207880507728 311.799191640085 698.47026726697
"459" "7" "20" "priv" 241.2 97.530500012184 241.80164555518 249.916259765822 118.579817755457 270.727611296568
"521" "8" "20" "priv" 0 151.005240779736 328.421951036227 391.38121731578 187.645536674004 378.891374686768
"583" "9" "20" "priv" 244.86 252.997592655056 448.744649233769 565.339836731227 288.138233262187 495.285926142682
"87" "10" "20" "priv" 707.31 609.354166486984 1168.67214024793 675.08449154276 518.779110310806 687.57878861986
"27" "1" "21" "priv" 0 21.253714325565 35.0990794819433 42.0189113762188 88.1909055757038 100.528920540326
"151" "2" "21" "priv" 216.97 262.112857285625 316.169436901251 309.480051318934 385.41285857323 470.032250358569
"213" "3" "21" "priv" 347.01 143.179523811667 99.7128829619218 76.6870728210537 22.1151858797557 23.3711180923401
"275" "4" "21" "priv" 824.44 867.362297989018 742.271740696555 643.052836651643 217.99527707435 185.737887278591
"337" "5" "21" "priv" 0 386.993107101207 239.407220137918 240.002235046227 126.182854862178 67.453971409097
"399" "6" "21" "priv" 711.96 1289.31552818733 1215.23053761849 1116.97084529588 791.779441619396 356.90016006539
"461" "7" "21" "priv" 618.29 174.078073399478 229.451415708901 263.821140172921 242.890147941851 111.112496001121
"523" "8" "21" "priv" 634.85 124.980897935094 120.822096374408 268.127468830639 305.000742856873 146.985823116361
"585" "9" "21" "priv" 453.77 387.87485741101 450.662376232663 850.58235936751 877.853121001569 481.266345406489
"89" "10" "21" "priv" 316.22 545.63914255401 470.07321388595 901.547079118972 520.779464615093 400.201027731717
"29" "1" "22" "priv" 0 75.105000041725 111.985088073018 144.542346197508 149.146621549692 221.603049090285
"153" "2" "22" "priv" 477.57000047757 261.983846395824 220.943626706957 241.242168504488 228.897866718996 259.655972187191
"215" "3" "22" "priv" 232.84000023284 256.137115604027 196.929088346982 161.068551585134 136.368380243238 44.9599164457576
"277" "4" "22" "priv" 244.34000024434 390.901346539731 372.199252288076 303.119364949244 262.252210562451 91.5134299960689
"339" "5" "22" "priv" 222.23000022223 445.367308214547 642.366405855204 522.351142605245 468.246206432469 199.090819585808
"401" "6" "22" "priv" 444.76000044476 318.629038691292 733.324869311701 626.660063254071 589.915209786732 397.447945038781
"463" "7" "22" "priv" 508.7000005087 702.63276994199 665.014355585086 659.405786447889 653.891246716398 506.942189263016
"525" "8" "22" "priv" 497.6000004976 1059.83780878088 460.777690931019 495.773504272406 765.875177792953 762.226329317667
"587" "9" "22" "priv" 0 135.385512962952 147.495190639062 152.460504265937 289.407997996005 251.416900764119
"91" "10" "22" "priv" 419.3000004193 477.530256950544 651.754436465685 612.276571836978 1168.28908691336 843.343451889506
"31" "1" "23" "priv" 0 49.40379316932 51.273501365122 58.8974150109208 71.4754621764244 71.6803011845697
"155" "2" "23" "priv" 226.86 175.83786223974 152.774086311758 158.969248644418 184.559325478356 181.818360212474
"217" "3" "23" "priv" 551.38 479.40610371636 417.754471735806 348.097138656043 316.133003557448 281.88109478793
"279" "4" "23" "priv" 0 286.14775880052 466.607264921878 504.342928627388 410.604220895807 359.821556422367
"341" "5" "23" "priv" 237.74 106.360474224187 146.503968096519 243.166623218578 201.266538024255 183.697174215259
"403" "6" "23" "priv" 749.45 551.656537752179 599.852781959089 977.642697020904 848.122197675194 797.351905321072
"465" "7" "23" "priv" 0 237.449080613907 334.222830267357 307.372676115608 297.830667939328 320.270291745854
"527" "8" "23" "priv" 666.5 569.652873847867 1078.46837628434 646.546756548572 669.689487969097 887.762027042642
"589" "9" "23" "priv" 0 211.631034682 420.998070726084 385.819198615327 382.937896752959 700.083752814564
"93" "10" "23" "priv" 520.65 274.7137931902 312.864650891463 427.011527047421 401.14671920493 765.430780557449
"33" "1" "24" "priv" 0 68.74545453858 99.6938245402495 94.461194079304 103.500374268427 123.070684276939
"157" "2" "24" "priv" 0 103.8167676437 85.7237994101887 74.6040457338781 68.8820768266411 71.0815744251425
"219" "3" "24" "priv" 433.64 470.79217150066 465.288638820599 454.638013063007 418.524817138948 386.363950656201
"281" "4" "24" "priv" 248.31 159.76196963964 312.271488288336 443.137011397776 488.219243194181 403.683722236092
"343" "5" "24" "priv" 0 94.5987878514975 58.7131464727405 68.7508420246961 112.7494398023 96.2713581211968
"405" "6" "24" "priv" 579.85 363.283484721193 246.640843923663 286.753216560361 457.461568833949 393.808381535798
"467" "7" "24" "priv" 859.41 548.912878545625 595.301554980657 807.125343189745 889.709287125672 819.320147274065
"529" "8" "24" "priv" 483.84 403.939393732375 436.462336337455 813.101655401012 538.175807914203 549.956057502863
"591" "9" "24" "priv" 0 133.79848480178 158.274524587682 280.731671560523 238.026455114864 236.466916422917
"95" "10" "24" "priv" 443.28 425.98636343757 305.570407519499 416.724886613481 496.685852262886 474.42360332754
"35" "1" "25" "priv" 0 0 89.8502239235141 113.387526555634 105.709102136038 112.469579114409
"159" "2" "25" "priv" 234.5 56.5617390833 95.2609682869931 88.6432352535708 83.6280165660527 77.0517402841695
"221" "3" "25" "priv" 403.56 230.354347742535 269.618672397387 281.098855036448 289.680022254345 277.207994923075
"283" "4" "25" "priv" 957.65 303.345652128859 277.454130930249 367.633052915248 451.601926464916 478.40965587976
"345" "5" "25" "priv" 676.04 145.837173816344 143.122456406766 120.768562392044 151.119499592963 214.215883167979
"407" "6" "25" "priv" 667.76 579.937564995043 381.222924614459 310.191971817368 387.721337172038 525.615829444829
"469" "7" "25" "priv" 0 609.598825951714 408.701590622017 433.294785674659 630.556395244602 629.555358507282
"531" "8" "25" "priv" 0 347.705999957466 291.567555800765 317.712214299918 550.045271906534 419.513162113358
"593" "9" "25" "priv" 0 128.31026084328 139.124914260238 145.233425778373 259.532021631829 194.6536668148
"97" "10" "25" "priv" 406.6 381.6062607732 436.526600497751 345.634276621034 505.214470059348 551.769449283029
"37" "1" "26" "priv" 0 67.881578898 16.3731349858896 108.440744962606 127.708657770601 119.346301963422
"161" "2" "26" "priv" 0 259.98842101704 101.213951855529 136.206838400912 135.489748993266 134.911848091626
"223" "3" "26" "priv" 0 261.79923678378 114.223987374478 122.462482102493 139.019171292382 153.79207508052
"285" "4" "26" "priv" 1052.88 819.203748104323 276.664364115632 273.050505770366 324.311295651802 381.977774176619
"347" "5" "26" "priv" 347.64 465.377467686809 167.741789054481 139.328821651267 139.526769069779 173.07330171798
"409" "6" "26" "priv" 639.22 608.234526401184 472.46643532308 329.273407976353 286.999558793217 374.244670510983
"471" "7" "26" "priv" 203.37 163.074021108864 369.821272591639 251.730063459558 244.758851324518 349.095726342612
"533" "8" "26" "priv" 395.77 0 377.575101578486 277.186807446031 296.674693546287 465.532803806674
"595" "9" "26" "priv" 380.25 29.4249999786 234.270020580107 216.537596525745 224.189905851227 384.382958658311
"99" "10" "26" "priv" 812.25 336.5150000214 374.581985303244 424.987765670795 352.559463416787 536.969796377051
"39" "1" "27" "priv" 0 0 69.544973656656 22.5500035219797 69.2293609933093 77.7923583457603
"163" "2" "27" "priv" 216.58 0 186.811385479335 70.0477871848101 128.460784828957 139.292158737598
"225" "3" "27" "priv" 0 157.932 318.686745073461 123.264634492519 136.92774433195 151.852246127322
"287" "4" "27" "priv" 219.22 893.952 832.555822419419 292.088006015411 283.325270453903 326.7972538475
"349" "5" "27" "priv" 616.87 311.383333333333 359.097541080787 188.52166980081 141.850578631741 132.079055950981
"411" "6" "27" "priv" 452.06 366.806041666667 361.263623810009 300.37973608589 211.205651641725 191.253992299655
"473" "7" "27" "priv" 232.84 235.490196428571 183.154142290819 243.671353693832 169.318743308035 159.498191176367
"535" "8" "27" "priv" 500.55 423.064285714286 76.1942233277846 451.422400821181 332.476745524919 343.656790529812
"597" "9" "27" "priv" 0 289.169142857143 49.9659428527406 185.982090924508 169.045658882486 166.187509552349
"101" "10" "27" "priv" 899.67 770.445 273.074700008988 376.511155945369 409.443991972488 355.704747571535
"41" "1" "28" "priv" 0 64.974 0 118.633891934791 41.3093393252248 100.844660342665
"165" "2" "28" "priv" 0 64.974 23.6898 103.84642740482 39.5040313293208 59.0773970984795
"227" "3" "28" "priv" 0 108.818 265.653 397.832289918088 147.227486329411 170.51354892204
"289" "4" "28" "priv" 0 338.515 750.7678 754.255687032522 285.671032049535 268.268411773644
"351" "5" "28" "priv" 0 252.87 148.43590625 161.918805895738 101.613461353126 74.236021335781
"413" "6" "28" "priv" 0 593.958 439.166590178571 433.623222868989 354.94270911281 251.755035313227
"475" "7" "28" "priv" 0 289.869 268.213403571429 132.750752372827 281.629532462654 201.334269642297
"537" "8" "28" "priv" 0 120.132 136.235725714286 24.2825267409972 130.659227108024 100.079897991879
"599" "9" "28" "priv" 281.41 450.099 608.988574285714 148.325765825836 420.531442000352 374.380439909056
"103" "10" "28" "priv" 431.62 539.802 462.267 163.844820005393 225.906693567222 245.666395183493
"43" "1" "29" "priv" 0 0 77.9688 7.10694 137.924430962758 49.0296147914985
"167" "2" "29" "priv" 0 0 71.6298 93.90978 181.657543418318 67.8706646964156
"229" "3" "29" "priv" 0 0 83.42265 192.31107 232.488040030305 87.0189007062533
