"vol" "age" "ownership" "step0" "step1" "step2" "step3" "step4" "step5"
"79" "2" "14" "priv" 442.19 247.924285714286 180.800105121446 245.752897222985 221.03517597946 314.411272603083
"113" "3" "14" "priv" 203.23 309.419964285714 171.954072587634 225.485629945315 208.224691386098 293.651516698293
"147" "4" "14" "priv" 415.71 577.752178571429 265.468540438302 372.441979068497 350.534565287189 477.942143724738
"181" "5" "14" "priv" 952.82 1017.28607142857 443.55039151912 808.876524016516 779.290924876165 972.045854297338
"215" "6" "14" "priv" 190.42 520.1945 200.872554566512 519.23104433682 533.728387153929 603.338038266402
"249" "7" "14" "priv" 230.56 203.820375 77.1141824276331 277.826702260391 360.2224325249 437.334021533646
"283" "8" "14" "priv" 503.74 438.570625 201.694390033205 759.702832277984 975.059206106651 1256.36064892439
"317" "9" "14" "priv" 295.91 367.7405 453.295188956723 1877.16989947348 2121.38852655543 3289.57818072326
"45" "10" "14" "priv" 230.27 101.615 89.596147889475 389.302884161167 321.169918329394 610.261061226727
"13" "1" "15" "priv" 423.71 154.7665 318.966725 172.894464279732 343.594190443905 309.326843863094
"81" "2" "15" "priv" 425.6 185.961681818182 147.801264772727 95.8261677967967 128.41590305877 116.706691802186
"115" "3" "15" "priv" 637.73 205.109218181818 227.227163441558 126.314220348487 170.619519092235 157.409315590104
"149" "4" "15" "priv" 486.67 283.6036 375.385500357143 179.328842081044 263.190447822986 248.084442713702
"183" "5" "15" "priv" 190.42 587.0255 713.931697619048 313.342877057412 547.385538880403 528.164462410008
"217" "6" "15" "priv" 424.54 467.5816 659.334702559524 271.176137918316 604.892339126491 620.065492271046
"251" "7" "15" "priv" 280.99 361.9514 387.98365875 160.120624178609 547.551289611308 678.55875638405
"285" "8" "15" "priv" 0 118.4795 115.9981625 86.5001703838186 345.62029365157 410.005195782576
"319" "9" "15" "priv" 0 194.662666666667 189.143329166667 172.502252463711 703.900613382619 801.039774013577
"47" "10" "15" "priv" 216.58 385.980833333333 313.095995833333 303.302408488341 1256.83237519425 1352.65931140927
"15" "1" "16" "priv" 0 509.1135 196.638113636364 322.852158920455 180.499453366651 337.000627947889
"83" "2" "16" "priv" 0 218.00275 82.3845336363636 76.7150697954546 46.0615305101844 61.9623916058337
"117" "3" "16" "priv" 470.47 707.20225 284.200402727273 321.713576641234 171.983735412794 239.388807889996
"151" "4" "16" "priv" 656.02 172.212222222222 192.922625 243.093802414021 110.741348894787 179.54453473313
"185" "5" "16" "priv" 748.7 219.036111111111 306.72687 390.386040166336 172.454108049202 305.437323831329
"219" "6" "16" "priv" 931.51 369.610333333333 545.0934 702.129751031746 295.475582814525 652.996139374452
"253" "7" "16" "priv" 230.27 244.033833333333 342.601455 389.745063530754 174.212134197532 559.439121226105
"287" "8" "16" "priv" 0 0 127.371683333333 124.199246458333 103.625873554208 419.175361509701
"321" "9" "16" "priv" 0 25.2676666666667 77.474875 68.051754375 64.135656400925 263.947212669766
"49" "10" "16" "priv" 230.56 158.825333333333 347.940166666667 292.651506666667 279.922517046021 1156.31061293666
"17" "1" "17" "priv" 270.73 203.777333333333 733.5875875 754.302202599747 866.769370472882 795.46137591647
"85" "2" "17" "priv" 254.52 496.538166666667 716.050739583333 699.429655323804 701.30703124592 654.679774714009
"119" "3" "17" "priv" 1644.06 1480.952375 1475.97451710447 1394.46784923555 1314.00852805222 1191.40735374669
"153" "4" "17" "priv" 1748.55 1889.48479891304 1680.01813505028 1419.3608814352 1308.29557210077 1134.88681827274
"187" "5" "17" "priv" 2286.76 1946.20134147157 1504.11872637315 1363.82865381158 1334.519511989 1116.93950574635
"221" "6" "17" "priv" 1387.67 2209.02043461539 2023.37932035031 1966.60540740138 2034.71964654149 1755.88137641029
"255" "7" "17" "priv" 1237.82 1178.01962142857 1240.30341323914 1336.75888550184 1435.71182941182 1323.95207065659
"289" "8" "17" "priv" 216.29 264.520485714286 294.99452000907 387.79594369255 440.988245663669 429.588148629656
"323" "9" "17" "priv" 260.33 593.161442857143 795.138960234694 1020.88376905391 1244.36199599445 1435.76683963653
"51" "10" "17" "priv" 440.49 313.5005 226.383680555556 336.377438194444 354.974092027778 349.206544280462
