"vol" "age" "ownership" "step0" "step1" "step2" "step3" "step4" "step5" "step6" "step7" "step8" "step9" "step10" "step11" "step12" "step13" "step14" "step15" "step16" "step17" "step18" "step19" "step20"
"248" "3" "20" "pub" 229.12 465.687086736263 295.944943032871 204.185126323251 270.574601749039 121.769023369268 188.545951063094 147.810658263549 100.677843411905 70.7494160537344 103.382790943676 33.6479450402732 63.3123467342103 27.6479510700745 42.8864427926894 59.7080367291213 50.0289422427079 7.22966793829054 108.559027824358 0 77.4995096663892
"322" "4" "20" "pub" 607.21 1667.4415541111 1033.19734540643 708.092289416913 958.526848588676 446.402148402913 662.202221875335 517.649359670986 342.732344692582 239.653368728468 357.829531883318 117.717920232384 218.624315231222 97.3586725704097 150.603242795157 209.867453074751 175.820982168636 25.3920241317741 381.573062009805 0 272.242827488268
"396" "5" "20" "pub" 1556.55 1119.11537648421 826.973709325018 543.071531127558 728.651111813394 351.531048099078 496.294886032225 374.247405657726 210.160038781329 138.427953497298 233.820205234369 80.6482570722626 140.83992214831 68.397911441733 104.627183252452 146.241588995608 122.430169201615 17.6352765153879 265.859344884148 0 189.222033304869
"470" "6" "20" "pub" 2001.06 1097.81936812131 1490.10120218031 851.272729758141 1274.18308402986 715.335448059453 848.610598693045 645.329844155919 312.855295918206 201.143031786296 392.559982498002 144.354491504359 234.163797642439 127.988223840786 192.640724008356 271.185996759658 226.913988398426 32.5727007185553 493.156316831324 0 349.846195992564
"544" "7" "20" "pub" 1687.14 453.313380424886 1299.40958512131 673.183974363983 1071.79256956616 674.820113502859 717.074204572476 558.873847755774 251.321728560969 162.1902111007 348.679063099828 134.96737652832 208.304226068985 124.980198819395 185.388869106664 263.083129478203 220.129523416772 31.5133979278007 478.750787190479 0 338.729714842323
"618" "8" "20" "pub" 1666.31 553.062178150177 1147.08719674615 561.146381798935 877.828935367354 668.038217281848 636.694632481881 522.649511613813 235.552425977686 155.53183783787 376.128294021555 164.422433096436 236.340024320973 168.710972473051 240.527652957454 349.437061687287 292.760357903024 41.6799679715063 637.824683018294 0 448.686925862786
"692" "9" "20" "pub" 389.34 645.812946092742 1181.66057303275 636.18760516583 866.237727621328 816.305711094671 799.914154297668 659.089297847572 414.822072952932 272.246043221676 637.521455397635 336.250312189873 467.464088166051 382.956429379428 515.60343379278 773.957844067561 650.408021015266 92.0617107360501 1420.26962008011 0 992.534651011025
"100" "10" "20" "pub" 1030.95 778.898290748605 1129.2862817768 1050.27660039595 1113.90752605816 1549.81161876822 1915.90695275913 1385.47366001449 1630.79204254447 1028.58963244135 2019.78525547332 1303.41462463347 1818.75088312967 1573.68025558894 2012.45905333162 3106.38162794247 2618.86856676257 369.150169061892 5729.87777916867 0 3983.89270777551
"28" "1" "21" "pub" 212.84 139.24331690868 310.808927723668 241.321918284995 100.840615713707 338.29179616303 231.873457921775 230.631132483036 243.672370405884 265.923850310443 219.633334117834 262.445403313321 79.8545348434255 166.290868443335 64.4385843213207 101.31838377656 141.217643232713 118.528401824561 17.1909584714463 257.005161623549 0
"176" "2" "21" "pub" 0 171.034843241743 264.62313442593 158.549014146883 92.399426966833 189.886406879163 110.802396187786 130.878258874108 123.302736731689 117.161335847911 93.1210271802458 116.585400057513 36.0727320407676 73.2453706499096 29.2340553262373 45.808547946762 63.8225629002992 53.5441543019286 7.75870200522811 116.121698064659 0
"250" "3" "21" "pub" 849.7 359.204168674238 668.726325042356 409.138571106847 259.08726363777 435.552538035609 231.520879756589 300.934114452404 263.349364052959 222.488280742407 170.597523559611 224.171229611812 70.6074336320036 139.689181801257 57.5471214269587 89.8332983847971 125.152695706359 104.951899743872 15.1928375737987 227.657171074976 0
"324" "4" "21" "pub" 1639.45 653.928784618259 1258.01910123402 802.468097983197 547.04928333039 737.042350440254 343.218199022039 508.839851481484 395.918998268574 257.786848434742 179.146461188657 270.523865699126 89.3905876167098 165.0484971889 74.103495043754 114.507034878953 159.608680074778 133.705897473879 19.3049081788973 290.189848453599 0
"398" "5" "21" "pub" 657.06 1032.70482052409 1094.63262981833 821.181971728628 534.520235213301 734.509271949618 360.44447105791 501.106031815248 384.271584722914 226.781487459549 153.234079937311 249.807697115086 85.349404548341 151.19398210517 72.2169649478127 110.651343835043 154.673628712921 129.515817336939 18.6643575552197 281.219871903729 0
"472" "6" "21" "pub" 641.38 1735.52104097977 1073.12935293807 1166.00825483332 695.577257778021 1005.59599776369 542.360768569093 675.898404584705 514.385942870817 263.734571149581 171.807249291184 318.079270843394 114.717781897369 190.570016467608 100.575903300261 152.018998283938 213.658571291175 178.813896353394 25.6927626481392 388.533662661903 0
"546" "7" "21" "pub" 1400.88 1832.43195671516 765.669188981414 1373.88994599045 745.722738822069 1147.65642009738 693.168067233301 770.885280595114 595.880928378892 278.648588339321 179.816942156566 371.983472985758 142.279063174581 223.207697217801 130.705917228816 194.231885365186 275.404808997288 230.478660835694 33.0134911326883 501.204249348543 0
"620" "8" "21" "pub" 1001.42 1178.78605677503 370.961601259585 909.742730554923 463.096468397349 726.251512826888 501.999816410228 509.801615941094 406.375893393396 188.282811906736 122.70332250785 277.901364140823 116.934575372203 173.233308012424 116.164102644231 167.19007466681 241.459651558847 202.270257771913 28.8439631779164 440.482400115716 0
"694" "9" "21" "pub" 1187.89 1015.69393436878 495.358561847507 983.318230767464 520.712717084177 756.843004980778 641.794868065905 640.764169469014 517.022069169021 308.824562748474 201.186610430447 458.312056119911 233.372953336284 329.489140356286 259.380272792483 351.860316579159 525.574423418234 441.562998293827 62.567241279467 963.9108701728 0
"102" "10" "21" "pub" 1651.31 1519.65107719425 1269.67117672912 2061.73126460329 1524.42399305638 1791.36070086359 2141.20707577538 2475.7211403038 1854.58011200585 1878.78766306084 1193.26344963029 2423.78024011326 1500.91093353832 2094.29193775731 1791.82358296813 2312.83011628279 3551.75733410739 2992.64801606399 422.160777977199 6545.37506658053 0
"30" "1" "22" "pub" 0 212.84 179.338370408483 372.843531497922 278.489965941666 122.501465031702 382.806150655959 257.848445935044 261.312429299857 272.577766126577 293.389540575032 241.463345453427 289.776079121846 88.3109294215429 183.461504549746 71.2918136990619 112.057108973494 156.179326042368 131.080556056101 19.0098017322254 284.227133522045
"178" "2" "22" "pub" 431.77 28.4559953758571 30.7352384006465 51.3365031333015 31.0419684660539 18.7822040149223 35.3538559778363 19.8717107403053 24.3919731409647 22.3047627998327 20.2646763509922 15.8976500200099 20.2580486401929 6.30979599128229 12.6887918292789 5.1244829531386 8.01844345980592 11.1714221027747 9.37078260838329 1.35735119712529 20.3240769305335
"252" "3" "22" "pub" 1108.35 807.559427727451 447.977799190459 804.555639680548 494.772013405649 313.673602118763 523.649079338425 277.81836364989 361.535021971636 315.014523638753 263.596175577289 201.602280906824 266.186755435202 84.0192052450154 165.753717439035 68.5489713658565 106.952180396457 149.016275522978 124.958597822082 18.0867624339799 271.062289819911
"326" "4" "22" "pub" 939.84 961.675466034312 461.818509583615 798.222198733276 515.567174972442 343.257594594193 489.28312682939 238.020157617982 337.300225971106 270.516632383574 188.9624248402 135.614005728361 196.666020705448 64.227559632927 120.733358219338 53.0907931916229 82.2172136789073 114.623049152121 96.0481419709551 13.8760580564434 208.433462915073
"400" "5" "22" "pub" 1702.28 1172.18330790298 1044.36598237219 1276.62606486754 935.122221153307 612.605400402974 840.898673782268 409.899104848925 575.25707917435 443.300024999287 268.033156908862 182.637210608994 292.306643818945 99.1829982488969 177.292759966159 83.6292677196383 128.336399413811 179.32168796765 150.170469743891 21.6488478186715 326.040750049783
"474" "6" "22" "pub" 1215.96 531.54877877805 1038.29156413455 795.059005299956 754.694442635215 462.971281376765 658.754227293524 345.973700192364 445.582429354999 340.759527858043 184.529831771321 122.215291852314 215.585129813387 76.4117785560343 129.767664927008 66.3423141951347 100.653205120673 141.284000467479 118.267658152209 17.0082333889392 256.925170531773
"548" "7" "22" "pub" 1554.23 995.847236561642 1808.44635488696 947.121787731387 1280.03803401533 728.677592647706 1085.09386503091 622.38848730024 730.614487771719 560.959205575058 275.516912661164 178.805201934165 350.099251978403 130.649299918138 210.351138979648 117.857649206899 176.238105920506 249.105557426047 208.48831668436 29.9005463579526 453.242710401382
"622" "8" "22" "pub" 1455.52 1506.58860237081 1823.07403138284 699.097898741052 1411.09437746195 746.069211800962 1150.40540716124 756.345440186886 802.969561605455 630.789239170808 302.671206764946 196.276432572164 425.751536171739 176.700716481427 266.398094662829 173.356289400875 250.024809555983 360.588196053476 302.108743691126 43.108633751974 657.818787970862
"696" "9" "22" "pub" 472.22 680.5917268547 695.88488918566 290.645630056461 618.01698108546 337.825151637025 492.525941828078 403.225600230324 418.711112897146 330.569797201526 209.051275649708 135.004513425086 295.486831007813 152.522088500871 217.140322787103 169.654298775224 228.807900431927 342.749004149432 288.097041480454 40.8107149039825 629.031085725381
"104" "10" "22" "pub" 478.2 2344.6394583942 2108.2672604546 1536.09174025856 2608.51282086293 1797.06649637499 2204.21967210237 2466.99898929804 2787.78567881277 2111.96852024654 2002.40479890049 1274.99406749866 2621.47370330703 1591.15562800387 2222.67264663985 1887.29411949255 2446.94463304844 3748.29148111567 3157.42969179044 445.583050358706 6904.59453213326
"32" "1" "23" "pub" 0 32.6138196312833 73.0960950674746 62.1010482091855 128.158888571792 95.1747489607033 42.252538619172 130.272509681171 87.4504949941884 88.9465948971372 92.544049388246 99.3272092644035 81.6886134881748 98.1222214880903 29.9135879761981 62.1122848766864 24.1510165821739 37.958044134339 52.903610596512 44.4013423271062 6.43912832857076
"180" "2" "23" "pub" 443.28 416.279690806307 269.195263401623 199.37291617592 389.529840711338 272.024947611365 135.868808159783 348.147564356272 221.895295359942 238.367456181361 238.268742360391 243.897378698152 198.164831986123 241.836551438664 74.1786815034819 152.649057710292 60.0001258719094 94.1785119966019 131.251916027251 110.14085536225 15.9672533844248
"254" "3" "23" "pub" 0 810.277235218941 535.646725222606 293.021515416106 521.257513891896 323.403390597793 206.75344756673 336.173308755479 176.067929031111 232.031791937356 199.647408207425 162.99168864702 123.695030627144 165.243263562417 52.393836965402 102.70835043944 42.8235316763331 66.7464649524015 93.0060581701317 77.9832398786227 11.2845738818851
"328" "4" "23" "pub" 857.33 1201.94869112861 1031.16955885042 586.096437225411 947.618070027281 619.120730381642 405.144085665161 600.156136666767 300.314398300731 413.287479622677 337.80032908856 245.505133971529 179.22641323373 254.527266631111 82.6209229047471 156.779547137892 68.2100651112984 105.746178187078 147.451363549809 123.575710790046 17.8584331881399
"402" "5" "23" "pub" 1103.34 1147.55594731017 846.31870226018 702.665508084789 874.517535768216 639.361418595695 417.074568344154 580.05270706946 285.242140157973 397.003057187117 308.63714773769 191.480922722369 132.030116673458 207.692421070084 70.1132344516443 126.274526120229 59.0210838926305 90.6603249264261 126.673404141133 106.092239837608 15.2983869491171
"476" "6" "23" "pub" 1335.02 1346.26701660154 792.647949098827 1022.72755115699 941.711939767683 812.979943262282 509.862425833664 716.991046787816 368.045074848708 487.351882268345 374.287089993369 211.762195582254 142.042174254947 241.265666280129 84.2618234343839 145.746403639152 72.5191827524609 110.40083815448 154.778432435856 129.586091652804 18.6504750071434
"550" "7" "23" "pub" 1403.22 1596.77307325639 984.909015945211 1706.23366418665 973.522215756492 1231.71205965642 708.84600011868 1046.83970081158 598.372490753867 709.336010456739 545.814649901954 274.838076814464 179.442754967712 345.985196106867 129.554850445292 209.318560279432 117.472518683462 175.149879723424 248.032680593752 207.639144327495 29.7721117612873
"624" "8" "23" "pub" 265.03 977.08313207105 782.410806254648 1165.40314337269 549.176232063367 861.986070241584 476.442428461641 718.15946276233 441.089495371829 494.805593498208 383.924912976864 189.368357641903 122.900747073724 251.929552169662 100.36032568036 155.874682957551 95.4747368548245 139.332801350743 199.624270823364 167.212126258245 23.9034747441902
"698" "9" "23" "pub" 423.36 1053.8126313925 1206.62683109918 1399.25148607924 567.070946446064 1137.82783827852 618.346698804303 926.833205235408 665.473805460347 709.223649898187 555.098367936246 313.08442577285 202.103848716167 434.496021046448 205.337989054989 300.132379603058 217.854052321798 300.666395046016 444.445686276517 373.190265542462 53.0038093513135
"106" "10" "23" "pub" 371.09 775.7587625832 2719.90905279984 2501.32673009302 1679.03681699587 2933.75885241399 1962.83899842671 2459.36435787372 2654.4388757213 2975.10648405287 2262.73730240926 2076.16461088506 1323.21546897882 2732.49184020653 1640.7547475835 2294.66420723627 1938.66368625311 2519.41056152849 3854.16257738567 3246.19898402336 458.212353403928
"34" "1" "24" "pub" 241.77 85.646576246832 99.9981110321764 95.8691456080112 75.7816713068825 152.156786858334 109.663064086396 51.6028727420299 145.429448138129 95.3429109941185 99.4231737551934 101.562573852867 106.719984286926 87.300795308525 105.598817106134 32.2802907149677 66.7608494501762 26.083294833143 40.9711518472569 57.1014815392163 47.9212312369835
"182" "2" "24" "pub" 434.92 282.499497189348 474.031004530872 330.160906158064 222.668226821644 425.399284315471 289.536021137964 153.423137194655 355.17169117832 218.915472549531 243.527557868062 237.082355643785 234.529852663669 188.838672332293 233.278291903294 71.8928651840593 146.932658172064 58.2405737478005 91.3227683548082 127.269690377487 106.786622328649
"256" "3" "24" "pub" 902.17 223.790229489758 640.005333592783 463.095472344513 265.980765110282 462.592838582895 297.55848347052 185.402364764667 312.862474903282 168.133972439756 215.450748212615 187.915397632275 156.533198149644 119.77989994497 158.751523429912 50.2441668366959 98.8219526710759 41.0779467510754 64.0389621850452 89.2547134394703 74.8428370959127
"330" "4" "24" "pub" 2798.96 720.567853112643 1182.32687499284 936.242732887847 573.766707712252 889.197365704711 589.451536046689 383.934665217484 570.389950368624 286.853318048235 392.458126334305 320.670301824855 231.959018972601 169.227917368806 241.184725984856 78.4499414515413 148.512491727344 64.8634128992252 100.498244272752 140.16604768394 117.467344419676
"404" "5" "24" "pub" 1171.96 705.846249484409 807.075125027167 611.357455215661 476.58307404903 614.56884364396 443.329981014154 287.485799698597 409.72952843955 204.306786533056 280.72276600674 221.886766000727 144.566454715803 101.760396239562 155.028598940641 51.7926946149781 94.6670265566597 43.4231428178004 66.8437861184118 93.3733262138499 78.2183584866497
"478" "6" "24" "pub" 1252 1315.44113917018 1364.47435079552 888.785541913757 1015.69840858242 971.135676377457 830.537218774991 520.88079770699 735.390699290108 378.856280604636 500.876777902115 386.552581099584 222.586005907821 150.405981390842 252.582840176755 88.1114774492767 152.999942502932 75.9207423438158 115.521418803974 162.049750623322 135.68842273972
"552" "7" "24" "pub" 852.38 1348.11038078878 1563.06361232085 975.369598743523 1510.66502892329 997.649494316824 1125.66915680766 662.80713294128 965.65726779849 538.741951098505 656.226192356766 505.127052452273 263.72225111756 173.691941501129 323.217120683399 119.344590031033 195.978500790243 107.233644469901 160.397880050357 226.826036694461 189.907126638884
"626" "8" "24" "pub" 668.17 561.294930064207 884.462102542595 639.873594894675 1001.43293660055 519.734186305321 738.337993806074 416.350190159887 620.259802852799 373.525184781837 428.578345371813 331.41568627269 168.084266889324 109.353586150127 218.589680583526 86.7293576729458 135.960681030983 82.2634725618022 120.010191703132 171.985467087639 144.086819009623
"700" "9" "24" "pub" 264.02 435.862199652408 1174.13382278101 1327.83947291202 1630.34293031454 784.046463801807 1370.13148888116 789.908955192598 1133.80432473621 863.415235773913 951.875706780007 735.793287618656 484.898392569497 311.620093664838 649.783844863381 333.197320882903 481.613518875567 368.047809780038 495.769645685618 742.960585496326 624.67003156103
"108" "10" "24" "pub" 588.31 522.610944801437 1168.79966238419 2973.33607932193 2865.28025057912 1755.11906009322 3133.13505597439 2031.63408438181 2614.29481229449 2670.29888717641 2976.32060541238 2270.75399760229 1994.82057472716 1272.53071609891 2635.5745563281 1557.4472951616 2184.01237822296 1829.0359597954 2384.87595097865 3641.34290084429 3066.43120648287
"36" "1" "25" "pub" 211.06 116.775344 52.0528169150977 72.7720832543607 59.425769261688 43.7865535738549 86.1121494078252 60.6437516541439 29.9657625952719 78.0267674187461 49.9947376474938 53.4025507330206 53.579443273852 55.0862118372593 44.8116426408885 54.6083595883986 16.741583288303 34.4784136433078 13.5400473468647 21.2551049428723 29.6226654191457
"184" "2" "25" "pub" 623.25 601.247754666667 282.669409811216 489.182964551871 361.079121108843 243.225798066702 462.01282912273 315.646455132401 167.534960121297 385.794408701539 237.483082043075 264.484825584749 257.032408497112 253.547015472498 204.024353778055 252.334326171689 77.8093999609775 158.906311339294 63.0512827266746 98.8520301089683 137.766098927463
"258" "3" "25" "pub" 1107.82 934.180597333333 278.983301270163 594.747830108613 438.128170516077 264.810419850624 455.297898909449 299.224015581256 181.95955035139 320.58389117535 176.619342157843 220.457201945784 195.510045548564 167.337923004656 129.267147935753 169.373449381605 53.4091138815829 105.642766327896 43.6300298901019 68.0650186538682 94.8761199356169
"332" "4" "25" "pub" 2044.31 1722.00458666667 486.660625621268 851.411376748177 656.123026160685 407.678662002983 634.8009844875 421.819431183343 271.734498747664 414.477053519705 211.924896553271 285.108565920441 236.150788982995 176.025696932853 129.900022449862 182.198943379334 58.9449651183512 112.46499107747 48.6466605761876 75.4567157307017 105.23613109482
"406" "5" "25" "pub" 841.38 1594.11742933333 602.817509779638 826.243513637166 633.357867186847 450.437638126676 620.410778180998 434.524841341372 281.360021508357 409.993573242489 206.187174611939 281.393166225418 226.087717807391 154.839027595972 111.01909662476 163.837952587046 54.104124216553 100.471090055447 45.1192600536118 69.6348970477891 97.2256403226582
"480" "6" "25" "pub" 2652.87 1436.19106352941 1266.36926546398 1375.0831167035 938.874710417378 994.473614758833 987.795249860738 830.489575026124 521.096769157104 741.373969178675 382.971046465242 505.708784002456 393.075229980799 232.608271708079 158.941177559694 261.692735678394 90.7762264488416 158.968375618611 78.0562925514377 118.879449383344 166.753473840042
"554" "7" "25" "pub" 732.8 759.070061176471 951.499714051461 1074.14139212864 689.562190269786 957.415219483157 712.614451645222 735.491932040612 441.287538647562 636.866647459816 348.021722651443 433.764451808582 334.3325621628 180.534197088845 119.9603310161 216.123809761489 78.7396355679122 131.298826613536 70.1271550806616 105.232986055931 148.608962618255
"628" "8" "25" "pub" 483.76 831.900444524887 1064.02139574497 1362.54284946654 933.762409712029 1385.7071363974 863.598995169594 1047.89728422598 611.315740573905 892.620985601441 523.734958261988 623.398448690702 480.78044464456 258.641816007622 169.557812238177 324.406401023845 128.853321256783 204.758626828572 122.465067198332 177.957092455819 255.649021350342
"702" "9" "25" "pub" 912.76 622.717300102564 671.92381288267 1444.24346796604 1720.90686615284 2094.36422922101 1089.77325924327 1827.1157747357 1086.0224255646 1520.37429307954 1219.52295628253 1358.58530496118 1045.26439902431 745.628157998278 478.300238054628 989.466473211266 528.47980848381 758.210285154469 594.808803004371 792.875598844078 1195.32923656238
"110" "10" "25" "pub" 744.19 556.455418666667 544.672148459533 1268.00140543508 2810.70986921382 2796.30072851876 1659.18340397267 2954.49693907906 1891.15273273285 2462.8784106227 2441.93008332517 2719.15670012767 2076.94696007761 1784.17168235394 1138.72817770208 2359.54754921693 1381.63182177689 1941.0603133414 1616.74540157176 2112.04110677663 3221.26264992928
"38" "1" "26" "pub" 0 130.104439430583 96.5668609640134 44.450513614422 71.1554328311265 54.4253195972595 37.913625304196 72.9973150592516 50.4756746666432 26.0501987266328 62.9951120373783 39.4324646253101 43.1570650451858 42.5015644615891 42.669675300969 34.4970711073566 42.3941304445287 13.0401309916994 26.7271854035363 10.5580886002092 16.5619995039731
"186" "2" "26" "pub" 231.14 641.517617685582 541.635109743755 229.705650154855 402.083136101902 300.470262145629 200.54413285782 376.035402062277 256.41294289709 137.942210176363 309.509809770017 188.853941320634 212.225136838795 204.672090726747 199.715533114135 160.255835980233 199.025209411713 61.4760712723518 125.247945901288 49.8489392887146 78.1226783515496
"260" "3" "26" "pub" 1115.35 1168.25986373145 1011.7968978549 334.355197256896 641.810551372422 477.805797743589 299.51736419886 519.712139066609 346.595170106166 204.573114911861 382.141620962162 216.716780362386 262.511932895698 238.068250331775 211.425679107555 165.232647689237 213.129632893668 66.8251141360853 133.282095443403 54.4886856008798 85.1077931868015
"334" "4" "26" "pub" 2029.74 1374.06006279704 1275.26680892193 385.194582582857 676.146940881078 514.44371941586 324.935714197639 508.328390731734 339.722632589946 215.742123398679 339.668475826438 177.095672431928 233.546068847836 196.456332328372 151.217362069745 112.925754374793 155.824033640772 50.1347576523206 96.4311984681834 41.3010085090971 64.1352040849848
"408" "5" "26" "pub" 2895.56 1395.32916610332 1454.02633973533 560.152941600669 801.882464798457 604.322408933899 440.344125607849 595.848914775176 422.657134291645 271.448380160544 400.827523149931 203.942030025501 275.030033831875 222.346182644046 154.04534200388 111.069892043262 163.02196967456 53.8080536435847 100.099032126745 44.9159475684756 69.304748939157
"482" "6" "26" "pub" 2550.5 2141.92492034456 1746.9638193069 1219.03168983714 1409.88519729611 986.97865232846 982.9944174271 1015.0030797606 836.752907561451 525.557402467078 753.750110711318 390.066433866521 514.833387402688 403.076722782502 245.241621181228 169.392155990657 273.375641952058 94.2218905061179 166.503299714438 80.7899026928273 123.195083412408
"556" "7" "26" "pub" 1067.93 1005.54835437173 691.581762365242 716.289311694753 804.683810854764 536.817104505188 663.675221406669 552.469934476549 527.602654839798 321.8044785501 462.132699216799 248.807378701781 316.083032793477 244.585218044836 137.802180377868 92.6482221852646 161.251409690652 58.2139659702861 98.5107891069738 51.6053389616308 77.5191354758907
"630" "8" "26" "pub" 583.81 597.070914508347 713.635498088856 896.438269635613 1098.82333783322 763.206493919527 1075.36813236853 721.80425979439 831.008737674125 492.283161969543 711.679817047584 419.560865511488 505.369901527023 389.528066917512 218.699793164701 143.728055374885 271.397731322344 110.496338233102 174.976184063126 106.937761025541 153.747605937486
"704" "9" "26" "pub" 1253.21 678.809625216868 763.846228267683 919.773282606448 1433.74488829176 1373.66375154975 1783.85342532583 1024.58259540483 1490.27984436706 886.722643723247 1252.59761626766 917.429191240129 1045.68501347651 804.340805286812 541.118410172747 348.945442348645 706.440551293833 357.929529606412 522.963103510979 393.009175334651 530.134808689386
"112" "10" "26" "pub" 495.48 1221.57503581053 879.340674751387 896.278561016348 2018.15423973917 3629.79648986084 3829.05384130551 2184.81796886858 3825.84230100607 2401.30628591595 3187.68721501071 2996.48524191432 3337.01842734092 2553.18476647581 2106.48440350717 1345.81492290567 2787.72968967587 1603.34414798804 2261.51916626133 1862.73515241797 2442.42094241837
"40" "1" "27" "pub" 0 19.29700916689 86.0840026896961 69.3607931930441 30.2898890972313 51.357266805213 38.6914618669623 26.2210816315927 49.6431100258275 34.0258707718541 18.0288259396592 41.5885878058939 25.624821343087 28.5071446511153 27.7126940961041 27.3409174549635 22.0034247205018 27.2143987115909 8.39243869621142 17.1382762340341 6.80122258448195
"188" "2" "27" "pub" 831.63 452.704128332925 871.317407677508 732.064829414448 289.359296052669 515.675972990855 385.842312668478 253.860052928704 466.940972621526 316.974244276094 174.231426263906 375.089390880818 225.493410896317 257.285052929465 245.006509570681 234.742310324321 187.448637014603 234.444678981716 72.6240839477032 147.363010902521 58.9524371215726
"262" "3" "27" "pub" 197.88 638.999340689821 646.135776681949 567.439868464115 191.639192962335 353.847943972959 264.937230502682 168.400969554151 290.257664331076 194.596539539742 114.44222648303 214.854755034228 122.213045847514 147.554157072515 134.017628244698 119.234881978362 93.2526773584596 120.216940896797 37.6911085034531 75.1884146673378 30.7369924254819
"336" "4" "27" "pub" 2094.51 2459.22843279051 1715.98033994398 1596.97739481187 521.604132566935 898.720918694085 677.998428165967 440.320840935272 690.027095674495 466.281252625705 290.139003102851 476.605869964772 254.852699794346 327.472264428968 280.845419271773 224.432220584569 169.862467209275 230.194769278382 73.6168921328753 142.874272421338 60.536124189654
"410" "5" "27" "pub" 1371.22 1150.46259460576 683.341922565676 654.186378358245 261.473634697042 380.26792848366 283.339052644993 211.289766750433 281.912904588906 202.35503721041 128.820007432216 193.141367794688 99.4787049792134 132.488726988904 107.887703448713 75.8349433427552 55.0335710439058 80.1946326688617 26.4355451079794 49.3141938532339 22.0776676191182
"484" "6" "27" "pub" 2381.51 3337.09929484028 2222.80476477331 1976.52719018772 1144.37468028184 1413.02401882191 1010.55077852344 929.773450058315 1024.25123934066 814.475358005945 513.563208771945 743.921774334596 384.499689214077 508.935134796474 402.33866920113 254.550411663001 178.295309836687 279.663935507585 95.3513595638435 170.874745977443 81.2802718291716
"558" "7" "27" "pub" 426.33 1206.15236591005 1061.84985794017 843.558633769503 710.727203011388 819.86454292572 564.020825507251 638.692571668141 573.861151493559 522.092412217855 321.581920421075 461.988468020572 247.609659194231 317.634559773848 247.055211005771 144.610150835041 98.2590526673192 166.652229203655 60.0643954763464 102.576326521225 53.3176624944246
"632" "8" "27" "pub" 704.77 982.707787700022 893.492600171388 762.118107888922 819.919070683202 983.969190367231 698.165255242132 902.872273157364 669.127039620594 717.163376395762 431.507615167384 619.960338930342 362.41720012771 443.436426879192 342.533996419647 199.679222018601 132.315571606295 243.40796252666 99.0689361213223 158.14165129964 96.0108319080092
"706" "9" "27" "pub" 728.97 979.272165101273 786.181514026858 851.794166416965 1027.3604832036 1511.50344043511 1482.68179014457 1871.84983813484 1129.01156033007 1597.67824482895 963.373458729135 1346.79027706933 1005.89700733131 1152.26574037537 885.228290687106 615.717385648816 397.089151374691 800.50132095111 412.443475506399 600.796103867448 456.581476102285
"114" "10" "27" "pub" 572.27 996.796880862467 1387.01181352947 1120.63263749517 1204.92241744376 2430.13877650326 3835.70286473353 4194.91915518118 2396.56726197329 4061.70766412768 2527.7423076888 3389.04917016476 3070.3037612722 3429.88079210415 2626.13387805438 2112.27755614957 1350.95013716826 2791.09913127364 1583.80176494387 2241.99300425578 1829.8953137258
"42" "1" "28" "pub" 0 204.21136703628 129.817789470713 297.171366456797 246.811352991306 100.334008963402 176.272458192435 132.147470099928 87.683792029044 162.648289859441 110.726461881697 60.2113598299199 132.307585487001 80.141820527174 90.7346807281646 86.9516473167194 84.0718320773249 67.2990315207159 83.8764455955393 25.9459380552375 52.7528064412818
"190" "2" "28" "pub" 458.44 486.216124996658 362.519861492373 590.234170333947 500.428571145263 191.788704025482 344.061751815884 257.468990775271 168.309823886809 305.993029264956 207.268433183008 115.306606438648 242.42992966054 144.461922358622 166.322890081285 157.18926715213 148.915556951602 118.552505947711 148.935450518307 46.2189712242805 93.5460281104642
"264" "3" "28" "pub" 427.85 408.451554506393 520.089977445036 529.483796284641 467.309723493705 163.783047058213 293.130850186106 219.898795035768 142.187914315031 244.028181647451 164.648357377097 96.0995874703111 182.797740490424 104.670104744252 125.496804400052 114.498205087713 102.548085330116 80.3760823648661 103.350916311352 32.3775164938369 64.6705491092584
"338" "4" "28" "pub" 1741.72 1771.64261173745 2180.27523298541 1589.98367570253 1467.7453192409 490.884136134902 843.740925550135 634.976900233414 415.666545654047 654.368077055232 443.634269998552 273.578805101736 458.16792977035 247.607512663255 314.732431919183 272.249522879487 221.154801866224 168.31074776837 226.332526445455 72.184424091933 140.652464189636
"412" "5" "28" "pub" 1312.51 1226.59032157816 1317.04661191305 858.539405701193 795.720084094337 336.848158398763 487.4449468561 359.895287486067 276.35239133167 363.184969216075 264.346132305895 166.442564083948 254.430524076706 132.979516784107 174.474390170092 143.370398462772 102.639098017529 75.0688559011483 108.395809025008 35.667437562135 66.7794889641074
"486" "6" "28" "pub" 1564.68 2079.72566300139 2722.17409852969 1824.95731611073 1623.62385578422 932.625694872168 1163.78731131244 832.900027650185 767.583954704175 842.549619625436 672.706913099232 423.359555981288 615.108767251378 319.272735748051 421.211837439319 333.510514871068 211.931944200246 148.666381619576 232.955211848941 79.6249359801542 142.582359014205
