"vol" "age" "ownership" "step0" "step1" "step2" "step3" "step4" "step5" "step6" "step7" "step8" "step9" "step10" "step11" "step12" "step13" "step14" "step15" "step16" "step17" "step18" "step19" "step20"
"433" "5" "4" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"507" "6" "4" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"581" "7" "4" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"655" "8" "4" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"729" "9" "4" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"137" "10" "4" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"65" "1" "5" "priv" 1162.4 316.803333333333 62.4449617866548 2959.03475060412 0 1501.74149730903 1736.69729081855 1968.47832187053 2215.61992058169 2463.11783517809 2705.13118009947 2924.02456074209 3136.54122693037 3356.99527587915 3649.89099306062 3953.23224777609 4206.73001697904 4347.94750944774 4482.44849519437 4602.56063336749 4620.95065294695
"213" "2" "5" "priv" 1269.77 475.205 96.7036966483553 4723.3902389933 0 2336.4838997278 2702.03977579997 3062.65619898977 3447.17135514435 3832.24088522453 4208.77724979948 4549.34242732498 4879.98639625206 5222.97973892895 5678.6814217552 6150.63478991871 6545.03919135593 6764.75236975866 6974.01567390098 7160.89209537982 7189.50419988653
"287" "3" "5" "priv" 713.47 167.331825393253 57.9600376257468 3970.28060486353 0 1480.50871128003 1712.14251755085 1940.6464486181 2184.29376772541 2428.29236484762 2666.88393739467 2882.68243364961 3092.1943743849 3309.53147300705 3598.28600337117 3897.33838415814 4147.25200528903 4286.47285532192 4419.07216181405 4537.48606141956 4555.61606863903
"361" "4" "5" "priv" 684.41 216.109841273413 7.93130393924316 1364.26440553905 0 201.201118787341 232.680150700883 263.733832606129 296.845500791818 330.004907656156 362.429499935788 391.756513379417 420.229183991941 449.765293481606 489.007031217781 529.648246721562 563.611505288448 582.531617390271 600.551861792329 616.644309542942 619.108177339455
"435" "5" "5" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"509" "6" "5" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"583" "7" "5" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"657" "8" "5" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"731" "9" "5" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"139" "10" "5" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"67" "1" "6" "priv" 1584.27 586.080454545455 165.601742424242 32.7796961143138 1559.71535204702 0 788.813585128097 912.227849272065 1033.97451898614 1163.78957095278 1293.79178350025 1420.91313867246 1535.89036521572 1647.51812116163 1763.31511353275 1917.16324328916 2076.4980576218 2209.65178914302 2283.82852110164 2354.47730117476 2417.56811041158
"215" "2" "6" "priv" 764.4 713.791318181818 227.025640331801 46.1531199665433 2253.820565328 0 1114.89110481042 1289.32200698421 1461.39596927845 1644.87359876756 1828.61575674688 2008.28617671047 2170.79236264037 2328.56448332948 2492.22930755711 2709.67474028161 2934.87492767092 3123.07137058742 3227.91106934989 3327.7644414954 3416.93555028405
"289" "3" "6" "priv" 810.32 1356.57056060606 428.149332850696 97.0188731209268 5346.07674591091 0 2383.71282409452 2756.65792755441 3124.56373364054 3516.85135389385 3909.70455400669 4293.85210198671 4641.301353061 4978.6288514584 5328.5553498234 5793.46843800729 6274.96171780135 6677.33848131972 6901.49287033227 7114.98615473049 7305.64003531229
"363" "4" "6" "priv" 0 762.961666666667 225.007379629213 44.3295284346702 3038.79869339064 0 1111.79704179875 1285.74386063904 1457.34028061573 1640.30872015398 1823.54095405889 2002.71274989829 2164.76794615136 2322.10221521461 2485.31283429453 2702.15480909605 2926.73001744748 3114.40417468923 3218.95292070062 3318.52917822569 3407.45281797613
"437" "5" "6" "priv" 253 410.646 129.665904764048 4.75878236354589 818.558643323428 0 120.720671272405 139.60809042053 158.240299563678 178.107300475091 198.002944593694 217.457699961473 235.05390802765 252.137510395164 269.859176088963 293.404218730669 317.788948032937 338.166903173069 349.518970434162 360.331117075398 369.986585725765
"511" "6" "6" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"585" "7" "6" "priv" 740.17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"659" "8" "6" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"733" "9" "6" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"141" "10" "6" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"69" "1" "7" "priv" 974.74 1437.55615384615 586.510821153846 168.939344093395 33.5945619386345 1605.82098502373 0 808.963058411251 935.529819501282 1060.386389089 1193.51743988054 1326.84043208731 1457.20897822841 1575.12318582535 1689.60236386704 1808.35727740996 1966.13530751118 2129.54017419206 2266.09518784942 2342.16669204195 2414.62012626075
"217" "2" "7" "priv" 561.92 439.363384615385 293.609455244755 90.068750736687 18.5195597721302 919.119526995288 0 448.287506908341 518.424575834509 587.613940811855 661.388615972719 735.269655617855 807.513486681831 872.855736371841 936.294461766811 1002.10258930952 1089.53540719109 1180.08634093203 1255.75840777339 1297.91349088462 1338.06361771078
"291" "3" "7" "priv" 938.5 868.807261538462 1130.24877102564 356.912903800555 77.0177139054267 4090.50093245579 0 1881.18123093317 2175.50247706049 2465.84680468455 2775.4328004843 3085.46514124877 3388.62714544008 3662.82754542787 3929.04004898474 4205.19544584152 4572.09609203783 4952.08151293814 5269.62967043565 5446.52808922982 5615.01296521011
"365" "4" "7" "priv" 295.91 294.4838 862.068848939394 264.424295146708 54.8431468291961 3352.87535815343 0 1358.73797580996 1571.32007455997 1781.02972800369 2004.63723713422 2228.56713192536 2447.53472587326 2645.58395702622 2837.86369715458 3037.32498177947 3302.32966773886 3576.78521361696 3806.14362611096 3933.91366523534 4055.60677782848
"439" "5" "7" "priv" 0 228.412733333333 724.912703636364 221.627360189694 38.3683742152698 2584.80329948849 0 954.357074653779 1103.6715366757 1250.96843640937 1408.02698050226 1565.31196342401 1719.11150102766 1858.21829589581 1993.27268722884 2133.37128717253 2319.50658431176 2512.28002300997 2673.37791494497 2763.12166461418 2848.59707268222
"513" "6" "7" "priv" 0 37.0085 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"587" "7" "7" "priv" 605.49 427.0985 232.6994 73.4773460329605 2.69664333934267 463.849897883276 0 68.408380387696 79.1112512383002 89.669503086084 100.927470269218 112.201668603093 123.226029978168 133.197214549002 142.87792255726 152.920199783746 166.262390614046 180.080403885331 191.627911798072 198.060749912692 204.187633009392
"661" "8" "7" "priv" 309.32 419.429666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"735" "9" "7" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"143" "10" "7" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"71" "1" "8" "priv" 634.51 647.719252760533 900.43880760393 383.472873507676 111.230044915954 22.2044669571288 1066.14516298347 0 535.016059381071 618.722291776901 701.297471389985 789.345064460105 877.519599964168 963.740182101299 1041.72395903352 1117.435943753 1195.97573023058 1300.3238571864 1408.39335052889 1498.7054167426 1549.01609036497
"219" "2" "8" "priv" 216.13 649.176214988895 798.319791520179 415.496874221716 123.587005877332 25.1859917845488 1242.85379710024 0 609.056729648418 704.347035911696 798.349763425066 898.582229625686 998.959205775709 1097.11182169078 1185.88774404144 1272.07748171357 1361.48635956045 1480.275184371 1603.30037405612 1706.1106929829 1763.38384171472
"293" "3" "8" "priv" 896.36 701.316635441701 606.926274853222 673.62390309071 210.718854664519 44.8137152708616 2377.03985865354 0 1093.77827534692 1264.90595815258 1433.72133473799 1613.72442587528 1793.98703609435 1970.25501529941 2129.68380167386 2284.46817238108 2445.03365577787 2658.36129769847 2879.29684154459 3063.92938536117 3166.78372190179
"367" "4" "8" "priv" 419.14 507.449149575243 484.529078324804 777.46977742328 243.101840442609 51.4768855868838 2875.38513727583 0 1263.23267525038 1460.87243957229 1655.84166194029 1863.73186372599 2071.92179077718 2275.49821568063 2459.62662347868 2638.39107611275 2823.83228455132 3070.20986754248 3325.3740122336 3538.6108880435 3657.4000079573
"441" "5" "8" "priv" 336.04 265.408747233627 487.342467225334 1347.28717175662 413.334908066625 78.6622970612343 4991.69614610364 0 1950.44310708972 2255.60075821849 2556.63506750512 2877.61949028698 3199.06669169191 3513.39060247913 3797.68659231959 4073.70058504162 4360.02355139278 4740.43285199237 5134.40868632597 5463.64842398422 5647.05994006712
"515" "6" "8" "priv" 0 48.7175861373 43.7227183459667 18.722940203138 5.91197036202242 0.216971302855543 37.3212560982119 0 5.50412255206653 6.36527307904585 7.21478759432061 8.12060104454313 9.02772044942108 9.91473803005648 10.7170172472533 11.4959247870349 12.3039241029542 13.3774337084563 14.4892278781209 15.4183377088532 15.9359223840027
"589" "7" "8" "priv" 266.66 364.43551715325 300.069137842681 125.711170101569 39.6946581974915 1.45680732109911 250.585576990744 0 36.9562514698813 42.738262158673 48.4421453402023 54.5240356568806 60.614694526257 66.5703840041121 71.9571158981275 77.1869236721474 82.6120619433501 89.819912161251 97.284815881726 103.523124753463 106.998336148347
"663" "8" "8" "priv" 0 234.6565518308 318.188023133137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"737" "9" "8" "priv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"145" "10" "8" "priv" 0 267.00034487865 212.623701150748 88.265289695293 27.8707174734466 1.02286471538802 175.94306479432 0 25.9480063657482 30.0077160005813 34.0125701515611 38.2828335677944 42.5592536274149 46.7409079439992 50.5230814036208 54.1950740980775 58.0042137374416 63.0650447443384 68.3063601254843 72.6864493357564 75.1264913803419
"73" "1" "9" "priv" 481.71 334.317894753905 375.11038024643 513.244650563952 224.538821593618 65.3718913527865 13.0906012530171 631.192618203032 0 315.591455763494 364.967490884454 413.676348659999 465.613234639863 517.625000516927 568.484182323377 614.484696245235 659.145141585891 705.473630451232 767.025759055141 830.773020711239 884.045657952011
"221" "2" "9" "priv" 992.65 475.864342169316 662.7267796679 849.288296676315 424.149847525058 125.460182826622 25.465335137786 1253.28953376477 0 615.537829161807 711.84213942092 806.845169536473 908.144230286165 1009.58933874573 1108.78641708979 1198.50702252028 1285.61392314241 1375.97421948038 1496.02710091685 1620.36142726886 1724.26577221248
"295" "3" "9" "priv" 1568.54 520.051013961277 645.965564026347 674.009223011641 540.768885317249 166.128357329166 34.7962876415878 1811.02016717168 0 847.041786213 979.566175644875 1110.29987309172 1249.69754013025 1389.29618346493 1525.80131190209 1649.26586319935 1769.13369454763 1893.47852468921 2058.68332984382 2229.77983259526 2372.76263197281
"369" "4" "9" "priv" 1207.81 685.956222859332 629.149051215579 588.133943929036 839.614954935658 261.950348052036 54.8645387823999 3049.3144333341 0 1345.00757709122 1555.44147874343 1763.0319618922 1984.37985930103 2206.04688457997 2422.80175434932 2618.84964679086 2809.18635040702 3006.6320271549 3268.95877221226 3540.64087380414 3767.68156021032
"443" "5" "9" "priv" 434.4 243.083278168813 239.852967460712 324.333665136751 747.738228580959 230.567782537994 45.1348784010171 2766.90174901897 0 1115.81365182841 1290.38889160427 1462.60524118647 1646.23469423864 1830.12889467232 2009.94798781973 2172.58864392037 2330.49131744898 2494.29157059419 2711.91693446593 2937.30346988549 3125.65564107577
"517" "6" "9" "priv" 653.62 193.633676705524 233.827817673077 279.37129504947 525.204016356091 162.146414255047 30.3994700976708 1897.84709348041 0 751.728454017331 869.340543537272 985.36343859309 1109.07539052051 1232.96570389698 1354.11059997617 1463.68230916844 1570.06201913377 1680.41495383996 1827.03009703182 1978.87397486003 2105.76764229963
"591" "7" "9" "priv" 253.35 136.990676666044 152.041554915196 194.960287517022 351.469472869498 108.072475993842 19.2427514157074 1255.44812283162 0 477.308114221628 551.98561825706 625.654067215824 704.204663731879 782.868510406874 859.789161189905 929.361445712468 996.906978256358 1066.97529997805 1160.06822088487 1256.48111385833 1337.05193273393
"665" "8" "9" "priv" 0 0 197.605517294149 267.94780890398 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"739" "9" "9" "priv" 222.23 178.94289471579 324.757971855483 281.81929143425 102.237107829243 32.2824697845306 1.18477751064845 203.793701343776 0 30.0554060823567 34.7577412032711 39.3965375759741 44.3427557649345 49.296105153668 54.1396880019781 58.5205547861367 62.7737999105491 67.1859014443538 73.047828903538 79.1188102331088 84.1922389210813
"147" "10" "9" "priv" 0 0 224.842395645126 179.051537777584 74.3286649926259 23.4700778679755 0.86135976016525 148.162580851647 0 21.8509527249541 25.2696555746989 28.6421643327863 32.2381756299927 35.8393714689979 39.3607645770402 42.5457527529665 45.637957126666 48.8456536644765 53.1074060905379 57.5211453580437 61.2096415344233
"3" "1" "10" "priv" 214.36 371.184802621693 222.252329096428 270.746035946401 360.907710582216 166.62174938082 48.8375765075393 9.83641968633085 478.503853462435 0 237.406567701113 274.550143075794 311.191828171983 350.261827097442 389.388155112485 427.64744118709 462.251749774137 495.847979477751 530.699010224738 577.002163620318 624.956625991633
"151" "2" "10" "priv" 1932.69 1390.65827975835 659.581120915049 844.537226656884 1056.98921828102 567.968749680463 169.164978279319 34.5415613227695 1720.61911194014 0 836.1513846838 966.971910343172 1096.02476691325 1233.6302005685 1371.43402657115 1506.18411094359 1628.06128064983 1746.387973373 1869.13410419377 2032.2148740387 2201.11159202682
"225" "3" "10" "priv" 1050.75 915.26444662243 373.186559763231 439.132770050024 472.616747947589 397.040732301663 121.840864110193 25.3886782210391 1341.03529047093 0 618.85436995995 715.677571437246 811.192481424999 913.037345294943 1015.02904378527 1114.76059968993 1204.96462309125 1292.54085894516 1383.38801993244 1504.087750775 1629.09199511811
"299" "4" "10" "priv" 1165.16 941.506361535148 420.762764866692 439.326907585515 441.873069606308 529.255418228053 164.066434684626 34.057919597367 1880.2535880888 0 833.999518040399 964.483372218271 1093.2041064689 1230.45540742994 1367.90459016829 1502.30789019393 1623.87140447738 1741.89357906214 1864.32381815641 2026.98489358328 2195.44694959478
"373" "5" "10" "priv" 691.41 1059.95530119481 546.504174228155 530.847981407175 571.343756588219 988.518260077298 306.320970331763 61.584358765052 3611.03055995106 0 1516.26157381815 1753.48911389932 1987.5111952987 2237.04236300578 2486.93329175424 2731.28662148045 2952.29644402733 3166.86789678044 3389.45347746302 3685.18115222859 3991.45536060801
"447" "6" "10" "priv" 244.03 359.369089374908 146.30727029324 159.191390671079 202.798248258291 422.368320272255 130.277778639344 24.9302550973964 1545.00476915481 0 616.506445613146 712.962301292919 808.114829121751 909.573295081162 1011.17803857257 1110.53121442593 1200.39300509366 1287.63697800116 1378.13946620034 1498.38126404533 1622.91124413017
"521" "7" "10" "priv" 221.17 230.497582884546 85.4684761345038 114.800051449853 143.318499834039 226.24494024904 69.7274846440365 12.789944123648 813.49451123297 0 316.681055221699 366.227564226326 415.104592413563 467.220793776626 519.412133564468 570.446909912308 616.606243517434 661.420881869839 707.90932277268 769.673963992991 833.641317101166
"595" "8" "10" "priv" 653.64 409.699157384006 205.12719057383 463.454611170539 550.571943307965 395.055745597883 121.962236443361 20.3235121010873 1353.98789241272 0 503.806429669906 582.629742250931 660.387980888377 743.29940518656 826.330366858056 907.521357088928 980.956027954415 1052.25142934641 1126.20967549342 1224.47075824516 1326.23612517658
"669" "9" "10" "priv" 0 45.39165954137 36.5500380429571 95.3557531069573 80.674706231917 30.4766695585952 9.62333721139415 0.353179715850292 60.7504792129963 0 8.95945414605493 10.361210481663 11.7440260483612 13.2184834201545 14.695066587793 16.1389285776507 17.4448558695692 18.7127394097112 20.0279777156434 21.7754061195102 23.5851530480594
"77" "10" "10" "priv" 45.5 90.78331908274 73.1000760859142 328.487271955573 271.066099362437 106.499414653929 33.6283391484228 1.23417136945953 212.289944073142 0 31.3084282499781 36.2068056446166 41.0389953346534 46.1914233821556 51.3512799320649 56.3967937296031 60.9603006410953 65.390865293669 69.9869091442902 76.0932227558764 82.4173057791766
"5" "1" "11" "priv" 181.32 271.218090909091 274.042119838269 146.777140853842 182.906826646198 236.938089312544 117.386602015617 34.6756165579462 7.03103601821544 346.063312453081 0 169.944799450603 196.533606698242 222.763141481137 250.730957183193 278.739095425292 306.126571526027 330.897673437397 354.947153511028 379.894868682918 413.040455993077
"153" "2" "11" "priv" 1993.99 1319.70990909091 1109.53619753996 547.271304793373 686.612447175845 862.785050766615 465.908325977977 138.757752417811 28.3165722667738 1413.72757731095 0 685.600751855926 792.866795293945 898.683441793981 1011.51275775472 1124.50474514678 1234.99282284496 1334.92577842605 1431.94752709697 1532.59298570606 1666.31075555848
"227" "3" "11" "priv" 1652.02 1453.822921875 1148.85803526116 507.688192392909 613.567714348158 709.234652446765 504.269143599571 153.142677451621 31.634414009632 1645.85946182072 0 769.583201013537 889.988764813787 1008.76738825253 1135.41769589905 1262.25060136286 1386.27288149984 1498.4470931451 1607.35349050242 1720.32748301072 1870.42496915969
"301" "4" "11" "priv" 796.77 680.443828125 598.40138977356 260.061462561143 285.042984646418 298.566480131902 320.722939729816 99.0229284054637 20.4761028984901 1122.82109208337 0 500.957754161763 579.335375646374 656.653945440951 739.096563209813 821.65804245115 902.389954012653 975.409402808664 1046.30167821452 1119.84174183741 1217.54722640033
"375" "5" "11" "priv" 1091 616.944535714286 699.379818313884 338.011670135743 338.884659352713 358.845911195351 559.659303691392 173.38496301516 35.0455333818374 2029.22742624112 0 861.801816766633 996.635494912423 1129.64727757314 1271.47400284478 1413.50520650223 1552.38898956925 1678.00495839879 1799.96153304392 1926.47311991693 2094.55668266222
"449" "6" "11" "priv" 439.98 524.866651785714 554.022262247784 260.683739877608 265.405683981994 281.438131204663 427.250668259074 132.322034856915 26.7078177386222 1545.16304280896 0 656.666714624618 759.405867323254 860.756791197933 968.824432641906 1077.04788038287 1182.87308957474 1278.58862875191 1371.51582110752 1467.91379393326 1595.98834516184
"523" "7" "11" "priv" 1455.61 534.72821875 752.057545409956 346.40136731083 369.267017236091 430.047173258834 772.87709420059 238.889193298586 46.5026604250675 2817.56252482124 0 1147.72967877882 1327.29835813882 1504.44067510416 1693.32254872216 1882.47674238809 2067.43926698006 2234.73199339266 2397.15121498072 2565.63670681727 2789.48688875521
"597" "8" "11" "priv" 689.67 643.938625 449.40360341323 217.955784930499 467.567452889575 549.006801506736 431.130455547065 133.115059848996 22.2625083538691 1479.41269931149 0 551.793777998325 638.124977605928 723.289655429441 814.098357657977 905.037983143836 993.962380691266 1074.39167274988 1152.47793082677 1233.48066848998 1341.10107761678
"671" "9" "11" "priv" 222.33 140.04971875 162.791121867208 90.9917819817647 238.471941555217 228.774788138823 153.633391354801 47.7592282648961 6.16858066463427 463.222653696062 0 153.158121972742 177.120560345135 200.759214193643 225.964446377589 251.206018152545 275.888235076642 298.21251602084 319.886454937511 342.369903772603 372.241461599138
"79" "10" "11" "priv" 0 32.9875 65.8179063349865 52.9975551622878 238.15327216779 196.522922037767 77.2120756240986 24.3805458826065 0.894774242858161 153.910209453028 0 22.6986104812341 26.2499340923471 29.7532716176237 33.4887819520628 37.2296779507471 40.8876754539622 44.1962179647941 47.40837733791 50.7405091296104 55.1675864980104
"7" "1" "12" "priv" 472.93 398.826908583348 354.688659168206 325.812354899073 167.669383252036 209.61499722034 267.658860752143 138.20044486939 40.9883157056746 8.33739575161578 413.27108926631 0 201.690625220344 233.246243132608 264.375476193596 297.567702453127 330.807783535742 363.311262287795 392.709626039156 421.251568410771 450.859536922335
"155" "2" "12" "priv" 1362.07 1433.77182803311 1062.81708945279 901.083592526007 440.35899919639 548.518385095116 682.948564406785 382.538468759389 114.253048060391 23.3543678844096 1173.84859884587 0 565.880498356723 654.415643560613 741.754486894409 834.881440697007 928.142660091308 1019.33720487714 1101.81977298023 1181.89949188473 1264.97014506135
"229" "3" "12" "priv" 2109.89 1436.65055982654 1133.7059702379 922.592128424928 423.971574066953 516.413750343652 613.69717932848 405.494164508075 122.528417098451 25.2108905566894 1300.81732924237 0 612.681754616823 708.539216159136 803.101435453396 903.93047201427 1004.90487862862 1103.64168591058 1192.94599079024 1279.64871836278 1369.58974600592
"303" "4" "12" "priv" 2416.62 1051.73269618276 888.704918528776 743.627936999184 329.344436110135 380.828092940877 425.441289888056 370.152092083282 113.329162172701 23.3537631476517 1254.64329581358 0 570.009251901731 659.190363516691 747.166444854056 840.972867628928 934.914535618478 1026.77445021501 1109.85882417012 1190.52281735916 1274.19956714944
"377" "5" "12" "priv" 2263.02 642.4083274904 469.595620713638 459.924020567248 210.070695914479 220.713888114361 232.400282794206 302.804341002994 93.6701544460723 19.119481379567 1081.39196394668 0 469.113188422551 542.508550826201 614.912182667966 692.114140242544 769.427403578676 845.027400036331 913.405194684646 979.791034755762 1048.65635011685
"451" "6" "12" "priv" 1243.53 1153.44037637383 801.894000570141 889.686740810819 420.560814521873 429.482856792658 460.420123057313 713.011028661254 220.758018620572 44.3782891858332 2581.50087524193 0 1091.6232922699 1262.41381601072 1430.89658928166 1610.54503485324 1790.4524881971 1966.37318082611 2125.48785752736 2279.9672690788 2440.21640325996
"525" "7" "12" "priv" 622.81 935.379129871566 525.7465342366 614.695840390788 287.606429749714 324.837947752378 366.161248103273 566.087483267929 175.082950711538 34.1419148694385 2048.93246302438 0 841.762654377381 973.461094328801 1103.38000266439 1241.90888297498 1380.63748701026 1516.29185627476 1638.98692293272 1758.1076859606 1881.6775451833
"599" "8" "12" "priv" 528.34 808.012251296257 395.228230523544 442.095623079864 206.88983003007 283.488407222767 329.559754609089 446.28230536841 137.91580768177 25.8379985522819 1600.81626693338 0 638.313758608319 738.181489459865 836.699790625555 941.747086091827 1046.94583327757 1149.81336947268 1242.85378740269 1333.18378907384 1426.88756754508
"673" "9" "12" "priv" 485.04 371.465357279732 326.685946866464 251.918781514632 127.403340945807 295.043899069054 324.596066144768 241.695861584339 74.7644812713188 11.7144920396685 801.667224872092 0 290.471368448159 335.917226465551 380.74901235589 428.551885557923 476.423678452841 523.234629344188 565.573647033609 606.679261386255 649.320148245168
"81" "10" "12" "priv" 558.88 291.002565062454 259.64302970194 262.872980787458 154.964496212544 476.937775448797 449.276630915888 263.783809894939 82.1596442315106 9.59140663284421 760.08089281341 0 238.388834882274 275.686091410071 312.479381093619 351.711031729407 390.999244515797 429.416827984824 464.164311535315 497.899545286577 532.894771807353
"9" "1" "13" "priv" 1829.34 657.130372926497 613.565813180925 501.437589563776 444.946028705439 224.112023929834 279.760187730919 353.590577887575 188.801128729 56.1619149656801 11.4476478520499 570.818440949963 0 277.121211504052 320.47836336003 363.249666040206 408.85550390951 454.527093900586 499.186598525675 539.579701428269 578.796088605709
"157" "2" "13" "priv" 1819.31 1124.44169853146 1036.81063310112 792.035572473765 670.592812858731 325.175534946323 403.326568979689 498.874929757613 286.883798326034 85.8511003978077 17.5666178441936 887.129525036128 0 425.865581832243 492.494616114829 558.22334760657 628.308046550211 698.493789962597 767.124212795551 829.198249554629 889.463970291184
"231" "3" "13" "priv" 2349.43 1516.75589334996 1113.78324317931 865.571718928498 717.03911078096 335.725876225459 410.205594453136 493.476767169721 315.990888085601 95.2591338905 19.5596747089992 1005.67020946016 0 475.128081343171 549.464507133278 622.796486553708 700.988315058231 779.292876468661 855.862203771652 925.116727369627 992.353755873147
"305" "4" "13" "priv" 3772.87 2148.31271727257 1125.79983180699 909.634057513624 756.331319333323 342.213011965572 404.869532320098 466.813345539283 360.374385109486 109.728072294813 22.5774699388966 1195.01406526982 0 550.15125782967 636.225476039161 721.136644840717 811.675037524552 902.343963747486 991.003660745035 1071.193539567 1149.04735889792
"379" "5" "13" "priv" 3529.16 2102.86638603863 830.847337735404 660.280386571612 595.452210307367 268.254512398881 297.177492042416 325.006181298882 346.035249788932 106.508265508306 21.7904257280418 1207.0202965181 0 533.45988550733 616.922645862201 699.25764326976 787.049136804961 874.967203543135 960.937000278691 1038.69394978376 1114.185714922
"453" "6" "13" "priv" 2063.82 1689.2349073089 883.474816842559 614.530898153386 654.595650768583 305.569676185065 317.826542213206 340.230207829897 498.782064546158 154.373111717328 31.082341319382 1798.49002149337 0 764.15374078927 883.70983539818 1001.6504678171 1127.40724919271 1253.34534014597 1376.49263491939 1487.87545010549 1596.01350564889
"527" "7" "13" "priv" 739.46 893.317399639434 909.679917650774 588.538738294688 660.839137333743 311.205777947614 330.448221811848 360.61726247573 553.795926998149 171.393788447222 34.0647831004583 2003.8010345819 0 838.596455531769 969.799526098038 1099.22975856347 1237.23757752899 1375.44436898008 1510.58848906075 1632.82205154484 1751.49475475392
"601" "8" "13" "priv" 1189.84 756.690486099958 1097.87987637636 597.990511782875 670.245501159051 314.878960972422 404.874106098432 461.210380061908 641.540631319867 198.354566016643 37.6809840700713 2303.86450528506 0 929.98996778143 1075.49206066993 1219.02810464729 1372.0765539541 1525.34566054397 1675.21831389304 1810.77336672748 1942.37948395578
"675" "9" "13" "priv" 235.5 762.98236111691 696.638308654594 497.564407660476 450.764506813466 227.633537956259 486.312558586774 521.62282804956 443.671733731198 137.341419767078 22.2097144453516 1485.65791094675 0 549.988374890078 636.037109159497 720.923138364293 811.434725402705 902.076807333234 990.710254909619 1070.8763919642 1148.70716116342
"83" "10" "13" "priv" 230.56 411.39777771568 214.210221471972 191.126119057301 193.503721939337 114.071087472571 351.079195763482 330.717519929831 194.174193365576 60.478626994622 7.06034099255572 559.503990458751 0 175.480670095187 202.935595035115 230.019544381416 258.89839831729 287.818888280684 316.098498330004 341.676507050811 366.509387447297
"11" "1" "14" "priv" 947.62 1585.13724452667 641.487260819774 596.956799984136 479.399641231939 420.460348865815 209.851782579385 261.562363957073 328.923106005275 178.768734491661 53.2561280800786 10.8656593566844 543.512589023436 0 263.127229839285 304.294945582394 344.906396181107 388.209244483191 431.574524576633 473.97882727947 512.332171701167
"159" "2" "14" "priv" 2494.39 1714.20888932267 931.938183496412 827.394205652276 643.173769560743 548.48902861872 266.919834350726 330.837071213209 409.705872755945 235.310423352984 70.4046584046896 14.4015674983417 727.348885741246 0 349.133680246125 403.757582582257 457.643397502752 515.100327376868 572.640095659972 628.904778984288 679.794397272266
"233" "3" "14" "priv" 4477.88 2149.11384866948 1340.00015285643 1009.89148176824 783.711652050569 654.534568519027 309.095236193067 378.363059861236 457.791473846486 288.284018238021 86.8009942234924 17.806612757783 913.54356984064 0 432.42960158774 500.085613198333 566.827445326569 637.992385003553 709.25992658411 778.948174868384 841.97898113637
"307" "4" "14" "priv" 4253.44 3218.41537358089 1914.54220101905 1102.45788584593 875.781965664458 732.093615419477 335.660322627349 400.183946230823 467.766301310673 345.186578108054 104.842583712577 21.5425388627157 1134.08098760997 0 524.601185695314 606.67795328943 687.645685705052 773.979303009246 860.437391626393 944.979563449804 1021.44527158382
"381" "5" "14" "priv" 2280.81 1944.88272995854 1135.08422565748 547.574491528219 438.311205198793 375.714363322335 170.002380466939 196.643725591621 223.076782496615 194.013505520974 59.3289890887528 12.1706480262607 656.92985904442 0 297.148373837103 343.638886412045 389.501211310703 438.402919291813 487.375131208563 535.262115765578 578.574371715228
