"vol" "age" "ownership" "step0.nomgmt" "step0.thin" "step0.finalfell" "step1.nomgmt" "step1.thin" "step1.finalfell" "step2.nomgmt" "step2.thin" "step2.finalfell" "step3.nomgmt" "step3.thin" "step3.finalfell" "step4.nomgmt" "step4.thin" "step4.finalfell" "step5.nomgmt" "step5.thin" "step5.finalfell" "step6.nomgmt" "step6.thin" "step6.finalfell" "step7.nomgmt" "step7.thin" "step7.finalfell" "step8.nomgmt" "step8.thin" "step8.finalfell" "step9.nomgmt" "step9.thin" "step9.finalfell" "step10.nomgmt" "step10.thin" "step10.finalfell" "step11.nomgmt" "step11.thin" "step11.finalfell" "step12.nomgmt" "step12.thin" "step12.finalfell" "step13.nomgmt" "step13.thin" "step13.finalfell" "step14.nomgmt" "step14.thin" "step14.finalfell" "step15.nomgmt" "step15.thin" "step15.finalfell" "step16.nomgmt" "step16.thin" "step16.finalfell" "step17.nomgmt" "step17.thin" "step17.finalfell" "step18.nomgmt" "step18.thin" "step18.finalfell" "step19.nomgmt" "step19.thin" "step19.finalfell" "step20.nomgmt" "step20.thin" "step20.finalfell"
"422" "5" "32" "pub" 709.992 354.996 118.332 1108.22329159709 554.111645798547 184.703881932849 479.049577859146 239.524788929573 79.8415963098577 272.98725485826 136.49362742913 45.49787580971 405.912032241119 202.956016120559 67.6520053735198 421.063798427955 210.531899213978 70.1772997379926 507.184558436189 253.592279218095 84.5307597393648 374.050902452855 187.025451226427 62.3418170754758 339.337503815687 169.668751907843 56.5562506359478 142.931958840088 71.465979420044 23.8219931400147 215.324696211752 107.662348105876 35.8874493686253 159.2328700803 79.6164350401501 26.53881168005 121.067006452843 60.5335032264213 20.1778344088071 164.53549549706 82.2677477485298 27.4225825828433 119.685573139002 59.8427865695009 19.947595523167 73.7447444106784 36.8723722053392 12.2907907351131 119.035767686454 59.5178838432268 19.8392946144089 64.3463893664532 32.1731946832266 10.7243982277422 81.8748171027046 40.9374085513523 13.6458028504508 69.1830052045123 34.5915026022561 11.5305008674187 52.9368144428722 26.4684072214361 8.82280240714537
"496" "6" "32" "pub" 710.67 355.335 118.445 801.5607061055 400.78035305275 133.593451017583 479.258722299006 239.629361149503 79.8764537165009 265.186679167406 132.593339583703 44.1977798612344 341.020073069687 170.510036534843 56.8366788449478 364.486069432946 182.243034716473 60.7476782388243 459.400893227323 229.700446613662 76.5668155378872 320.741183709921 160.37059185496 53.4568639516534 288.884155757538 144.442077878769 48.1473592929231 146.988253514623 73.4941267573113 24.4980422524371 200.117822153829 100.058911076914 33.3529703589714 146.64866324527 73.3243316226351 24.4414438742117 127.691490676053 63.8457453380263 21.2819151126754 147.590163735712 73.795081867856 24.5983606226187 116.559975380745 58.2799876903724 19.4266625634575 72.6049465421197 36.3024732710598 12.1008244236866 109.524827338504 54.7624136692522 18.2541378897507 58.9983512851061 29.4991756425531 9.83305854751769 76.0378486995934 38.0189243497967 12.6729747832656 61.6509300194095 30.8254650097047 10.2751550032349 42.5603639682558 21.2801819841279 7.09339399470929
"570" "7" "32" "pub" 934.566 467.283 155.761 542.817861253655 271.408930626827 90.4696435422758 550.051723626708 275.025861813354 91.675287271118 348.227190920286 174.113595460143 58.037865153381 401.759835737879 200.879917868939 66.9599726229798 428.04195997766 214.02097998883 71.3403266629433 567.731953175992 283.865976587996 94.6219921959986 402.000750851664 201.000375425832 67.000125141944 357.527750519377 178.763875259688 59.5879584198961 214.772235215684 107.386117607842 35.7953725359473 279.499278601868 139.749639300934 46.5832131003113 210.172451326856 105.086225663428 35.0287418878094 204.399091390576 102.199545695288 34.0665152317626 204.250733547418 102.125366773709 34.0417889245696 179.72224578697 89.8611228934848 29.9537076311616 111.636167309207 55.8180836546037 18.6060278848679 162.919619553913 81.4598097769565 27.1532699256522 92.9304345480617 46.4652172740308 15.4884057580103 117.47699826227 58.7384991311348 19.5794997103783 93.0358007656101 46.5179003828051 15.5059667942684 61.8765477307562 30.9382738653781 10.312757955126
"644" "8" "32" "pub" 536.79 268.395 89.465 548.189749282881 274.09487464144 91.3649582138135 611.655984679093 305.827992339547 101.942664113182 517.239470049709 258.619735024854 86.2065783416181 570.700645895466 285.350322947733 95.116774315911 568.405173812787 284.202586906394 94.7341956354645 799.89202920264 399.94601460132 133.31533820044 597.595567322366 298.797783661183 99.5992612203944 526.263189685016 263.131594842508 87.7105316141694 375.534514318821 187.767257159411 62.5890857198036 494.70127419268 247.35063709634 82.4502123654467 413.245556660465 206.622778330233 68.8742594434109 441.210937455112 220.605468727556 73.5351562425187 369.038594440471 184.519297220236 61.5064324067452 386.100685833153 193.050342916577 64.3501143055256 238.452768756424 119.226384378212 39.7421281260707 338.652915158132 169.326457579066 56.4421525263553 220.064282949792 110.032141474896 36.677380491632 266.375993338392 133.187996669196 44.3959988897321 207.394673086333 103.697336543166 34.5657788477221 142.031833262484 71.0159166312421 23.671972210414
"718" "9" "32" "pub" 305.598 152.799 50.933 615.422105272848 307.711052636424 102.570350878808 369.99146158511 184.995730792555 61.6652435975183 518.289912411134 259.144956205567 86.3816520685223 770.725843841822 385.362921920911 128.45430730697 629.912402397989 314.956201198995 104.985400399665 965.850257634175 482.925128817087 160.975042939029 871.091670156999 435.545835078499 145.181945026166 764.349102437461 382.17455121873 127.39151707291 728.920997350825 364.460498675412 121.486832891804 1101.91122010461 550.955610052303 183.651870017434 1231.02652432762 615.513262163812 205.171087387937 1402.26073029524 701.130365147621 233.710121715874 907.879547263701 453.939773631851 151.313257877284 1272.72962544104 636.36481272052 212.121604240173 784.008322634933 392.004161317467 130.668053772489 1077.32683151485 538.663415757426 179.554471919142 856.349120316193 428.174560158097 142.724853386032 980.416143660912 490.208071830456 163.402690610152 753.45438974893 376.727194874465 125.575731624822 562.97763520302 281.48881760151 93.8296058671699
"126" "10" "32" "pub" 107.076 53.538 17.846 254.791747398048 127.395873699024 42.465291233008 54.1695279220882 27.0847639610441 9.02825465368138 161.443854878357 80.7219274391785 26.9073091463928 419.448504340378 209.724252170189 69.9080840567297 309.980707943231 154.990353971615 51.6634513238718 490.26583041258 245.13291520629 81.71097173543 516.801043089472 258.400521544736 86.1335071815787 455.015732911495 227.507866455748 75.8359554852492 496.709448301794 248.354724150897 82.784908050299 823.291673489232 411.645836744616 137.215278914872 1044.31289191087 522.156445955433 174.052148651811 1195.09349857092 597.54674928546 199.18224976182 716.260472667087 358.130236333544 119.376745444515 1104.45565887138 552.22782943569 184.07594314523 680.968889425728 340.484444712864 113.494814904288 926.955530615699 463.477765307849 154.49258843595 779.673841944681 389.83692097234 129.945640324113 880.972820313834 440.486410156917 146.828803385639 675.465044001685 337.732522000842 112.577507333614 518.642805161396 259.321402580698 86.4404675268993
"54" "1" "33" "pub" 0 0 0 113.9364 56.9682 18.9894 96.2908105143528 48.1454052571764 16.0484684190588 66.984407461883 33.4922037309415 11.1640679103138 56.8866908504619 28.4433454252309 9.48111514174365 210.141751729023 105.070875864511 35.0236252881705 289.149601968711 144.574800984355 48.1916003281184 262.681166778028 131.340583389014 43.7801944630046 348.917806674065 174.458903337033 58.1529677790109 300.532004438474 150.266002219237 50.0886674064123 113.184198319554 56.5920991597771 18.864033053259 199.792617498125 99.8963087490624 33.2987695830208 149.765003281847 74.8825016409237 24.9608338803079 98.4009249510176 49.2004624755088 16.4001541585029 174.294376853797 87.1471884268987 29.0490628089662 118.284014201903 59.1420071009513 19.7140023669838 66.8253175886685 33.4126587943342 11.1375529314447 135.905783393724 67.9528916968621 22.650963898954 80.0101177617548 40.0050588808774 13.3350196269591 93.2500156648754 46.6250078324377 15.5416692774792 87.1289958348296 43.5644979174148 14.5214993058049
"202" "2" "33" "pub" 0 0 0 155.4408 77.7204 25.9068 101.879069676788 50.9395348383941 16.9798449461314 55.6522885622049 27.8261442811025 9.27538142703416 39.0674910520934 19.5337455260467 6.51124850868223 79.832069584612 39.916034792306 13.3053449307687 80.2388007616226 40.1194003808113 13.3731334602704 92.3272088033548 46.1636044016774 15.3878681338925 82.1306561660234 41.0653280830117 13.6884426943372 73.665372338028 36.832686169014 12.277562056338 26.143256362491 13.0716281812455 4.3572093937485 45.190987569089 22.5954937845445 7.53183126151483 33.8860474273224 16.9430237136612 5.6476745712204 22.397620723061 11.1988103615305 3.73293678717683 36.7351388317128 18.3675694158564 6.1225231386188 24.9993958627536 12.4996979313768 4.1665659771256 14.8616434712375 7.43082173561875 2.47694057853958 27.0157003546745 13.5078501773373 4.50261672577908 15.1923211978829 7.59616059894145 2.53205353298048 18.5471204158693 9.27356020793465 3.09118673597822 16.6122145303801 8.30610726519005 2.76870242173002
"276" "3" "33" "pub" 320.208 160.104 53.368 337.292228571429 168.646114285714 56.2153714285714 332.169662178157 166.084831089078 55.3616103630261 156.620404310389 78.3102021551943 26.1034007183981 103.440475692286 51.7202378461432 17.2400792820477 190.568223353339 95.2841116766693 31.7613705588898 192.0968773959 96.0484386979499 32.01614623265 223.187366892287 111.593683446143 37.1978944820478 188.981063078591 94.4905315392956 31.4968438464319 170.279189633635 85.1395948168174 28.3798649389392 61.6164707960967 30.8082353980484 10.2694117993495 104.20061029781 52.1003051489049 17.3667683829683 77.9946877741835 38.9973438870917 12.9991146290306 52.5319236965047 26.2659618482524 8.75532061608412 83.6387110877352 41.8193555438676 13.9397851812892 57.3716219982231 28.6858109991116 9.56193699970386 34.4004259511163 17.2002129755582 5.73340432518605 61.0669748238373 30.5334874119187 10.1778291373062 34.0298947763161 17.0149473881581 5.67164912938602 41.9242878300828 20.9621439150414 6.98738130501379 37.1613888747543 18.5806944373772 6.19356481245905
"350" "4" "33" "pub" 537.006 268.503 89.501 308.869371428571 154.434685714286 51.4782285714286 416.744939680953 208.372469840477 69.4574899468255 179.631696157169 89.8158480785845 29.9386160261948 110.37598785543 55.1879939277148 18.3959979759049 181.042212998658 90.5211064993288 30.1737021664429 184.295083395881 92.1475416979405 30.7158472326468 217.460325511607 108.730162755803 36.2433875852678 171.828391519436 85.914195759718 28.6380652532393 155.583475993546 77.7917379967731 25.9305793322577 59.4362259077377 29.7181129538689 9.90603765128962 95.9473389477951 47.9736694738975 15.9912231579658 71.4954612194365 35.7477306097183 11.9159102032394 50.4036956513577 25.2018478256789 8.40061594189295 75.3642517525151 37.6821258762576 12.5607086254192 52.7845811855056 26.3922905927528 8.79743019758427 32.0705447132923 16.0352723566462 5.34509078554872 54.6083590427077 27.3041795213538 9.10139317378462 29.9927117616598 14.9963558808299 4.99878529360997 37.5057761059632 18.7528880529816 6.2509626843272 32.5946735823284 16.2973367911642 5.43244559705474
"424" "5" "33" "pub" 977.736 488.868 162.956 984.1578 492.0789 164.0263 1393.45617739976 696.72808869988 232.242696233293 639.018582097252 319.509291048626 106.503097016209 367.540855415748 183.770427707874 61.256809235958 541.833436609802 270.916718304901 90.3055727683004 562.787151727003 281.393575863501 93.7978586211672 680.761416919726 340.380708459863 113.460236153288 504.034069254709 252.017034627355 84.0056782091182 456.513975060356 228.256987530178 76.0856625100593 195.518281523506 97.7591407617532 32.5863802539177 292.610408175709 146.305204087854 48.7684013626181 216.362282940343 108.181141470171 36.0603804900571 166.553587917071 83.2767939585356 27.7589313195119 223.371491539946 111.685745769973 37.2285819233243 163.790159665431 81.8950798327157 27.2983599442386 100.861246315809 50.4306231579047 16.8102077193016 162.418715195095 81.2093575975473 27.0697858658491 88.0364021610735 44.0182010805368 14.6727336935123 111.882045962107 55.9410229810535 18.6470076603512 94.3706677766258 47.1853338883129 15.7284446294376
"498" "6" "33" "pub" 421.866 210.933 70.311 441.732375 220.8661875 73.6220625 402.363613774623 201.181806887311 67.0606022957705 282.856719042135 141.428359521067 47.1427865070225 164.737602985331 82.3688014926655 27.4562671642218 203.212496601985 101.606248300992 33.8687494336642 216.940143533166 108.470071766583 36.156690588861 278.725076180745 139.362538090372 46.4541793634574 195.653084675907 97.8265423379536 32.6088474459845 175.36801163146 87.68400581573 29.2280019385767 95.3903891709242 47.6951945854621 15.898398195154 127.450298045536 63.725149022768 21.2417163409227 94.4005833407619 47.2002916703809 15.7334305567936 86.2091386392526 43.1045693196263 14.3681897732088 93.6433239410328 46.8216619705164 15.6072206568388 77.4079118528361 38.7039559264181 12.9013186421394 48.1586363237712 24.0793181618856 8.02643938729521 71.6192389182979 35.8096194591489 11.9365398197163 39.5488382096763 19.7744191048382 6.59147303494606 50.5411304365231 25.2705652182615 8.42352173942052 40.5633114008305 20.2816557004152 6.76055190013841
"572" "7" "33" "pub" 481.38 240.69 80.23 806.371875 403.1859375 134.3953125 609.028899417566 304.514449708783 101.504816569594 554.859903610095 277.429951805048 92.4766506016825 371.923678466512 185.961839233256 61.9872797444186 431.127069369716 215.563534684858 71.8545115616194 450.674132217723 225.337066108862 75.1123553696206 602.690131208237 301.345065604119 100.448355201373 432.751191336325 216.375595668163 72.1251985560542 384.517512391724 192.258756195862 64.0862520652874 238.377005071347 119.188502535674 39.7295008452245 313.552640891515 156.776320445758 52.2587734819192 244.198203350147 122.099101675074 40.6997005583578 242.977535236711 121.488767618355 40.4962558727851 231.132508210064 115.566254105032 38.5220847016773 214.192412028297 107.096206014149 35.6987353380496 132.783330053602 66.3916650268008 22.1305550089336 192.482278060819 96.2411390304096 32.0803796768032 115.062462136137 57.5312310680684 19.1770770226895 143.123925981073 71.5619629905367 23.8539876635122 112.867898629448 56.4339493147239 18.8113164382413
"646" "8" "33" "pub" 124.176 62.088 20.696 428.69619 214.348095 71.449365 430.661199075214 215.330599537607 71.7768665125357 415.176574964731 207.588287482366 69.1960958274553 370.52543234367 185.262716171835 61.754238723945 447.249408216738 223.624704108369 74.5415680361229 424.846777036849 212.423388518425 70.8077961728082 606.965872053699 303.482936026849 101.160978675616 477.050685041239 238.525342520619 79.5084475068731 420.136488529631 210.068244264816 70.0227480882719 326.779128534188 163.389564267094 54.4631880890314 455.463965682925 227.731982841463 75.9106609471542 432.872459225303 216.436229612651 72.1454098708838 474.993552954704 237.496776477352 79.1655921591173 354.587717121184 177.293858560592 59.0979528535306 424.003467784854 212.001733892427 70.667244630809 261.593877579714 130.796938789857 43.5989795966189 365.670790699548 182.835395349774 60.945131783258 263.810369922284 131.905184961142 43.9683949870473 309.970012700505 154.985006350253 51.6616687834175 239.793843062204 119.896921531102 39.9656405103673
"720" "9" "33" "pub" 166.488 83.244 27.748 237.32856 118.66428 39.55476 353.979788255007 176.989894127504 58.9966313758346 270.611656822426 135.305828411213 45.1019428037377 306.134630271329 153.067315135664 51.0224383785548 425.545275478333 212.772637739166 70.9242125797221 368.987281276748 184.493640638374 61.4978802127914 550.072752492828 275.036376246414 91.6787920821379 473.852374916555 236.926187458277 78.9753958194258 416.396451595541 208.19822579777 69.3994085992568 373.05394741896 186.52697370948 62.1756579031601 553.669063588641 276.83453179432 92.2781772647734 597.538710574438 298.769355287219 99.5897850957396 674.123408540796 337.061704270398 112.353901423466 450.716765056806 225.358382528403 75.119460842801 610.383210628227 305.191605314114 101.730535104705 376.208216687293 188.104108343647 62.7013694478822 518.716838784274 259.358419392137 86.4528064640457 404.8145306036 202.4072653018 67.4690884339333 465.760686404089 232.880343202045 77.6267810673482 358.426630660546 179.213315330273 59.7377717767577
"128" "10" "33" "pub" 260.184 130.092 43.364 207.9 103.95 34.65 450.002240027578 225.001120013789 75.0003733379296 191.332206971714 95.6661034858572 31.8887011619524 336.471048867139 168.23552443357 56.0785081445232 643.849141009031 321.924570504516 107.308190168172 499.94952731378 249.97476365689 83.3249212189634 778.552767383734 389.276383691867 129.758794563956 761.877502534377 380.938751267189 126.97958375573 669.752227304181 334.87611365209 111.625371217363 688.935957581765 344.467978790882 114.822659596961 1099.39782683323 549.698913416614 183.232971138871 1327.86092325974 663.930461629871 221.310153876624 1516.97909097483 758.489545487416 252.829848495805 936.16019703915 468.080098519575 156.026699506525 1392.65637727352 696.32818863676 232.109396212253 858.378440594556 429.189220297278 143.063073432426 1172.4951570985 586.24757854925 195.415859516417 966.278721682222 483.139360841111 161.046453613704 1096.94471371543 548.472356857716 182.824118952572 841.75379110092 420.87689555046 140.29229851682
"56" "1" "34" "pub" 0 0 0 0 0 0 149.175 74.5875 24.8625 117.225450365954 58.612725182977 19.5375750609923 76.9816532843562 38.4908266421781 12.8302755473927 62.9182690810437 31.4591345405219 10.486378180174 213.077197431504 106.538598715752 35.512866238584 284.306282000326 142.153141000163 47.3843803333877 264.111212741232 132.055606370616 44.0185354568719 338.665222856466 169.332611428233 56.4442038094109 292.578415696035 146.289207848017 48.7630692826724 109.708755396346 54.854377698173 18.2847925660577 193.370652019039 96.6853260095195 32.2284420031732 144.954317181859 72.4771585909296 24.1590528636432 95.2801186728341 47.6400593364171 15.8800197788057 167.885480817931 83.9427404089657 27.9809134696552 113.955431540538 56.9777157702692 18.9925719234231 64.6012788711729 32.3006394355864 10.7668798118621 130.419915160754 65.2099575803771 21.7366525267924 76.5668023449442 38.2834011724721 12.7611337241574 89.4891502231487 44.7445751115743 14.9148583705248
"204" "2" "34" "pub" 0 0 0 48.0312 24.0156 8.0052 97.2260742857143 48.6130371428571 16.2043457142857 80.3891702297599 40.19458511488 13.3981950382933 40.1887472152198 20.0943736076099 6.69812453586996 27.236318669471 13.6181593347355 4.53938644491183 52.5348543783844 26.2674271891922 8.75580906306406 52.8861718378717 26.4430859189359 8.81436197297863 61.1762676748494 30.5881338374247 10.1960446124749 52.9863563115957 26.4931781557979 8.83105938526595 47.6414901464536 23.8207450732268 7.94024835774227 17.0854475281618 8.54272376408091 2.84757458802697 29.1873878153982 14.5936939076991 4.86456463589969 21.8650173943242 10.9325086971621 3.64416956572071 14.599074771394 7.299537385697 2.43317912856567 23.5663483126741 11.7831741563371 3.92772471877902 16.1055620585596 8.05278102927978 2.68426034309326 9.61855693403869 4.80927846701935 1.60309282233978 17.2647563299779 8.63237816498897 2.87745938832966 9.66218057581229 4.83109028790614 1.61036342930205 11.8527792992732 5.9263896496366 1.97546321654553
"278" "3" "34" "pub" 386.808 193.404 64.468 350.796857142857 175.398428571429 58.4661428571428 350.114201632653 175.057100816327 58.3523669387755 358.382266696485 179.191133348243 59.7303777827476 166.927391300977 83.4636956504886 27.8212318834962 108.816674474043 54.4083372370215 18.1361124123405 197.095081159756 98.5475405798781 32.8491801932927 199.069015943275 99.5345079716377 33.1781693238792 231.876711493867 115.938355746934 38.6461185823112 194.361060857012 97.1805304285059 32.3935101428353 175.220824356378 87.6104121781889 29.203470726063 64.0575191710013 32.0287595855006 10.6762531951669 107.448445983705 53.7242229918524 17.9080743306175 80.3611182774737 40.1805591387368 13.3935197129123 54.5764429828027 27.2882214914013 9.09607383046712 85.9599216084418 42.9799608042209 14.326653601407 59.1841456767757 29.5920728383879 9.86402427946262 35.5569160637451 17.7784580318726 5.92615267729085 62.7127785646477 31.3563892823238 10.4521297607746 34.8756809137731 17.4378404568865 5.81261348562885 43.0581840391349 21.5290920195674 7.17636400652248
"352" "4" "34" "pub" 139.5 69.75 23.25 419.775582857143 209.887791428571 69.9625971428571 330.489398938775 165.244699469388 55.0815664897959 447.182472961554 223.591236480777 74.5304121602591 200.813862741712 100.406931370856 33.4689771236187 119.489435570218 59.744717785109 19.9149059283697 186.79858639951 93.3992931997549 31.1330977332516 192.011724684278 96.0058623421391 32.0019541140464 229.272846199565 114.636423099783 38.2121410332609 176.146804170414 88.073402085207 29.357800695069 159.445789236861 79.7228946184307 26.5742982061436 64.4190106081566 32.2095053040783 10.7365017680261 100.254425187552 50.1272125937758 16.7090708645919 74.4329271154504 37.2164635577252 12.4054878525751 54.787870961463 27.3939354807315 9.1313118269105 77.7369279907237 38.8684639953618 12.9561546651206 55.664441902929 27.8322209514645 9.27740698382151 34.023480288582 17.011740144291 5.670580048097 56.4690483629368 28.2345241814684 9.41150806048946 30.8461786795176 15.4230893397588 5.14102977991959 38.8417484613029 19.4208742306515 6.47362474355049
"426" "5" "34" "pub" 393.648 196.824 65.608 959.41116 479.70558 159.90186 915.241977642857 457.620988821429 152.540329607143 1224.01631738364 612.008158691822 204.002719563941 588.062001900382 294.031000950191 98.0103336500637 340.540933880241 170.27046694012 56.7568223133735 494.533954459331 247.266977229665 82.4223257432218 514.519612318403 257.259806159202 85.7532687197339 625.956221159212 312.978110579606 104.326036859869 462.839269230827 231.419634615414 77.1398782051379 418.640499771345 209.320249885673 69.7734166285575 183.654973666059 91.8274868330295 30.6091622776765 271.941944647642 135.970972323821 45.3236574412736 201.25992941194 100.62996470597 33.5433215686567 157.878211848393 78.9391059241964 26.3130353080655 207.007891511675 103.503945755837 34.5013152519458 153.819587999483 76.9097939997414 25.6365979999138 94.7646189757043 47.3823094878521 15.7941031626174 151.533252786207 75.7666263931037 25.2555421310346 82.4491118416742 41.2245559208371 13.741518640279 104.718798489105 52.3593992445526 17.4531330815175
"500" "6" "34" "pub" 145.062 72.531 24.177 397.5336 198.7668 66.2556 506.9509875 253.47549375 84.49183125 424.126838090044 212.063419045022 70.6878063483406 336.172002508309 168.086001254155 56.0286670847182 210.419665331152 105.209832665576 35.0699442218587 251.265618772106 125.632809386053 41.8776031286843 265.366325785217 132.683162892608 44.2277209642028 348.042085070918 174.021042535459 58.0070141784863 247.217208206442 123.608604103221 41.202868034407 220.576060696393 110.288030348197 36.7626767827322 128.747335023959 64.3736675119793 21.4578891706598 170.535971094776 85.267985547388 28.4226618491293 129.899811009501 64.9499055047506 21.6499685015835 124.618743754565 62.3093718772824 20.7697906257608 125.525746827639 62.7628734138194 20.9209578046065 110.702470720191 55.3512353600955 18.4504117866985 68.7301808103432 34.3650904051716 11.4550301350572 100.716226769225 50.3581133846123 16.7860377948708 58.2480415666468 29.1240207833234 9.70800692777447 73.2618560562359 36.6309280281179 12.210309342706
"574" "7" "34" "pub" 0 0 0 326.0808 163.0404 54.3468 612.431982 306.215991 102.071997 494.615699373104 247.307849686552 82.4359498955174 457.468914655477 228.734457327738 76.2448191092461 334.311836783008 167.155918391504 55.7186394638347 392.851064086851 196.425532043426 65.4751773478085 397.858512441689 198.929256220844 66.3097520736148 543.703840341052 271.851920170526 90.6173067235086 402.765920314167 201.382960157083 67.1276533856945 356.751453993924 178.375726996962 59.458575665654 241.059941603065 120.529970801532 40.1766569338441 324.770774239787 162.385387119893 54.1284623732978 276.380659777679 138.19032988884 46.0634432962799 288.284587028438 144.142293514219 48.0474311714063 245.055820062393 122.527910031197 40.8426366770656 255.716487552435 127.858243776217 42.6194145920725 158.148161306075 79.0740806530375 26.3580268843458 225.190604046356 112.595302023178 37.5317673410593 148.180588258367 74.0902941291836 24.6967647097279 178.865359398796 89.4326796993978 29.8108932331326
"648" "8" "34" "pub" 302.148 151.074 50.358 51.855 25.9275 8.6425 136.8401175 68.42005875 22.80668625 151.912773300679 75.9563866503397 25.3187955501132 137.620600843986 68.8103004219931 22.936766807331 130.898186869834 65.4490934349168 21.8163644783056 165.005511488976 82.502755744488 27.500918581496 152.335104418806 76.167552209403 25.389184069801 220.500562075028 110.250281037514 36.7500936791714 178.494218124879 89.2471090624395 29.7490363541465 157.08367858185 78.5418392909252 26.1806130969751 128.326525560917 64.1632627804586 21.3877542601529 183.074624369311 91.5373121846557 30.5124373948852 182.91045362813 91.4552268140652 30.4850756046884 203.013814306275 101.506907153138 33.8356357177126 144.986524912397 72.4932624561984 24.1644208187328 182.298768274742 91.149384137371 30.3831280457903 112.42449648084 56.21224824042 18.73741608014 156.257302522921 78.1286512614606 26.0428837538202 116.554408806021 58.2772044030104 19.4257348010035 135.712588975637 67.8562944878187 22.6187648292729
"722" "9" "34" "pub" 575.886 287.943 95.981 214.9554 107.4777 35.8259 355.3898733 177.69493665 59.23164555 490.588718589973 245.294359294987 81.7647864316622 368.482166129557 184.241083064778 61.4136943549261 410.955135876118 205.477567938059 68.4925226460197 589.793242156334 294.896621078167 98.2988736927223 510.370927754475 255.185463877237 85.0618212924125 759.588372273693 379.794186136846 126.598062045615 660.191645943027 330.095822971514 110.031940990505 580.527981333454 290.263990666727 96.7546635555756 524.067660366009 262.033830183004 87.3446100610014 785.921103079558 392.960551539779 130.98685051326 861.579837737451 430.789918868725 143.596639622908 971.873557962327 485.936778981164 161.978926327055 644.003629394019 322.001814697009 107.333938232336 882.439747231833 441.219873615916 147.073291205305 543.98506482577 271.992532412885 90.6641774709617 749.143143852181 374.571571926091 124.85719064203 589.394040221891 294.697020110945 98.2323400369818 676.829485331559 338.414742665779 112.804914221926
"130" "10" "34" "pub" 0 0 0 191.7 95.85 31.95 165.6934272 82.8467136 27.6155712 339.479053008802 169.739526504401 56.5798421681337 158.752655420023 79.3763277100114 26.4587759033371 258.807047884871 129.403523942436 43.1345079808119 476.005866123361 238.00293306168 79.3343110205601 374.245161780305 187.122580890152 62.3741936300508 579.853556772404 289.926778386202 96.6422594620673 559.701436662676 279.850718331338 93.2835727771126 492.004044212224 246.002022106112 82.0006740353707 499.46420569424 249.73210284712 83.2440342823734 792.042853340567 396.021426670284 132.007142223428 948.092854620362 474.046427310181 158.01547577006 1082.10100906828 541.050504534142 180.350168178047 671.951741852656 335.975870926328 111.991956975443 992.39919427591 496.199597137955 165.399865712652 611.674756794882 305.837378397441 101.945792799147 836.092824339123 418.046412169561 139.34880405652 686.321699982699 343.160849991349 114.386949997116 779.874793420676 389.937396710338 129.979132236779
"58" "1" "35" "pub" 0 0 0 0 0 0 7.20468 3.60234 1.20078 81.7126611428571 40.8563305714286 13.6187768571429 64.8098281991433 32.4049140995716 10.8016380331905 40.6700560602432 20.3350280301216 6.77834267670721 32.3986688868903 16.1993344434452 5.39977814781505 103.764967000934 51.8824835004672 17.2941611668224 135.870752675828 67.9353763379138 22.6451254459713 128.026485884782 64.0132429423908 21.3377476474636 160.347303732149 80.1736518660745 26.7245506220248 138.806510585184 69.4032552925918 23.1344184308639 51.93175705758 25.96587852879 8.65529284293 91.3949015808773 45.6974507904387 15.2324835968129 68.5091953409853 34.2545976704927 11.4181992234976 45.0659146184845 22.5329573092422 7.51098576974741 79.0834186149703 39.5417093074851 13.1805697691617 53.6957785020263 26.8478892510131 8.94929641700438 30.5133590321336 15.2566795160668 5.08555983868893 61.2786752718361 30.639337635918 10.213112545306 35.9043881415967 17.9521940707984 5.98406469026612
"206" "2" "35" "pub" 0 0 0 116.0424 58.0212 19.3404 141.262457142857 70.6312285714286 23.5437428571429 245.082566204082 122.541283102041 40.8470943673469 220.558010345945 110.279005172972 36.7596683909908 114.861521779668 57.4307608898341 19.143586963278 81.3854624307858 40.6927312153929 13.5642437384643 194.414403975892 97.207201987946 32.4024006626487 227.323160561533 113.661580280767 37.8871934269222 234.295259937851 117.147629968926 39.0492099896419 250.44743577621 125.223717888105 41.741239296035 219.957651979969 109.978825989985 36.6596086633282 81.4002813257775 40.7001406628887 13.5667135542962 141.141868065228 70.5709340326138 23.5236446775379 105.736541260822 52.868270630411 17.6227568768037 70.1982923761617 35.0991461880808 11.6997153960269 119.011204085107 59.5056020425536 19.8352006808512 81.1143594401947 40.5571797200974 13.5190599066991 46.9515680116803 23.4757840058402 7.82526133528006 90.4513626392172 45.2256813196086 15.0752271065362 52.164400761216 26.082200380608 8.69406679353601
