"vol" "age" "ownership" "step0.nomgmt" "step0.thin" "step0.finalfell" "step1.nomgmt" "step1.thin" "step1.finalfell" "step2.nomgmt" "step2.thin" "step2.finalfell" "step3.nomgmt" "step3.thin" "step3.finalfell" "step4.nomgmt" "step4.thin" "step4.finalfell" "step5.nomgmt" "step5.thin" "step5.finalfell" "step6.nomgmt" "step6.thin" "step6.finalfell" "step7.nomgmt" "step7.thin" "step7.finalfell" "step8.nomgmt" "step8.thin" "step8.finalfell" "step9.nomgmt" "step9.thin" "step9.finalfell" "step10.nomgmt" "step10.thin" "step10.finalfell" "step11.nomgmt" "step11.thin" "step11.finalfell" "step12.nomgmt" "step12.thin" "step12.finalfell" "step13.nomgmt" "step13.thin" "step13.finalfell" "step14.nomgmt" "step14.thin" "step14.finalfell" "step15.nomgmt" "step15.thin" "step15.finalfell" "step16.nomgmt" "step16.thin" "step16.finalfell" "step17.nomgmt" "step17.thin" "step17.finalfell" "step18.nomgmt" "step18.thin" "step18.finalfell" "step19.nomgmt" "step19.thin" "step19.finalfell" "step20.nomgmt" "step20.thin" "step20.finalfell"
"86" "10" "14" "pub" 0 0 0 94.8672169930418 24.8461759076332 0 521.815135929847 136.665869090789 0 300.601729060586 78.7290243680894 0 92.0666884172742 24.1127041369479 0 283.729567886449 74.3101250078889 0 407.059260206601 106.610758747841 0 253.546505100645 66.4050371263479 0 250.655614231026 65.647899040579 0 426.767219884915 111.77236724094 0 366.47691023452 95.9820480286739 0 51.0226405523148 13.3630725409362 0 809.630160669396 212.045994704288 0 0 0 0 551.850231727568 144.532203713502 0 578.043807047315 151.392425828925 0 606.468917011331 158.837097494707 0 627.546501001055 164.357417117396 0 631.309484678606 165.342960462647 0 630.52497187142 165.137492822434 0 635.317645229783 166.392716798684 0
"14" "1" "15" "pub" 197.0298483762 78.7701516238 0 55.3641824097386 22.1339308682614 0 134.778203013372 53.88269632465 0 237.137769443778 94.8048136298137 0 216.883719455022 86.7074892814536 0 234.692548569914 93.8272438830199 0 69.0797860153334 27.6172633913713 0 151.770372346239 60.6759602173958 0 55.4249496657581 22.1582248826448 0 87.7098895649165 35.065353584111 0 122.493221472477 48.9713092092103 0 102.921434814592 41.1467454931247 0 14.9550458384431 5.97884654504633 0 223.083440475237 89.1860628012137 0 0 0 0 160.052276602411 63.9869654248243 0 167.649159091992 67.0241072107221 0 175.893250153025 70.3199951598318 0 182.006349521079 72.7639383901667 0 183.097721907613 73.2002558774601 0 182.870190860972 73.109291715478 0
"162" "2" "15" "pub" 143.53603022388 57.38396977612 0 238.918952059393 95.5169089080571 0 226.280085414033 90.4640428057236 0 203.231387664231 81.2494520650531 0 155.772765352195 62.2760685590276 0 194.431213548965 77.7312488329633 0 59.5242096974294 23.7970594901993 0 121.946883093261 48.7528897295052 0 47.9433528620326 19.1671729203433 0 75.3291430459626 30.1156807880798 0 104.800969402647 41.8981607010409 0 87.9274828180417 35.1523447363767 0 12.7478796683329 5.09644819113526 0 190.663839319989 76.2250981573895 0 0 0 0 136.521778140868 54.5797565837538 0 143.001785347395 57.1703851326168 0 150.033850087114 59.9817196098093 0 155.248216376646 62.0663602195113 0 156.179137835474 62.4385313654877 0 155.985057852802 62.3609405345135 0
"236" "3" "15" "pub" 416.02731037665 166.32268962335 0 915.715489360729 366.09198319781 0 656.996829846421 262.659390594191 0 405.164733642094 161.979962755021 0 261.395547202944 104.5027799425 0 400.931598631988 160.28760654941 0 130.467422958405 52.1592985687006 0 243.086977432366 97.1832350678077 0 106.296295656187 42.4959740612456 0 165.13053062899 66.0171899971642 0 229.257820439386 91.6545052730891 0 192.030673990188 76.7715421358198 0 27.7529433408048 11.0952912615954 0 416.667926751105 166.578800305891 0 0 0 0 297.49602220077 118.935313453059 0 311.616673089049 124.580578983451 0 326.940318271622 130.706787090539 0 338.302997915546 135.249449056637 0 340.331578518246 136.060451059494 0 339.908656815789 135.891372075258 0
"310" "4" "15" "pub" 493.1461360917 197.1538639083 0 755.46477962394 302.025686604582 0 535.186633327528 213.961146504809 0 258.516874813871 103.351921519619 0 153.227322910061 61.2584314407481 0 292.954917228983 117.119834579603 0 102.626121292568 41.0286827168595 0 173.168630501951 69.2307251593672 0 85.6132847217438 34.2271563122104 0 131.117742102901 52.4192883014137 0 182.398333976849 72.9206490371559 0 152.585748531174 61.0019377596163 0 21.9738918235407 8.78489632393362 0 331.334569220583 132.463555500885 0 0 0 0 235.794323829059 94.2677203130303 0 246.986303148974 98.7421383530669 0 259.131771608323 103.597749824981 0 268.137792407207 107.198248072844 0 269.74563841472 107.841045470514 0 269.410432128176 107.707034049229 0
"384" "5" "15" "pub" 1237.98754477188 494.93245522812 0 856.913709250363 342.583742323569 0 658.43569020348 263.23462957156 0 243.653804574765 97.4098457073589 0 152.688720880476 61.0431048601062 0 371.31103559253 148.44566350865 0 144.233619080832 57.6628573684623 0 216.47083955713 86.5424248892947 0 127.898494625929 51.132272075367 0 191.487729134274 76.5544793457088 0 269.134018414212 107.59652718776 0 224.971447024005 89.9408649966112 0 32.2373067817419 12.8880855569267 0 489.092269852874 195.533177190391 0 0 0 0 346.427050901447 138.497347234365 0 362.870213427951 145.071124842489 0 380.714234233299 152.204948656492 0 393.94580476074 157.494770606095 0 396.308038684106 158.439163173252 0 395.815556408005 158.242274712543 0
"458" "6" "15" "pub" 530.27318910153 211.99681089847 0 551.514798933276 220.488949734132 0 531.295938005899 212.405693547136 0 172.788269974575 69.0786616184366 0 134.122528503299 53.6205655815167 0 387.85729788892 155.060659158473 0 172.040455951937 68.7796946119901 0 230.224520355427 92.0409802137581 0 175.438227027145 70.1380824145635 0 253.662076160582 101.411031704324 0 365.501014442253 146.12288728608 0 305.680163348297 122.207234151442 0 43.5158326149428 17.3971038467743 0 665.696356017959 266.137355995042 0 0 0 0 468.503707531691 187.302118855214 0 490.741239465664 196.192415308336 0 514.873275006262 205.840111402049 0 532.767489192026 212.994001922789 0 535.962145464607 214.271186882586 0 535.296118456478 214.004917335874 0
"532" "7" "15" "pub" 157.75961354937 63.07038645063 0 133.560880110361 53.3960253433975 0 204.818043101497 81.8837777288964 0 82.4406227308992 32.9587644003782 0 62.315058880558 24.9128072569765 0 189.590751894948 75.7960907766667 0 88.6186939486189 35.4286825908101 0 115.534961495898 46.1894809841466 0 98.5785632591151 39.4105179432033 0 139.856102105389 55.9127789984428 0 204.587476303006 81.7915999100215 0 171.250082482359 68.463712853129 0 24.3093015133192 9.71856488676122 0 373.256334484013 149.223370490098 0 0 0 0 261.928314474865 104.71577385756 0 274.360743853564 109.686108836159 0 287.852341235574 115.079886378935 0 297.856533913627 119.079441677883 0 299.642583670228 119.793482780257 0 299.270225183349 119.644618358386 0
"606" "8" "15" "pub" 439.7094694545 175.7905305455 0 359.422164807146 143.692636684956 0 271.761910634089 108.647126730503 0 224.263233276893 89.6577297016201 0 136.464735797666 54.5569517444873 0 420.462428626444 168.095796286553 0 207.241126654963 82.8524972425977 0 275.795215905527 110.259593422197 0 264.362045143459 105.688749959184 0 363.133696722668 145.17646227865 0 544.547777708051 217.703618867769 0 456.768574123246 182.610554376395 0 64.6101688347495 25.8303644726719 0 996.833146948939 398.521842126548 0 0 0 0 696.816953336732 278.578994607798 0 729.891375167025 291.801748641833 0 765.783538266025 306.15100157338 0 792.398038025209 316.791156852897 0 797.149527960147 318.690745091423 0 796.158929800125 318.2947159217 0
"680" "9" "15" "pub" 526.8655300125 210.6344699875 0 886.073242526513 354.241371238026 0 406.343332670293 162.45115239923 0 508.704812135218 203.374034512469 0 327.079988188677 130.762625435005 0 816.271589993257 326.335514338933 0 458.72572221779 183.39299852599 0 643.938942833379 257.439005214104 0 618.981777347555 247.461432142713 0 810.251018699553 323.928562714215 0 1246.94756382841 498.514562535473 0 1049.46630237143 419.563941418796 0 147.993120771886 59.1658606985404 0 2294.13514476894 917.167498672076 0 0 0 0 1597.209377805 638.545001691493 0 1673.02093270455 668.853544907094 0 1755.29117486343 701.744193214393 0 1816.295615696 726.133031218932 0 1827.18674606573 730.48717348544 0 1824.91614592713 729.579414997737 0
"88" "10" "15" "pub" 0 0 0 65.9675406854812 26.3730253302688 0 159.505361999027 63.7683155776623 0 527.689444710057 210.963861123851 0 317.847286013991 127.07150271329 0 244.599169095061 97.7877910147183 0 331.631530603234 132.582277071909 0 475.792336836962 190.216024744283 0 345.604804083486 138.168622896115 0 382.894608279515 153.076635843141 0 625.44330944058 250.044674564531 0 532.622982629447 212.936229945909 0 74.5391827984495 29.7998642304048 0 1171.53477124666 468.365439674166 0 0 0 0 805.516787851561 322.035874450017 0 843.750648128939 337.321309606328 0 885.241802714237 353.908971651777 0 916.008026546242 366.208936028299 0 921.500724293582 368.404850190277 0 920.355597952881 367.947042521902 0
"16" "1" "16" "pub" 181.00545733392 64.26454266608 0 245.884604010509 87.2993657656109 0 127.682403948406 45.3326182376509 0 205.989879748981 73.1350623947644 0 304.929315803007 108.262719335638 0 270.004378237814 95.862899057689 0 299.806969952848 106.444071333049 0 88.9227842252509 31.5713246716532 0 192.760976419595 68.4382458735452 0 71.4002564145476 25.3500910541987 0 112.8311314447 40.0597924924068 0 157.458358265286 55.9043331174419 0 132.261968847521 46.9585561965727 0 19.2099877696728 6.82035280495195 0 286.702992637873 101.791608795967 0 0 0 0 205.616501265955 73.0024973450336 0 215.376090015302 76.4675614200285 0 225.967136866192 80.2278280564748 0 233.820534085106 83.0161140456509 0 235.222602062276 83.5139070882847 0
"164" "2" "16" "pub" 375.06586040208 133.16413959792 0 114.335465598832 40.5938943247834 0 223.244345065138 79.2611225634637 0 180.414876388217 64.0548616158954 0 134.760157186315 47.8455180233104 0 96.0396585577153 34.0981140896321 0 130.888494836007 46.4709152131805 0 41.2103487796459 14.6314053534191 0 80.8573149047585 28.707744175776 0 33.3714105490274 11.8482529126118 0 52.1557011761401 18.5174653454234 0 72.490547232507 25.7371901053612 0 60.7726634611334 21.5768490157973 0 8.7979452408825 3.12364022408166 0 131.819764677007 46.8015551359327 0 0 0 0 94.2616864947848 33.4668593021784 0 98.735818139594 35.0553640258291 0 103.591118817135 36.779199771692 0 107.191386606979 38.0574461096625 0 107.83414286095 38.2856515865339 0
"238" "3" "16" "pub" 647.58139524 229.91860476 0 259.7877441257 92.2355646752208 0 512.103879780454 181.818394408426 0 387.01421027867 137.406305838338 0 255.385038157891 90.6724190680002 0 172.576183711495 61.2717963570389 0 253.775113856243 90.1008282966704 0 81.8908203515926 29.0746820342361 0 154.941979228021 55.010912828428 0 66.7048805452311 23.6830353348216 0 103.760541937004 36.8393520979028 0 144.170091142803 51.1864399553827 0 120.794352749837 42.8870706466741 0 17.4650606947824 6.20083037670482 0 262.078860445122 93.0490072345291 0 0 0 0 187.191690517324 66.4609153733611 0 196.076745488573 69.6154832118157 0 205.718753557769 73.0388012049656 0 212.868426335301 75.5772354490369 0 214.144858300882 76.0304224287038 0
"312" "4" "16" "pub" 1375.55144162928 488.37855837072 0 619.574499001734 219.974979828691 0 957.104338310595 339.812254786227 0 688.678083594118 244.509655886683 0 367.224698548458 130.380197677517 0 229.34636022041 81.4275943321665 0 399.033071867542 141.673506699309 0 136.57704459714 48.4905893943741 0 238.542129009435 84.6924786312043 0 113.620416372227 40.3400218050907 0 174.625929722646 61.9995423152462 0 243.042786499468 86.2904011444469 0 203.418546872564 72.2221311838541 0 29.3233575103056 10.4110239966815 0 441.628665096678 156.796732036161 0 0 0 0 314.566185573327 111.684213016791 0 329.497071892005 116.985305011486 0 345.699979677132 122.738018073341 0 357.714643829746 127.003728668077 0 359.859623307451 127.765286508339 0
"386" "5" "16" "pub" 1246.16799979056 442.44200020944 0 650.621811218323 230.998080181568 0 629.211430523933 223.396495434356 0 472.879707142531 167.892165038549 0 197.541825420932 70.1356481461169 0 122.091779309977 43.3477115895405 0 269.323052359466 95.6209997435827 0 101.643691411129 36.0877812174355 0 158.254278454744 56.1869182269056 0 89.5801507978063 31.8047174255043 0 134.663092872502 47.8110561135522 0 189.142823902529 67.1536497059477 0 158.164021888865 56.1548733537054 0 22.687702569331 8.05508768209321 0 343.775684596526 122.054812466553 0 0 0 0 243.730656871508 86.5346240287942 0 255.299334297826 90.6419905966553 0 267.853593270385 95.0992800246455 0 277.162737483295 98.4044173628618 0 278.824700151418 98.9944839407882 0
"460" "6" "16" "pub" 703.43944174224 249.75055825776 0 858.146470290409 304.67805372291 0 665.488303783498 236.276309688135 0 551.30262073256 195.735594461272 0 197.66238750971 70.1784527532946 0 132.831067448064 47.1606101116011 0 343.802469628279 122.064322278253 0 141.183992363467 50.1262494217032 0 202.100671565562 71.7542300766561 0 133.700531554567 47.4693064017129 0 196.851978374317 69.8907234592415 0 280.025569134154 99.4208428866129 0 234.141386610172 83.1300301733211 0 33.4466429523193 11.8749635768229 0 509.447709127484 180.875342222207 0 0 0 0 359.742165263479 127.72358396749 0 376.817329791397 133.785984822677 0 395.347195357088 140.364865668498 0 409.087328579918 145.243190282253 0 411.540356264215 146.114118179127 0
"534" "7" "16" "pub" 601.61972082912 213.60027917088 0 503.76659659804 178.858308570754 0 482.949124087204 171.467231140947 0 490.319541227035 174.084038908658 0 182.881105058627 64.930476417506 0 135.858297885651 48.2354041121901 0 397.912634210996 141.275704253768 0 180.270536251099 64.0036148024739 0 240.344541740868 85.3324108829008 0 192.926523737498 68.4970221272081 0 275.802481200222 97.9214692284359 0 400.973715283473 142.362516652046 0 335.55983859869 119.137841931837 0 47.6978307943724 16.9347340534024 0 731.119875419052 259.578275262764 0 0 0 0 513.738239721833 182.398660858573 0 538.12282905989 191.056214641714 0 564.584838346536 200.451339793629 0 584.206757979643 207.417945718256 0 587.709861719503 208.661694735936 0
"608" "8" "16" "pub" 502.96595340384 178.57404659616 0 264.896559332922 94.0494087310495 0 248.572587653194 88.2537128998654 0 219.923154782168 78.0819604664428 0 151.7776987746 53.8874603137828 0 99.270622749014 35.245242133077 0 292.165442740715 103.73100809843 0 145.411773914041 51.6272895110002 0 194.569712758053 69.0804232714347 0 180.845500569025 64.2077512936335 0 247.900594841636 88.0151272166171 0 371.401382196347 131.863095864378 0 311.593582842556 110.628814147415 0 44.0860327645306 15.6523939957663 0 680.035437097886 241.441153242145 0 0 0 0 475.421483193228 168.794602334439 0 497.987367400006 176.806439379379 0 522.475728846766 185.500836621306 0 540.634163266834 191.947843803995 0 543.875990810537 193.098828793989 0
"682" "9" "16" "pub" 0 0 0 407.717627146694 144.756888722667 0 570.762321760962 202.644605965284 0 315.886446555447 112.152961138894 0 405.814238690086 144.081105845832 0 255.227112670114 90.6163488842789 0 582.225405160573 206.714482216916 0 346.313369248096 122.955797143844 0 482.693866854815 171.376604098297 0 447.257202004902 158.79509913301 0 580.812123588564 206.212707876952 0 894.49579148814 317.583590038786 0 753.247774863204 267.434609314151 0 106.201918002184 37.7061431804237 0 1647.12032377822 584.796922052674 0 0 0 0 1146.17613980805 406.940688554223 0 1200.57939873897 426.256131338303 0 1259.61748722573 447.217133356503 0 1303.39498783164 462.759985472351 0 1311.21059043127 465.534852783663 0
"90" "10" "16" "pub" 169.367441832 60.132558168 0 354.390544438277 125.823533715307 0 560.926163474776 199.152356487486 0 397.994207575235 141.304666225543 0 760.175348306695 269.894188962683 0 467.881298566705 166.117519975826 0 701.499654847972 249.061852406202 0 559.02097188558 198.475933422821 0 790.09694720911 280.517613789892 0 660.339545725409 234.448284241969 0 807.044486406268 286.534702290222 0 1270.53394193097 451.092933453918 0 1074.45752161138 381.477565690752 0 151.06125805506 53.6330937556316 0 2354.75006572735 836.035212947868 0 0 0 0 1631.13766058144 579.122405073706 0 1708.55962167325 606.610454302505 0 1792.57746691964 636.440319545674 0 1854.87777787916 658.559547610614 0 1866.00026010299 662.508496133793 0
"18" "1" "17" "pub" 0 0 0 262.493489092067 115.940650505853 0 259.263754051026 114.514110049878 0 174.986446836841 77.2896979126797 0 238.040003923827 105.139799835814 0 319.789742174245 141.24781098771 0 277.428223606641 122.537167778495 0 314.021790096136 138.700166402941 0 93.7271878763713 41.3983263739518 0 201.088335268526 88.8186312003901 0 75.3273094095194 33.2712909718386 0 118.894099275049 52.5142900074819 0 165.846987800815 73.2528936872737 0 139.279197626057 61.5181764338333 0 20.2220924066377 8.93188839206868 0 301.934722506189 133.361434063584 0 0 0 0 216.472292449507 95.6135654636605 0 226.74715140746 100.1518640537 0 237.897366381144 105.076798313214 0 246.165393942298 108.728700298121 0
"166" "2" "17" "pub" 0 0 0 174.848217177697 77.2286433065033 0 59.7016592059131 26.3696034082755 0 117.068291700832 51.7078497464858 0 91.8543703080593 40.5711222863384 0 65.152886266728 28.7773538392369 0 45.4650144216603 20.081425126154 0 63.8687295130838 28.2101551255318 0 20.3132692486482 8.97216025713599 0 39.2676486062769 17.3441129492174 0 16.4894616627549 7.28322412218222 0 25.7207040819333 11.3605681155846 0 35.7442247875207 15.7878532074334 0 29.9589836525943 13.2325722256589 0 4.33483721913563 1.91465262152575 0 64.9899396295022 28.7053820003046 0 0 0 0 46.4508793449387 20.5168714334554 0 48.6556706756975 21.4907048873899 0 51.0482969307806 22.5475030784278 0 52.8224600179728 23.3311325053671 0
"240" "3" "17" "pub" 648.18389785704 286.29610214296 0 638.755780812804 282.131800670436 0 249.971369448541 110.409760188519 0 459.353146664881 202.891518644705 0 347.618249007007 153.539373707826 0 225.003321561416 99.3816325046384 0 151.743413244619 67.0234911441515 0 226.563847952321 100.070900819517 0 73.6568429234288 32.5334632576524 0 138.083601206507 60.9900939007976 0 60.2100548048482 26.5941564692246 0 93.4971168249151 41.2967063777353 0 129.969136362062 57.406018974498 0 108.883644288318 48.0927759080822 0 15.7366244055582 6.95070371709968 0 236.258374095557 104.352872426815 0 0 0 0 168.685963195044 74.5068396617645 0 176.692643682432 78.04330735592 0 185.381445059201 81.8810607692455 0 191.824302836031 84.7268041983341 0
"314" "4" "17" "pub" 602.25168131298 266.00831868702 0 761.764561322772 336.463502685548 0 338.467463991054 149.497566914604 0 534.283383623817 235.987426835135 0 392.313930018091 173.280992249113 0 222.271178921191 98.1748734490971 0 143.260835428573 63.2768245378268 0 237.220556213122 104.777858284565 0 80.1498999114448 35.4013791574564 0 142.735207549386 63.0446601574922 0 66.5456098183686 29.3925053811305 0 102.489116843279 45.2683794850711 0 142.682726764285 63.0214799392524 0 119.455084735095 52.7620714644125 0 17.2298450694587 7.61024379072292 0 259.310652561325 114.534824635259 0 0 0 0 184.801002560696 81.624685340313 0 193.572583510449 85.4990016321066 0 203.091450255877 89.7033863060301 0 210.149812160817 92.8209915220493 0
"388" "5" "17" "pub" 802.70398060425 354.54601939575 0 1270.53403787969 561.181701500917 0 658.859343575667 291.01133574871 0 798.306990640214 352.603914551697 0 589.495881938013 260.374214456964 0 282.411507917028 124.738232751955 0 176.670914493001 78.0337097984097 0 341.753620798353 150.949028279304 0 123.114793957514 54.3785270549006 0 202.82164845626 89.5842176505963 0 106.018406098487 46.8272299292765 0 160.882573965803 71.060163606987 0 225.190438152762 99.4642799615189 0 188.39547231703 83.2123253355542 0 27.0825566490039 11.9620842639103 0 409.282260442951 180.775727734786 0 0 0 0 290.76115682522 128.426186038948 0 304.562137278769 134.52193590664 0 319.538878033498 141.137006899703 0 330.644323590253 146.042166972286 0
"462" "6" "17" "pub" 423.78053488008 187.17946511992 0 840.309898235426 371.156163015346 0 648.443471294372 286.410753036902 0 562.074701310723 248.262563495399 0 453.743658340464 200.413865855725 0 174.782080472224 77.1994314099288 0 114.226647545288 50.4527250078131 0 280.585055172443 123.931507525901 0 113.03648394412 49.9270420942859 0 165.478607187838 73.09018379283 0 106.262249266209 46.9349329263485 0 156.863819485664 69.2851214516093 0 222.910518628506 98.457263164045 0 186.415992400914 82.3380095956414 0 26.647027156374 11.7697154060591 0 405.547205751709 179.125992832502 0 0 0 0 286.550866774226 126.566544609291 0 300.152005779446 132.574026582807 0 314.91187979969 139.093309789452 0 325.85651588846 143.927441988581 0
"536" "7" "17" "pub" 494.93315905842 218.60684094158 0 642.57086809014 283.816885135582 0 618.859791346295 273.343948563386 0 528.825248268404 233.57662508213 0 477.563894045118 210.93501680828 0 182.906505369072 80.7879055880297 0 127.967858761471 56.522075423525 0 353.729392973144 156.238602588586 0 155.049654000723 68.4838233806481 0 213.161766624919 94.1513405568761 0 160.902443735293 71.0689398780025 0 231.437958225974 102.223744753739 0 334.912436117289 147.927347989645 0 280.272159780434 123.793304877846 0 39.8910305995401 17.6194543074452 0 610.466391904464 269.636671119639 0 0 0 0 429.491276282603 189.701840342899 0 449.877082879558 198.706039594137 0 471.999637252146 208.477342317418 0 488.403795352 215.722888740975 0
"610" "8" "17" "pub" 356.68564955379 157.54435044621 0 398.281697927556 175.916893413307 0 323.847511314357 143.040085513583 0 306.991394799179 135.594913747487 0 290.023385383825 128.100320048382 0 132.507929308622 58.5273774765388 0 93.2535270076599 41.1891152829358 0 266.119652322588 117.542289179791 0 125.349620555049 55.3656267745247 0 168.613608462024 74.4748813269402 0 141.383849490441 62.4477793245149 0 198.180787718965 87.5343976163921 0 291.860238065557 128.911638818764 0 244.558671423289 108.019027632789 0 34.6973574597311 15.3254627710189 0 533.251830889488 235.531800695748 0 0 0 0 373.893502525282 165.144880555451 0 391.640360380721 172.983483529229 0 410.899143494468 181.489888201902 0 425.179778437789 187.797496480843 0
"684" "9" "17" "pub" 161.65060503765 71.39939496235 0 312.215122281293 137.902179975067 0 310.309713272578 137.060580586395 0 362.861845393171 160.272312064405 0 254.399500499996 112.365619727765 0 257.679960462923 113.814564855417 0 163.957069317277 72.4181363028437 0 398.884614979678 176.183195619377 0 225.859877439211 99.7599643482575 0 310.333745373898 137.071195316192 0 284.945593652656 125.857512127769 0 375.883224212504 166.023719979392 0 573.720323995514 253.406314200571 0 482.607730981219 213.162827248225 0 68.1196014326694 30.0877211454682 0 1054.7260277378 465.861542639955 0 0 0 0 734.982509481937 324.634148277376 0 769.868459716196 340.042910520069 0 807.726482513884 356.764406375877 0 835.798692479417 369.163610241079 0
"92" "10" "17" "pub" 313.28518460118 138.37481539882 0 152.236586373829 67.2413205981709 0 554.216500677666 244.791677812278 0 834.105835710519 368.415892971298 0 540.329061525079 238.657740034314 0 917.857548971213 405.408155712789 0 568.084705698039 250.917120073616 0 967.086821546202 427.152214607416 0 702.65613386126 310.355923583417 0 989.191078751345 436.915435661688 0 852.074836678293 376.352614252842 0 1061.13929272916 468.694215242758 0 1659.06575141078 732.79212797191 0 1401.17674318451 618.885228888498 0 197.169415975361 87.0876852112113 0 3068.65380218512 1355.39254414731 0 0 0 0 2128.67346538632 940.212982596588 0 2229.71096712333 984.840198751144 0 2339.356254653 1033.26938457614 0 2420.65964309758 1069.18024765012 0
"20" "1" "18" "pub" 162.81770235629 59.59229764371 0 0 0 0 166.786491978264 61.0448994739481 0 146.466191411206 53.6075423433833 0 111.267423984818 40.7245732631849 0 140.46455657548 51.4109064475099 0 179.287212215714 65.6202412848819 0 153.749960762651 56.273447492994 0 176.035837876169 64.4302179361352 0 52.7441488201723 19.3046884335573 0 112.463276825121 41.1622628839454 0 42.416286161866 15.5246260899041 0 66.8990191664399 24.4854595326178 0 93.2966937680963 34.1471735796649 0 78.3414956379059 28.6734775048688 0 11.3720684969921 4.16224821312394 0 169.838731171628 62.1620381134109 0 0 0 0 121.742754798903 44.5586098744082 0 127.521275553485 46.6735846207897 0 133.792091426204 48.9687424601887 0
"168" "2" "18" "pub" 0 0 0 76.213174758294 27.8944987482369 0 288.436412115552 105.569531281435 0 191.750535967932 70.1818957482694 0 196.442013366124 71.8990058257107 0 205.789358964637 75.3201927914022 0 223.086963379047 81.6512242202271 0 183.694853720731 67.2334656497544 0 219.677227342623 80.4032394997178 0 66.8121617262521 24.4536691661322 0 139.152291427033 50.9306091936977 0 53.8853187240786 19.7223637575022 0 84.7393235819732 31.0151225569639 0 118.093663595745 43.2230196654776 0 99.1191881983859 36.278242966453 0 14.3763249195462 5.2618248582918 0 214.918469361233 78.6615043079212 0 0 0 0 153.942186464303 56.3438033023553 0 161.249053480406 59.0181623417293 0 169.178421498701 61.9203606422475 0
"242" "3" "18" "pub" 885.17164158135 323.97835841865 0 500.422376357474 183.157720370049 0 594.351844352404 217.536493275347 0 236.639395634875 86.6114992093568 0 421.434055353975 154.247500734859 0 317.985312465607 116.384613666344 0 202.191650735512 74.0034090724177 0 135.729615472304 49.6778883821374 0 205.401909395099 75.1783838250819 0 67.1619878051421 24.5817076995045 0 124.978619991467 45.7429567783353 0 55.0465561480599 20.1473839193362 0 85.3670821438793 31.244886117855 0 118.703676016382 43.4462880276451 0 99.4364631521893 36.394367584405 0 14.3667692239686 5.25832741393033 0 215.774632704106 78.9748654475378 0 0 0 0 154.016078814759 56.37084836489 0 161.326453131822 59.0464910983568 0 169.259627251965 61.9500824559624 0
"316" "4" "18" "pub" 611.87128269158 223.94871730842 0 594.042855616587 217.423401465016 0 735.987860155178 269.37616112865 0 327.050915196662 119.702680979973 0 507.176432779175 185.62974727351 0 376.749639097343 137.892724840935 0 216.890789076585 79.3833856624968 0 141.582359558127 51.8200293320915 0 231.934486250258 84.8894729408544 0 78.3289067768827 28.6688699029788 0 139.828661732687 51.1781649569138 0 65.2003977728743 23.8637534760624 0 100.375214723392 36.7379565322592 0 139.832936641363 51.1797296002331 0 117.077751330106 42.8511894207455 0 16.8862940525554 6.1804892632439 0 254.154497360143 93.0221360146104 0 0 0 0 181.117870267784 66.290273584466 0 189.714631316085 69.4367419091519 0 199.043784558792 72.8512703588081 0
"390" "5" "18" "pub" 1039.38762637689 380.42237362311 0 503.106937564675 184.140286566397 0 721.703984499203 264.148173279185 0 359.070146225437 131.421919847587 0 478.665447804958 175.194548409317 0 354.146589787885 129.619867389863 0 182.523272068491 66.8046594356646 0 116.187833376786 42.5254738825379 0 210.22875616004 76.9450399376186 0 73.9715426316674 27.0740473663269 0 125.554450288972 45.9537142695945 0 63.0191784764803 23.0654135679579 0 96.0895698721098 35.1693837058598 0 134.309295694953 49.1580424581609 0 112.397522385158 41.1381963475616 0 16.1758505917421 5.92046251207916 0 244.117445523054 89.3485122508239 0 0 0 0 173.608215185442 63.5416928442144 0 181.848530399863 66.557699763789 0 190.790870773363 69.8306522834286 0
"464" "6" "18" "pub" 1358.78587078159 497.32412921841 0 786.890495014853 288.006843932225 0 1319.36849948903 482.897124731769 0 826.670057631127 302.566412709201 0 860.374969386403 314.902621268268 0 665.031800533838 243.405799408849 0 291.283556168951 106.611603816603 0 186.247359290256 68.1676986565777 0 403.037301889899 147.514173877622 0 154.44872962452 56.5292012679095 0 238.993523551311 87.4731247541066 0 140.638667680193 51.4746322010674 0 209.74160423118 76.766739284052 0 296.517972880467 108.527433079329 0 248.039506897339 90.784011250078 0 35.534301548866 13.005776668114 0 539.324501443147 197.396141521609 0 0 0 0 381.875671152359 139.768884641331 0 400.001402700563 146.403015781856 0 419.671337260719 153.60233488523 0
"538" "7" "18" "pub" 1123.92603862501 411.36396137499 0 388.930147931402 142.350867274997 0 643.227482639279 235.425282652463 0 537.936721681655 196.888205447006 0 465.109629957026 170.233034272297 0 394.398126738823 144.352181725979 0 152.635560191284 55.8655699122266 0 102.884944536373 37.6565333445838 0 267.661358415927 97.9657316594326 0 112.910905736294 41.3260978657837 0 159.957499250605 58.5454454137083 0 112.361577252371 41.1250402040902 0 163.314844304902 59.7742547070031 0 234.596747464786 85.8638772003757 0 196.276797320963 71.8385357195964 0 27.986241765577 10.2431395670574 0 427.304958540964 156.396288029442 0 0 0 0 301.163865428911 110.227858816585 0 315.45861052307 115.459824948425 0 330.971181687905 121.137523040805 0
